"year","nna_code","industry","item","share_in_output","gross_output","imputed_share"
1980,"324","Petroleum and coal products","Compensation of employees",0.0387052421060729,194.4,TRUE
1980,"324","Petroleum and coal products","Gross operating surplus",0.0554930579593093,194.4,TRUE
1980,"324","Petroleum and coal products","Taxes on production and imports less subsidies",0.00512961039960002,194.4,TRUE
1980,"324","Petroleum and coal products","Intermediate inputs",0.900205761316872,194.4,FALSE
1980,"325","Chemical products","Compensation of employees",0.152423331728295,157.8,TRUE
1980,"325","Chemical products","Gross operating surplus",0.18268384611553,157.8,TRUE
1980,"325","Chemical products","Taxes on production and imports less subsidies",0.00709814535009215,157.8,TRUE
1980,"325","Chemical products","Intermediate inputs",0.657794676806084,157.8,FALSE
1980,"326","Plastics and rubber products","Compensation of employees",0.263416264802927,49.1,TRUE
1980,"326","Plastics and rubber products","Gross operating surplus",0.129269092912547,49.1,TRUE
1980,"326","Plastics and rubber products","Taxes on production and imports less subsidies",0.00853663821120597,49.1,TRUE
1980,"326","Plastics and rubber products","Intermediate inputs",0.59877800407332,49.1,FALSE
1980,"42","Wholesale trade","Compensation of employees",0.351114596959615,288.2,TRUE
1980,"42","Wholesale trade","Gross operating surplus",0.142803225361238,288.2,TRUE
1980,"42","Wholesale trade","Taxes on production and imports less subsidies",0.154816830034485,288.2,TRUE
1980,"42","Wholesale trade","Intermediate inputs",0.351492019430951,288.2,FALSE
1980,"44RT","Retail trade","Compensation of employees",0.370044296494036,326.1,TRUE
1980,"44RT","Retail trade","Gross operating surplus",0.126937905142754,326.1,TRUE
1980,"44RT","Retail trade","Taxes on production and imports less subsidies",0.11404991199196,326.1,TRUE
1980,"44RT","Retail trade","Intermediate inputs",0.389144434222631,326.1,FALSE
1980,"481","Air transportation","Compensation of employees",0.210272661253053,37.4,TRUE
1980,"481","Air transportation","Gross operating surplus",0.0901168548227372,37.4,TRUE
1980,"481","Air transportation","Taxes on production and imports less subsidies",0.0472040668119099,37.4,TRUE
1980,"481","Air transportation","Intermediate inputs",0.652406417112299,37.4,FALSE
1980,"482","Rail transportation","Compensation of employees",0.509335978527249,32.8,TRUE
1980,"482","Rail transportation","Gross operating surplus",0.1243727389427,32.8,TRUE
1980,"482","Rail transportation","Taxes on production and imports less subsidies",-0.0148062784455596,32.8,TRUE
1980,"482","Rail transportation","Intermediate inputs",0.38109756097561,32.8,FALSE
1980,"483","Water transportation","Compensation of employees",0.141509433962264,15.9,TRUE
1980,"483","Water transportation","Gross operating surplus",0.0733752620545073,15.9,TRUE
1980,"483","Water transportation","Taxes on production and imports less subsidies",0.00524109014675052,15.9,TRUE
1980,"483","Water transportation","Intermediate inputs",0.779874213836478,15.9,FALSE
1980,"484","Truck transportation","Compensation of employees",0.376224941878317,51,TRUE
1980,"484","Truck transportation","Gross operating surplus",0.169425801640567,51,TRUE
1980,"484","Truck transportation","Taxes on production and imports less subsidies",0.0124577795323946,51,TRUE
1980,"484","Truck transportation","Intermediate inputs",0.443137254901961,51,FALSE
1980,"485","Transit and ground passenger transportation","Compensation of employees",0.298119858989424,11.5,TRUE
1980,"485","Transit and ground passenger transportation","Gross operating surplus",0.194124559341951,11.5,TRUE
1980,"485","Transit and ground passenger transportation","Taxes on production and imports less subsidies",0.0207990599294947,11.5,TRUE
1980,"485","Transit and ground passenger transportation","Intermediate inputs",0.48695652173913,11.5,FALSE
1980,"486","Pipeline transportation","Compensation of employees",0.116285188108393,18.1,TRUE
1980,"486","Pipeline transportation","Gross operating surplus",0.143120231518022,18.1,TRUE
1980,"486","Pipeline transportation","Taxes on production and imports less subsidies",0.0223625361746909,18.1,TRUE
1980,"486","Pipeline transportation","Intermediate inputs",0.718232044198895,18.1,FALSE
1980,"487OS","Other transportation and support activities","Compensation of employees",0.430722787648784,34,TRUE
1980,"487OS","Other transportation and support activities","Gross operating surplus",0.147076073831292,34,TRUE
1980,"487OS","Other transportation and support activities","Taxes on production and imports less subsidies",0.0192599620493359,34,TRUE
1980,"487OS","Other transportation and support activities","Intermediate inputs",0.402941176470588,34,FALSE
1980,"493","Warehousing and storage","Compensation of employees",0.660839160839161,7.8,TRUE
1980,"493","Warehousing and storage","Gross operating surplus",0.13951048951049,7.8,TRUE
1980,"493","Warehousing and storage","Taxes on production and imports less subsidies",0.00734265734265734,7.8,TRUE
1980,"493","Warehousing and storage","Intermediate inputs",0.192307692307692,7.8,FALSE
1980,"512","Theaters, motion pictures, and sound recording","Compensation of employees",0.210835058661146,18.9,TRUE
1980,"512","Theaters, motion pictures, and sound recording","Gross operating surplus",0.516275592362549,18.9,TRUE
1980,"512","Theaters, motion pictures, and sound recording","Taxes on production and imports less subsidies",0.0162180814354727,18.9,TRUE
1980,"512","Theaters, motion pictures, and sound recording","Intermediate inputs",0.253968253968254,18.9,FALSE
1980,"513","Broadcasting and telecommunications","Compensation of employees",0.260998547289548,101.5,TRUE
1980,"513","Broadcasting and telecommunications","Gross operating surplus",0.401915830174871,101.5,TRUE
1980,"513","Broadcasting and telecommunications","Taxes on production and imports less subsidies",0.0795058599936648,101.5,TRUE
1980,"513","Broadcasting and telecommunications","Intermediate inputs",0.258128078817734,101.5,FALSE
1980,"51C54","Computer, data processing, internet publishing, and other information services","Compensation of employees",0.44876177770366,26.8,TRUE
1980,"51C54","Computer, data processing, internet publishing, and other information services","Gross operating surplus",0.125198032185442,26.8,TRUE
1980,"51C54","Computer, data processing, internet publishing, and other information services","Taxes on production and imports less subsidies",0.00975569081964479,26.8,TRUE
1980,"51C54","Computer, data processing, internet publishing, and other information services","Intermediate inputs",0.417910447761194,26.8,FALSE
1980,"521CI","Federal Reserve banks, credit intermediation, and related activities","Compensation of employees",0.32458929517753,99.9,TRUE
1980,"521CI","Federal Reserve banks, credit intermediation, and related activities","Gross operating surplus",0.395042785603661,99.9,TRUE
1980,"521CI","Federal Reserve banks, credit intermediation, and related activities","Taxes on production and imports less subsidies",0.0166068941718736,99.9,TRUE
1980,"521CI","Federal Reserve banks, credit intermediation, and related activities","Intermediate inputs",0.264264264264264,99.9,FALSE
1980,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Compensation of employees",0.240906659976099,31.1,TRUE
1980,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Gross operating surplus",0.0939606621021148,31.1,TRUE
1980,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Taxes on production and imports less subsidies",0.00989059601074893,31.1,TRUE
1980,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Intermediate inputs",0.655948553054662,31.1,FALSE
1980,"524","Insurance carriers and related activities","Compensation of employees",0.430658390777687,91.9,TRUE
1980,"524","Insurance carriers and related activities","Gross operating surplus",0.086274280271689,91.9,TRUE
1980,"524","Insurance carriers and related activities","Taxes on production and imports less subsidies",0.0663099840104717,91.9,TRUE
1980,"524","Insurance carriers and related activities","Intermediate inputs",0.416757344940152,91.9,FALSE
1980,"531","Real estate","Compensation of employees",0.0435812219149637,344.1,TRUE
1980,"531","Real estate","Gross operating surplus",0.665895434847755,344.1,TRUE
1980,"531","Real estate","Taxes on production and imports less subsidies",0.112798456721083,344.1,TRUE
1980,"531","Real estate","Intermediate inputs",0.177564661435629,344.1,FALSE
1980,"532RL","Rental and leasing services and lessors of intangible assets","Compensation of employees",0.159548944337812,33.6,TRUE
1980,"532RL","Rental and leasing services and lessors of intangible assets","Gross operating surplus",0.636567726898821,33.6,TRUE
1980,"532RL","Rental and leasing services and lessors of intangible assets","Taxes on production and imports less subsidies",0.0520976144776529,33.6,TRUE
1980,"532RL","Rental and leasing services and lessors of intangible assets","Intermediate inputs",0.151785714285714,33.6,FALSE
1980,"5411","Legal services","Compensation of employees",0.369185022132758,34.7,TRUE
1980,"5411","Legal services","Gross operating surplus",0.278042469793733,34.7,TRUE
1980,"5411","Legal services","Taxes on production and imports less subsidies",0.0415333149899353,34.7,TRUE
1980,"5411","Legal services","Intermediate inputs",0.311239193083574,34.7,FALSE
1980,"5412OP","Miscellaneous professional, scientific, and technical services","Compensation of employees",0.411279789594217,94.2,TRUE
1980,"5412OP","Miscellaneous professional, scientific, and technical services","Gross operating surplus",0.264120237839643,94.2,TRUE
1980,"5412OP","Miscellaneous professional, scientific, and technical services","Taxes on production and imports less subsidies",0.00766955318590615,94.2,TRUE
1980,"5412OP","Miscellaneous professional, scientific, and technical services","Intermediate inputs",0.317409766454352,94.2,FALSE
1980,"55","Management of companies and public relations","Compensation of employees",0.537099889873806,57.4,TRUE
1980,"55","Management of companies and public relations","Gross operating surplus",0.135622212994891,57.4,TRUE
1980,"55","Management of companies and public relations","Taxes on production and imports less subsidies",0.0206576880720695,57.4,TRUE
1980,"55","Management of companies and public relations","Intermediate inputs",0.306620209059233,57.4,FALSE
1980,"56","Administrative, support, and other business services","Compensation of employees",0.462228193699117,57.2,TRUE
1980,"56","Administrative, support, and other business services","Gross operating surplus",0.189612553922702,57.2,TRUE
1980,"56","Administrative, support, and other business services","Taxes on production and imports less subsidies",0.0159914202103484,57.2,TRUE
1980,"56","Administrative, support, and other business services","Intermediate inputs",0.332167832167832,57.2,FALSE
1980,"61","Educational services","Compensation of employees",0.496995283736498,31.3,TRUE
1980,"61","Educational services","Gross operating surplus",0.0510611592879963,31.3,TRUE
1980,"61","Educational services","Taxes on production and imports less subsidies",0.023828541001065,31.3,TRUE
1980,"61","Educational services","Intermediate inputs",0.428115015974441,31.3,FALSE
1980,"621","Ambulatory health care services","Compensation of employees",0.546760304579078,70.1,TRUE
1980,"621","Ambulatory health care services","Gross operating surplus",0.21450316954965,70.1,TRUE
1980,"621","Ambulatory health care services","Taxes on production and imports less subsidies",0.00763809505814777,70.1,TRUE
1980,"621","Ambulatory health care services","Intermediate inputs",0.231098430813124,70.1,FALSE
1980,"622HO","Hospitals and nursing and residential care facilities","Compensation of employees",0.515881782410083,91.7,TRUE
1980,"622HO","Hospitals and nursing and residential care facilities","Gross operating surplus",0.0626466789621537,91.7,TRUE
1980,"622HO","Hospitals and nursing and residential care facilities","Taxes on production and imports less subsidies",0.0130740895225364,91.7,TRUE
1980,"622HO","Hospitals and nursing and residential care facilities","Intermediate inputs",0.408942202835333,91.7,FALSE
1980,"624","Social assistance","Compensation of employees",0.512882937715561,12.4,TRUE
1980,"624","Social assistance","Gross operating surplus",0.116200040576182,12.4,TRUE
1980,"624","Social assistance","Taxes on production and imports less subsidies",0.00801379590180564,12.4,TRUE
1980,"624","Social assistance","Intermediate inputs",0.362903225806452,12.4,FALSE
1980,"71","All recreation industries","Compensation of employees",0.323738761238761,28.6,TRUE
1980,"71","All recreation industries","Gross operating surplus",0.258991008991009,28.6,TRUE
1980,"71","All recreation industries","Taxes on production and imports less subsidies",0.055226023976024,28.6,TRUE
1980,"71","All recreation industries","Intermediate inputs",0.36013986013986,28.6,FALSE
1980,"721","Accomodation","Compensation of employees",0.393617831967994,29,TRUE
1980,"721","Accomodation","Gross operating surplus",0.182949133168223,29,TRUE
1980,"721","Accomodation","Taxes on production and imports less subsidies",0.0923985521051629,29,TRUE
1980,"721","Accomodation","Intermediate inputs",0.331034482758621,29,FALSE
1980,"722","Food services and drinking places","Compensation of employees",0.295689309717086,104.6,TRUE
1980,"722","Food services and drinking places","Gross operating surplus",0.0899234036706701,104.6,TRUE
1980,"722","Food services and drinking places","Taxes on production and imports less subsidies",0.0565988481927159,104.6,TRUE
1980,"722","Food services and drinking places","Intermediate inputs",0.558317399617591,104.6,FALSE
1980,"81","Other services, except government","Compensation of employees",0.423779589593864,99.7,TRUE
1980,"81","Other services, except government","Gross operating surplus",0.245104951819154,99.7,TRUE
1980,"81","Other services, except government","Taxes on production and imports less subsidies",0.0257703804482755,99.7,TRUE
1980,"81","Other services, except government","Intermediate inputs",0.305917753259779,99.7,FALSE
1980,"G","All government","Compensation of employees",0.550014144163794,573.8,TRUE
1980,"G","All government","Gross operating surplus",0.168062718776476,573.8,TRUE
1980,"G","All government","Taxes on production and imports less subsidies",-0.00695573029628752,573.8,TRUE
1980,"G","All government","Intermediate inputs",0.288776577204601,573.8,FALSE
1981,"111CA","Farms","Compensation of employees",0.0643763599487572,152.6,TRUE
1981,"111CA","Farms","Gross operating surplus",0.430773727742216,152.6,TRUE
1981,"111CA","Farms","Taxes on production and imports less subsidies",-0.0698551990933323,152.6,TRUE
1981,"111CA","Farms","Intermediate inputs",0.574705111402359,152.6,FALSE
1981,"113FF","Forestry, fishing, and related activities","Compensation of employees",0.154927381270605,26.1,TRUE
1981,"113FF","Forestry, fishing, and related activities","Gross operating surplus",0.245500311859574,26.1,TRUE
1981,"113FF","Forestry, fishing, and related activities","Taxes on production and imports less subsidies",0.00953399269357569,26.1,TRUE
1981,"113FF","Forestry, fishing, and related activities","Intermediate inputs",0.590038314176245,26.1,FALSE
1981,"211","Oil and gas extraction","Compensation of employees",0.168853441295547,130,TRUE
1981,"211","Oil and gas extraction","Gross operating surplus",0.377593522267207,130,TRUE
1981,"211","Oil and gas extraction","Taxes on production and imports less subsidies",0.086421052631579,130,TRUE
1981,"211","Oil and gas extraction","Intermediate inputs",0.368461538461538,130,FALSE
1981,"212","Mining, except oil and gas","Compensation of employees",0.273738967296295,49.9,TRUE
1981,"212","Mining, except oil and gas","Gross operating surplus",0.104933270796913,49.9,TRUE
1981,"212","Mining, except oil and gas","Taxes on production and imports less subsidies",0.050185477337654,49.9,TRUE
1981,"212","Mining, except oil and gas","Intermediate inputs",0.571142284569138,49.9,FALSE
1981,"23","Construction","Compensation of employees",0.297244058584274,352.1,TRUE
1981,"23","Construction","Gross operating surplus",0.128377832611148,352.1,TRUE
1981,"23","Construction","Taxes on production and imports less subsidies",0.00454260023085602,352.1,TRUE
1981,"23","Construction","Intermediate inputs",0.569440499857995,352.1,FALSE
1981,"22","Utilities","Compensation of employees",0.120186914483296,148.1,TRUE
1981,"22","Utilities","Gross operating surplus",0.296023075544067,148.1,TRUE
1981,"22","Utilities","Taxes on production and imports less subsidies",0.0699480113230759,148.1,TRUE
1981,"22","Utilities","Intermediate inputs",0.513841998649561,148.1,FALSE
1981,"321","Wood products","Compensation of employees",0.200382791046018,36.6,TRUE
1981,"321","Wood products","Gross operating surplus",0.100968073007684,36.6,TRUE
1981,"321","Wood products","Taxes on production and imports less subsidies",0.00466006490804694,36.6,TRUE
1981,"321","Wood products","Intermediate inputs",0.693989071038251,36.6,FALSE
1981,"327","Nonmetallic mineral products","Compensation of employees",0.267942583732057,45.6,TRUE
1981,"327","Nonmetallic mineral products","Gross operating surplus",0.127591706539075,45.6,TRUE
1981,"327","Nonmetallic mineral products","Taxes on production and imports less subsidies",0.00797448165869219,45.6,TRUE
1981,"327","Nonmetallic mineral products","Intermediate inputs",0.596491228070175,45.6,FALSE
1981,"331","Primary metals","Compensation of employees",0.26733137829912,139.5,TRUE
1981,"331","Primary metals","Gross operating surplus",0.0621700879765396,139.5,TRUE
1981,"331","Primary metals","Taxes on production and imports less subsidies",0.0124340175953079,139.5,TRUE
1981,"331","Primary metals","Intermediate inputs",0.658064516129032,139.5,FALSE
1981,"332","Fabricated metal products","Compensation of employees",0.291964678985674,137.2,TRUE
1981,"332","Fabricated metal products","Gross operating surplus",0.124693248316798,137.2,TRUE
1981,"332","Fabricated metal products","Taxes on production and imports less subsidies",0.00608259747886821,137.2,TRUE
1981,"332","Fabricated metal products","Intermediate inputs",0.577259475218659,137.2,FALSE
1981,"333","Machinery","Compensation of employees",0.365775275627492,147,TRUE
1981,"333","Machinery","Gross operating surplus",0.132348111658457,147,TRUE
1981,"333","Machinery","Taxes on production and imports less subsidies",0.00799906169364298,147,TRUE
1981,"333","Machinery","Intermediate inputs",0.493877551020408,147,FALSE
1981,"334","Computer and electronic products","Compensation of employees",0.293364005471638,139.9,TRUE
1981,"334","Computer and electronic products","Gross operating surplus",0.115325304876943,139.9,TRUE
1981,"334","Computer and electronic products","Taxes on production and imports less subsidies",0.00589253382582918,139.9,TRUE
1981,"334","Computer and electronic products","Intermediate inputs",0.58541815582559,139.9,FALSE
1981,"335","Electrical equipment, appliances, and components","Compensation of employees",0.316402116402116,56.7,TRUE
1981,"335","Electrical equipment, appliances, and components","Gross operating surplus",0.164961787184009,56.7,TRUE
1981,"335","Electrical equipment, appliances, and components","Taxes on production and imports less subsidies",0.0067607289829512,56.7,TRUE
1981,"335","Electrical equipment, appliances, and components","Intermediate inputs",0.513227513227513,56.7,FALSE
1981,"3361MV","Motor vehicles, bodies and trailers, and parts","Compensation of employees",0.189721485593624,152.9,TRUE
1981,"3361MV","Motor vehicles, bodies and trailers, and parts","Gross operating surplus",0.0883526253076335,152.9,TRUE
1981,"3361MV","Motor vehicles, bodies and trailers, and parts","Taxes on production and imports less subsidies",0.00354988226682456,152.9,TRUE
1981,"3361MV","Motor vehicles, bodies and trailers, and parts","Intermediate inputs",0.718770438194899,152.9,FALSE
1981,"3364OT","Other transportation equipment","Compensation of employees",0.199757083518766,96.3,TRUE
1981,"3364OT","Other transportation equipment","Gross operating surplus",0.119279409583148,96.3,TRUE
1981,"3364OT","Other transportation equipment","Taxes on production and imports less subsidies",0.00335323641398408,96.3,TRUE
1981,"3364OT","Other transportation equipment","Intermediate inputs",0.678089304257529,96.3,FALSE
1981,"337","Furniture and related products","Compensation of employees",0.334091204365337,25.8,TRUE
1981,"337","Furniture and related products","Gross operating surplus",0.0913342860854879,25.8,TRUE
1981,"337","Furniture and related products","Taxes on production and imports less subsidies",0.00240353384435494,25.8,TRUE
1981,"337","Furniture and related products","Intermediate inputs",0.569767441860465,25.8,FALSE
1981,"339","Miscellaneous manufacturing","Compensation of employees",0.265113137453563,42.3,TRUE
1981,"339","Miscellaneous manufacturing","Gross operating surplus",0.14015535292131,42.3,TRUE
1981,"339","Miscellaneous manufacturing","Taxes on production and imports less subsidies",0.00675447483958122,42.3,TRUE
1981,"339","Miscellaneous manufacturing","Intermediate inputs",0.58628841607565,42.3,FALSE
1981,"311FT","Food and beverage and tobacco products","Compensation of employees",0.11822384385129,279.5,TRUE
1981,"311FT","Food and beverage and tobacco products","Gross operating surplus",0.0906994456154023,279.5,TRUE
1981,"311FT","Food and beverage and tobacco products","Taxes on production and imports less subsidies",0.0290972209922244,279.5,TRUE
1981,"311FT","Food and beverage and tobacco products","Intermediate inputs",0.761717352415027,279.5,FALSE
1981,"313TT","Textile mills and textile product mills","Compensation of employees",0.230234018065776,54.1,TRUE
1981,"313TT","Textile mills and textile product mills","Gross operating surplus",0.0621490600913752,54.1,TRUE
1981,"313TT","Textile mills and textile product mills","Taxes on production and imports less subsidies",0.00564991455376138,54.1,TRUE
1981,"313TT","Textile mills and textile product mills","Intermediate inputs",0.700554528650647,54.1,FALSE
1981,"315AL","Apparel and leather and allied products","Compensation of employees",0.294533802861584,55.3,TRUE
1981,"315AL","Apparel and leather and allied products","Gross operating surplus",0.0836743758129501,55.3,TRUE
1981,"315AL","Apparel and leather and allied products","Taxes on production and imports less subsidies",0.003346975032518,55.3,TRUE
1981,"315AL","Apparel and leather and allied products","Intermediate inputs",0.618444846292948,55.3,FALSE
1981,"322","Paper products","Compensation of employees",0.200162096088435,76.8,TRUE
1981,"322","Paper products","Gross operating surplus",0.134021577380952,76.8,TRUE
1981,"322","Paper products","Taxes on production and imports less subsidies",0.00696215986394558,76.8,TRUE
1981,"322","Paper products","Intermediate inputs",0.658854166666667,76.8,FALSE
1981,"323PPI","Printing, publishing, and related","Compensation of employees",0.305071691719189,86.8,TRUE
1981,"323PPI","Printing, publishing, and related","Gross operating surplus",0.159082448686187,86.8,TRUE
1981,"323PPI","Printing, publishing, and related","Taxes on production and imports less subsidies",0.00523728226127363,86.8,TRUE
1981,"323PPI","Printing, publishing, and related","Intermediate inputs",0.529953917050691,86.8,FALSE
1981,"324","Petroleum and coal products","Compensation of employees",0.0365930021554112,219.4,TRUE
1981,"324","Petroleum and coal products","Gross operating surplus",0.0524646657408907,219.4,TRUE
1981,"324","Petroleum and coal products","Taxes on production and imports less subsidies",0.00484967498445208,219.4,TRUE
1981,"324","Petroleum and coal products","Intermediate inputs",0.905651777575205,219.4,FALSE
1981,"325","Chemical products","Compensation of employees",0.163395972240091,173.1,TRUE
1981,"325","Chemical products","Gross operating surplus",0.195834878493639,173.1,TRUE
1981,"325","Chemical products","Taxes on production and imports less subsidies",0.00760912615823955,173.1,TRUE
1981,"325","Chemical products","Intermediate inputs",0.63316002310803,173.1,FALSE
1981,"326","Plastics and rubber products","Compensation of employees",0.270760765868702,54.8,TRUE
1981,"326","Plastics and rubber products","Gross operating surplus",0.132873338805937,54.8,TRUE
1981,"326","Plastics and rubber products","Taxes on production and imports less subsidies",0.00877465444944867,54.8,TRUE
1981,"326","Plastics and rubber products","Intermediate inputs",0.587591240875913,54.8,FALSE
1981,"42","Wholesale trade","Compensation of employees",0.36346401209762,308.2,TRUE
1981,"42","Wholesale trade","Gross operating surplus",0.147825905501292,308.2,TRUE
1981,"42","Wholesale trade","Taxes on production and imports less subsidies",0.160262053106956,308.2,TRUE
1981,"42","Wholesale trade","Intermediate inputs",0.328682673588579,308.2,FALSE
1981,"44RT","Retail trade","Compensation of employees",0.389735299511625,340.4,TRUE
1981,"44RT","Retail trade","Gross operating surplus",0.133692595586287,340.4,TRUE
1981,"44RT","Retail trade","Taxes on production and imports less subsidies",0.120118799372381,340.4,TRUE
1981,"44RT","Retail trade","Intermediate inputs",0.356639247943596,340.4,FALSE
1981,"481","Air transportation","Compensation of employees",0.24233972928752,33.2,TRUE
1981,"481","Air transportation","Gross operating surplus",0.103859883980366,33.2,TRUE
1981,"481","Air transportation","Taxes on production and imports less subsidies",0.0544027963706678,33.2,TRUE
1981,"481","Air transportation","Intermediate inputs",0.599397590361446,33.2,FALSE
1981,"482","Rail transportation","Compensation of employees",0.487015796028053,36.5,TRUE
1981,"482","Rail transportation","Gross operating surplus",0.118922461820804,36.5,TRUE
1981,"482","Rail transportation","Taxes on production and imports less subsidies",-0.014157435931048,36.5,TRUE
1981,"482","Rail transportation","Intermediate inputs",0.408219178082192,36.5,FALSE
1981,"483","Water transportation","Compensation of employees",0.141646489104116,17.7,TRUE
1981,"483","Water transportation","Gross operating surplus",0.0734463276836158,17.7,TRUE
1981,"483","Water transportation","Taxes on production and imports less subsidies",0.00524616626311542,17.7,TRUE
1981,"483","Water transportation","Intermediate inputs",0.779661016949153,17.7,FALSE
1981,"484","Truck transportation","Compensation of employees",0.374647992159684,54.1,TRUE
1981,"484","Truck transportation","Gross operating surplus",0.168715652098401,54.1,TRUE
1981,"484","Truck transportation","Taxes on production and imports less subsidies",0.0124055626542942,54.1,TRUE
1981,"484","Truck transportation","Intermediate inputs",0.44547134935305,54.1,FALSE
1981,"485","Transit and ground passenger transportation","Compensation of employees",0.278729949461657,12.3,TRUE
1981,"485","Transit and ground passenger transportation","Gross operating surplus",0.181498571742474,12.3,TRUE
1981,"485","Transit and ground passenger transportation","Taxes on production and imports less subsidies",0.0194462755438365,12.3,TRUE
1981,"485","Transit and ground passenger transportation","Intermediate inputs",0.520325203252032,12.3,FALSE
1981,"486","Pipeline transportation","Compensation of employees",0.133907463694698,18.8,TRUE
1981,"486","Pipeline transportation","Gross operating surplus",0.164809186085782,18.8,TRUE
1981,"486","Pipeline transportation","Taxes on production and imports less subsidies",0.0257514353259034,18.8,TRUE
1981,"486","Pipeline transportation","Intermediate inputs",0.675531914893617,18.8,FALSE
1981,"487OS","Other transportation and support activities","Compensation of employees",0.459639715123586,35,TRUE
1981,"487OS","Other transportation and support activities","Gross operating surplus",0.156950146627566,35,TRUE
1981,"487OS","Other transportation and support activities","Taxes on production and imports less subsidies",0.0205529953917051,35,TRUE
1981,"487OS","Other transportation and support activities","Intermediate inputs",0.362857142857143,35,FALSE
1981,"493","Warehousing and storage","Compensation of employees",0.656448202959831,8.6,TRUE
1981,"493","Warehousing and storage","Gross operating surplus",0.138583509513742,8.6,TRUE
1981,"493","Warehousing and storage","Taxes on production and imports less subsidies",0.0072938689217759,8.6,TRUE
1981,"493","Warehousing and storage","Intermediate inputs",0.197674418604651,8.6,FALSE
1981,"512","Theaters, motion pictures, and sound recording","Compensation of employees",0.206329357445171,22.6,TRUE
1981,"512","Theaters, motion pictures, and sound recording","Gross operating surplus",0.505242400923432,22.6,TRUE
1981,"512","Theaters, motion pictures, and sound recording","Taxes on production and imports less subsidies",0.0158714890342439,22.6,TRUE
1981,"512","Theaters, motion pictures, and sound recording","Intermediate inputs",0.269911504424779,22.6,FALSE
1981,"513","Broadcasting and telecommunications","Compensation of employees",0.260292443219272,118.4,TRUE
1981,"513","Broadcasting and telecommunications","Gross operating surplus",0.400828489243123,118.4,TRUE
1981,"513","Broadcasting and telecommunications","Taxes on production and imports less subsidies",0.079290765266375,118.4,TRUE
1981,"513","Broadcasting and telecommunications","Intermediate inputs",0.260135135135135,118.4,FALSE
1981,"51C54","Computer, data processing, internet publishing, and other information services","Compensation of employees",0.444028003677251,31.6,TRUE
1981,"51C54","Computer, data processing, internet publishing, and other information services","Gross operating surplus",0.123877377837494,31.6,TRUE
1981,"51C54","Computer, data processing, internet publishing, and other information services","Taxes on production and imports less subsidies",0.00965278268863588,31.6,TRUE
1981,"51C54","Computer, data processing, internet publishing, and other information services","Intermediate inputs",0.424050632911392,31.6,FALSE
1981,"521CI","Federal Reserve banks, credit intermediation, and related activities","Compensation of employees",0.346973572037511,103.5,TRUE
1981,"521CI","Federal Reserve banks, credit intermediation, and related activities","Gross operating surplus",0.422285665192939,103.5,TRUE
1981,"521CI","Federal Reserve banks, credit intermediation, and related activities","Taxes on production and imports less subsidies",0.0177521362437796,103.5,TRUE
1981,"521CI","Federal Reserve banks, credit intermediation, and related activities","Intermediate inputs",0.213526570048309,103.5,FALSE
1981,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Compensation of employees",0.264522016883413,36,TRUE
1981,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Gross operating surplus",0.103171343828428,36,TRUE
1981,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Taxes on production and imports less subsidies",0.010860141455624,36,TRUE
1981,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Intermediate inputs",0.622222222222222,36,FALSE
1981,"524","Insurance carriers and related activities","Compensation of employees",0.44510548761198,99.7,TRUE
1981,"524","Insurance carriers and related activities","Gross operating surplus",0.0891684834454464,99.7,TRUE
1981,"524","Insurance carriers and related activities","Taxes on production and imports less subsidies",0.0685344542184009,99.7,TRUE
1981,"524","Insurance carriers and related activities","Intermediate inputs",0.397191574724173,99.7,FALSE
1981,"531","Real estate","Compensation of employees",0.0436989394713922,386.1,TRUE
1981,"531","Real estate","Gross operating surplus",0.667694089864361,386.1,TRUE
1981,"531","Real estate","Taxes on production and imports less subsidies",0.113103137455368,386.1,TRUE
1981,"531","Real estate","Intermediate inputs",0.175343175343175,386.1,FALSE
1981,"532RL","Rental and leasing services and lessors of intangible assets","Compensation of employees",0.153767966487228,38.9,TRUE
1981,"532RL","Rental and leasing services and lessors of intangible assets","Gross operating surplus",0.613502805066389,38.9,TRUE
1981,"532RL","Rental and leasing services and lessors of intangible assets","Taxes on production and imports less subsidies",0.0502099482407275,38.9,TRUE
1981,"532RL","Rental and leasing services and lessors of intangible assets","Intermediate inputs",0.182519280205656,38.9,FALSE
1981,"5411","Legal services","Compensation of employees",0.344673653516155,40.9,TRUE
1981,"5411","Legal services","Gross operating surplus",0.259582345304354,40.9,TRUE
1981,"5411","Legal services","Taxes on production and imports less subsidies",0.0387757860205674,40.9,TRUE
1981,"5411","Legal services","Intermediate inputs",0.356968215158924,40.9,FALSE
1981,"5412OP","Miscellaneous professional, scientific, and technical services","Compensation of employees",0.403688357594711,110.3,TRUE
