"year","code_industry","industry","aggregate","value"
1967,"339","Miscellaneous manufacturing","Total Intermediate",7750
1967,"311FT","Food and beverage and tobacco products","Total Intermediate",65425
1967,"313TT","Textile mills and textile product mills","Total Intermediate",15143
1967,"315AL","Apparel and leather and allied products","Total Intermediate",17841
1967,"322","Paper products","Total Intermediate",12781
1967,"323PPI","Printing, publishing, and related","Total Intermediate",11826
1967,"324","Petroleum and coal products","Total Intermediate",18805
1967,"325","Chemical products","Total Intermediate",24054
1967,"326","Plastics and rubber products","Total Intermediate",5967
1967,"42","Wholesale trade","Total Intermediate",15816
1967,"44RT","Retail trade","Total Intermediate",34435
1967,"481","Air transportation","Total Intermediate",4593
1967,"482","Rail transportation","Total Intermediate",4018
1967,"483","Water transportation","Total Intermediate",2701
1967,"484","Truck transportation","Total Intermediate",7262
1967,"485","Transit and ground passenger transportation","Total Intermediate",1844
1967,"486","Pipeline transportation","Total Intermediate",1196
1967,"487OS","Other transportation and support activities","Total Intermediate",2841
1967,"493","Warehousing and storage","Total Intermediate",351
1967,"512","Theaters, motion pictures, and sound recording","Total Intermediate",1612
1967,"513","Broadcasting and telecommunications","Total Intermediate",7816
1967,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",1608
1967,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",10244
1967,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",4288
1967,"524","Insurance carriers and related activities","Total Intermediate",11104
1967,"531","Real estate","Total Intermediate",18290
1967,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",1159
1967,"5411","Legal services","Total Intermediate",3923
1967,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",9032
1967,"55","Management of companies and public relations","Total Intermediate",5522
1967,"56","Administrative, support, and other business services","Total Intermediate",4293
1967,"61","Educational services","Total Intermediate",4348
1967,"621","Ambulatory health care services","Total Intermediate",5645
1967,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",4435
1967,"624","Social assistance","Total Intermediate",529
1967,"71","All recreation industries","Total Intermediate",2698
1967,"721","Accomodation","Total Intermediate",3211
1967,"722","Food services and drinking places","Total Intermediate",13692
1967,"81","Other services, except government","Total Intermediate",14638
1967,"G","All government","Total Intermediate",48349
1967,"111CA","Farms","Total Value Added",20120
1967,"113FF","Forestry, fishing, and related activities","Total Value Added",2731
1967,"211","Oil and gas extraction","Total Value Added",6689
1967,"212","Mining, except oil and gas","Total Value Added",4032
1967,"23","Construction","Total Value Added",39466
1967,"22","Utilities","Total Value Added",17531
1967,"321","Wood products","Total Value Added",3635
1967,"327","Nonmetallic mineral products","Total Value Added",6574
1967,"331","Primary metals","Total Value Added",17057
1967,"332","Fabricated metal products","Total Value Added",18043
1967,"333","Machinery","Total Value Added",21014
1967,"334","Computer and electronic products","Total Value Added",14825
1967,"335","Electrical equipment, appliances, and components","Total Value Added",9720
1967,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",19090
1967,"3364OT","Other transportation equipment","Total Value Added",15982
1967,"337","Furniture and related products","Total Value Added",3800
1967,"339","Miscellaneous manufacturing","Total Value Added",4967
1967,"311FT","Food and beverage and tobacco products","Total Value Added",26115
1967,"313TT","Textile mills and textile product mills","Total Value Added",7112
1967,"315AL","Apparel and leather and allied products","Total Value Added",8825
1967,"322","Paper products","Total Value Added",8402
1967,"323PPI","Printing, publishing, and related","Total Value Added",11782
1967,"324","Petroleum and coal products","Total Value Added",3478
1967,"325","Chemical products","Total Value Added",17507
1967,"326","Plastics and rubber products","Total Value Added",6749
1967,"42","Wholesale trade","Total Value Added",53854
1967,"44RT","Retail trade","Total Value Added",64809
1967,"481","Air transportation","Total Value Added",3237
1967,"482","Rail transportation","Total Value Added",8652
1967,"483","Water transportation","Total Value Added",1244
1967,"484","Truck transportation","Total Value Added",8330
1967,"485","Transit and ground passenger transportation","Total Value Added",2718
1967,"486","Pipeline transportation","Total Value Added",894
1967,"487OS","Other transportation and support activities","Total Value Added",5982
1967,"493","Warehousing and storage","Total Value Added",2011
1967,"512","Theaters, motion pictures, and sound recording","Total Value Added",4188
1967,"513","Broadcasting and telecommunications","Total Value Added",19502
1967,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",2945
1967,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",16144
1967,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",3496
1967,"524","Insurance carriers and related activities","Total Value Added",13120
1967,"531","Real estate","Total Value Added",79464
1967,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",6857
1967,"5411","Legal services","Total Value Added",5605
1967,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",13324
1967,"55","Management of companies and public relations","Total Value Added",12209
1967,"56","Administrative, support, and other business services","Total Value Added",8048
1967,"61","Educational services","Total Value Added",5041
1967,"621","Ambulatory health care services","Total Value Added",10916
1967,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",10299
1967,"624","Social assistance","Total Value Added",1382
1967,"71","All recreation industries","Total Value Added",5118
1967,"721","Accomodation","Total Value Added",4771
1967,"722","Food services and drinking places","Total Value Added",13614
1967,"81","Other services, except government","Total Value Added",23183
1967,"G","All government","Total Value Added",133754
1967,"111CA","Farms","Total Industry Output",44697
1967,"113FF","Forestry, fishing, and related activities","Total Industry Output",5861
1967,"211","Oil and gas extraction","Total Industry Output",12064
1967,"212","Mining, except oil and gas","Total Industry Output",8970
1967,"23","Construction","Total Industry Output",88001
1967,"22","Utilities","Total Industry Output",27212
1967,"321","Wood products","Total Industry Output",9865
1967,"327","Nonmetallic mineral products","Total Industry Output",13867
1967,"331","Primary metals","Total Industry Output",42876
1967,"332","Fabricated metal products","Total Industry Output",41186
1967,"333","Machinery","Total Industry Output",39835
1967,"334","Computer and electronic products","Total Industry Output",35436
1967,"335","Electrical equipment, appliances, and components","Total Industry Output",20287
1967,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",53241
1967,"3364OT","Other transportation equipment","Total Industry Output",32986
1967,"337","Furniture and related products","Total Industry Output",7856
1967,"339","Miscellaneous manufacturing","Total Industry Output",12717
1967,"311FT","Food and beverage and tobacco products","Total Industry Output",91540
1967,"313TT","Textile mills and textile product mills","Total Industry Output",22255
1967,"315AL","Apparel and leather and allied products","Total Industry Output",26667
1967,"322","Paper products","Total Industry Output",21183
1967,"323PPI","Printing, publishing, and related","Total Industry Output",23608
1967,"324","Petroleum and coal products","Total Industry Output",22283
1967,"325","Chemical products","Total Industry Output",41561
1967,"326","Plastics and rubber products","Total Industry Output",12716
1967,"42","Wholesale trade","Total Industry Output",69670
1967,"44RT","Retail trade","Total Industry Output",99243
1967,"481","Air transportation","Total Industry Output",7830
1967,"482","Rail transportation","Total Industry Output",12670
1967,"483","Water transportation","Total Industry Output",3945
1967,"484","Truck transportation","Total Industry Output",15592
1967,"485","Transit and ground passenger transportation","Total Industry Output",4562
1967,"486","Pipeline transportation","Total Industry Output",2091
1967,"487OS","Other transportation and support activities","Total Industry Output",8823
1967,"493","Warehousing and storage","Total Industry Output",2362
1967,"512","Theaters, motion pictures, and sound recording","Total Industry Output",5800
1967,"513","Broadcasting and telecommunications","Total Industry Output",27318
1967,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",4553
1967,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",26388
1967,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",7783
1967,"524","Insurance carriers and related activities","Total Industry Output",24223
1967,"531","Real estate","Total Industry Output",97754
1967,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",8016
1967,"5411","Legal services","Total Industry Output",9528
1967,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",22356
1967,"55","Management of companies and public relations","Total Industry Output",17731
1967,"56","Administrative, support, and other business services","Total Industry Output",12342
1967,"61","Educational services","Total Industry Output",9389
1967,"621","Ambulatory health care services","Total Industry Output",16562
1967,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",14735
1967,"624","Social assistance","Total Industry Output",1911
1967,"71","All recreation industries","Total Industry Output",7816
1967,"721","Accomodation","Total Industry Output",7982
1967,"722","Food services and drinking places","Total Industry Output",27306
1967,"81","Other services, except government","Total Industry Output",37821
1967,"G","All government","Total Industry Output",182104
1968,"111CA","Farms","Total Intermediate",25021
1968,"113FF","Forestry, fishing, and related activities","Total Intermediate",3697
1968,"211","Oil and gas extraction","Total Intermediate",5354
1968,"212","Mining, except oil and gas","Total Intermediate",5363
1968,"23","Construction","Total Intermediate",55901
1968,"22","Utilities","Total Intermediate",9744
1968,"321","Wood products","Total Intermediate",7306
1968,"327","Nonmetallic mineral products","Total Intermediate",7918
1968,"331","Primary metals","Total Intermediate",29294
1968,"332","Fabricated metal products","Total Intermediate",25425
1968,"333","Machinery","Total Intermediate",19251
1968,"334","Computer and electronic products","Total Intermediate",21916
1968,"335","Electrical equipment, appliances, and components","Total Intermediate",11245
1968,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",40234
1968,"3364OT","Other transportation equipment","Total Intermediate",18724
1968,"337","Furniture and related products","Total Intermediate",4386
1968,"339","Miscellaneous manufacturing","Total Intermediate",8231
1968,"311FT","Food and beverage and tobacco products","Total Intermediate",67263
1968,"313TT","Textile mills and textile product mills","Total Intermediate",16376
1968,"315AL","Apparel and leather and allied products","Total Intermediate",18888
1968,"322","Paper products","Total Intermediate",13311
1968,"323PPI","Printing, publishing, and related","Total Intermediate",12576
1968,"324","Petroleum and coal products","Total Intermediate",19424
1968,"325","Chemical products","Total Intermediate",24861
1968,"326","Plastics and rubber products","Total Intermediate",6486
1968,"42","Wholesale trade","Total Intermediate",14571
1968,"44RT","Retail trade","Total Intermediate",34447
1968,"481","Air transportation","Total Intermediate",5392
1968,"482","Rail transportation","Total Intermediate",4271
1968,"483","Water transportation","Total Intermediate",3107
1968,"484","Truck transportation","Total Intermediate",7321
1968,"485","Transit and ground passenger transportation","Total Intermediate",2087
1968,"486","Pipeline transportation","Total Intermediate",1295
1968,"487OS","Other transportation and support activities","Total Intermediate",2920
1968,"493","Warehousing and storage","Total Intermediate",250
1968,"512","Theaters, motion pictures, and sound recording","Total Intermediate",1700
1968,"513","Broadcasting and telecommunications","Total Intermediate",8561
1968,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",1750
1968,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",10381
1968,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",5005
1968,"524","Insurance carriers and related activities","Total Intermediate",13870
1968,"531","Real estate","Total Intermediate",19508
1968,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",1290
1968,"5411","Legal services","Total Intermediate",4104
1968,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",9949
1968,"55","Management of companies and public relations","Total Intermediate",6046
1968,"56","Administrative, support, and other business services","Total Intermediate",4731
1968,"61","Educational services","Total Intermediate",4739
1968,"621","Ambulatory health care services","Total Intermediate",5794
1968,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",5992
1968,"624","Social assistance","Total Intermediate",564
1968,"71","All recreation industries","Total Intermediate",2921
1968,"721","Accomodation","Total Intermediate",3538
1968,"722","Food services and drinking places","Total Intermediate",15740
1968,"81","Other services, except government","Total Intermediate",15032
1968,"G","All government","Total Intermediate",54044
1968,"111CA","Farms","Total Value Added",20497
1968,"113FF","Forestry, fishing, and related activities","Total Value Added",3115
1968,"211","Oil and gas extraction","Total Value Added",7165
1968,"212","Mining, except oil and gas","Total Value Added",4310
1968,"23","Construction","Total Value Added",43158
1968,"22","Utilities","Total Value Added",19008
1968,"321","Wood products","Total Value Added",4227
1968,"327","Nonmetallic mineral products","Total Value Added",7230
1968,"331","Primary metals","Total Value Added",17221
1968,"332","Fabricated metal products","Total Value Added",19388
1968,"333","Machinery","Total Value Added",22098
1968,"334","Computer and electronic products","Total Value Added",15867
1968,"335","Electrical equipment, appliances, and components","Total Value Added",10282
1968,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",23389
1968,"3364OT","Other transportation equipment","Total Value Added",17059
1968,"337","Furniture and related products","Total Value Added",4186
1968,"339","Miscellaneous manufacturing","Total Value Added",5497
1968,"311FT","Food and beverage and tobacco products","Total Value Added",27402
1968,"313TT","Textile mills and textile product mills","Total Value Added",7896
1968,"315AL","Apparel and leather and allied products","Total Value Added",9632
1968,"322","Paper products","Total Value Added",9120
1968,"323PPI","Printing, publishing, and related","Total Value Added",12750
1968,"324","Petroleum and coal products","Total Value Added",3648
1968,"325","Chemical products","Total Value Added",19790
1968,"326","Plastics and rubber products","Total Value Added",7859
1968,"42","Wholesale trade","Total Value Added",59122
1968,"44RT","Retail trade","Total Value Added",71595
1968,"481","Air transportation","Total Value Added",3555
1968,"482","Rail transportation","Total Value Added",8871
1968,"483","Water transportation","Total Value Added",1383
1968,"484","Truck transportation","Total Value Added",9328
1968,"485","Transit and ground passenger transportation","Total Value Added",2893
1968,"486","Pipeline transportation","Total Value Added",966
1968,"487OS","Other transportation and support activities","Total Value Added",6584
1968,"493","Warehousing and storage","Total Value Added",2234
1968,"512","Theaters, motion pictures, and sound recording","Total Value Added",4931
1968,"513","Broadcasting and telecommunications","Total Value Added",20945
1968,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",3213
1968,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",18068
1968,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",4413
1968,"524","Insurance carriers and related activities","Total Value Added",14313
1968,"531","Real estate","Total Value Added",85639
1968,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",7445
1968,"5411","Legal services","Total Value Added",5923
1968,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",14534
1968,"55","Management of companies and public relations","Total Value Added",13371
1968,"56","Administrative, support, and other business services","Total Value Added",8761
1968,"61","Educational services","Total Value Added",5682
1968,"621","Ambulatory health care services","Total Value Added",12296
1968,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",11613
1968,"624","Social assistance","Total Value Added",1580
1968,"71","All recreation industries","Total Value Added",5556
1968,"721","Accomodation","Total Value Added",5239
1968,"722","Food services and drinking places","Total Value Added",15045
1968,"81","Other services, except government","Total Value Added",24832
1968,"G","All government","Total Value Added",148926
1968,"111CA","Farms","Total Industry Output",45518
1968,"113FF","Forestry, fishing, and related activities","Total Industry Output",6811
1968,"211","Oil and gas extraction","Total Industry Output",12520
1968,"212","Mining, except oil and gas","Total Industry Output",9673
1968,"23","Construction","Total Industry Output",99058
1968,"22","Utilities","Total Industry Output",28753
1968,"321","Wood products","Total Industry Output",11534
1968,"327","Nonmetallic mineral products","Total Industry Output",15148
1968,"331","Primary metals","Total Industry Output",46515
1968,"332","Fabricated metal products","Total Industry Output",44813
1968,"333","Machinery","Total Industry Output",41349
1968,"334","Computer and electronic products","Total Industry Output",37783
1968,"335","Electrical equipment, appliances, and components","Total Industry Output",21527
1968,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",63623
1968,"3364OT","Other transportation equipment","Total Industry Output",35784
1968,"337","Furniture and related products","Total Industry Output",8573
1968,"339","Miscellaneous manufacturing","Total Industry Output",13728
1968,"311FT","Food and beverage and tobacco products","Total Industry Output",94665
1968,"313TT","Textile mills and textile product mills","Total Industry Output",24272
1968,"315AL","Apparel and leather and allied products","Total Industry Output",28521
1968,"322","Paper products","Total Industry Output",22431
1968,"323PPI","Printing, publishing, and related","Total Industry Output",25326
1968,"324","Petroleum and coal products","Total Industry Output",23072
1968,"325","Chemical products","Total Industry Output",44650
1968,"326","Plastics and rubber products","Total Industry Output",14346
1968,"42","Wholesale trade","Total Industry Output",73693
1968,"44RT","Retail trade","Total Industry Output",106042
1968,"481","Air transportation","Total Industry Output",8948
1968,"482","Rail transportation","Total Industry Output",13142
1968,"483","Water transportation","Total Industry Output",4490
1968,"484","Truck transportation","Total Industry Output",16649
1968,"485","Transit and ground passenger transportation","Total Industry Output",4980
1968,"486","Pipeline transportation","Total Industry Output",2261
1968,"487OS","Other transportation and support activities","Total Industry Output",9504
1968,"493","Warehousing and storage","Total Industry Output",2484
1968,"512","Theaters, motion pictures, and sound recording","Total Industry Output",6632
1968,"513","Broadcasting and telecommunications","Total Industry Output",29506
1968,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",4963
1968,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",28448
1968,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",9418
1968,"524","Insurance carriers and related activities","Total Industry Output",28182
1968,"531","Real estate","Total Industry Output",105147
1968,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",8735
1968,"5411","Legal services","Total Industry Output",10026
1968,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",24482
1968,"55","Management of companies and public relations","Total Industry Output",19417
1968,"56","Administrative, support, and other business services","Total Industry Output",13492
1968,"61","Educational services","Total Industry Output",10421
1968,"621","Ambulatory health care services","Total Industry Output",18090
1968,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",17605
1968,"624","Social assistance","Total Industry Output",2144
1968,"71","All recreation industries","Total Industry Output",8475
1968,"721","Accomodation","Total Industry Output",8777
1968,"722","Food services and drinking places","Total Industry Output",30785
1968,"81","Other services, except government","Total Industry Output",39864
1968,"G","All government","Total Industry Output",202969
1969,"111CA","Farms","Total Intermediate",26673
1969,"113FF","Forestry, fishing, and related activities","Total Intermediate",4223
1969,"211","Oil and gas extraction","Total Intermediate",5947
1969,"212","Mining, except oil and gas","Total Intermediate",6039
1969,"23","Construction","Total Intermediate",60303
1969,"22","Utilities","Total Intermediate",10087
1969,"321","Wood products","Total Intermediate",8394
1969,"327","Nonmetallic mineral products","Total Intermediate",8112
1969,"331","Primary metals","Total Intermediate",32843
1969,"332","Fabricated metal products","Total Intermediate",26860
1969,"333","Machinery","Total Intermediate",21201
1969,"334","Computer and electronic products","Total Intermediate",23091
1969,"335","Electrical equipment, appliances, and components","Total Intermediate",12092
1969,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",42319
1969,"3364OT","Other transportation equipment","Total Intermediate",20669
1969,"337","Furniture and related products","Total Intermediate",4736
1969,"339","Miscellaneous manufacturing","Total Intermediate",8919
1969,"311FT","Food and beverage and tobacco products","Total Intermediate",72349
1969,"313TT","Textile mills and textile product mills","Total Intermediate",16700
1969,"315AL","Apparel and leather and allied products","Total Intermediate",20194
1969,"322","Paper products","Total Intermediate",14771
1969,"323PPI","Printing, publishing, and related","Total Intermediate",13787
1969,"324","Petroleum and coal products","Total Intermediate",20597
1969,"325","Chemical products","Total Intermediate",26152
1969,"326","Plastics and rubber products","Total Intermediate",7157
1969,"42","Wholesale trade","Total Intermediate",14711
1969,"44RT","Retail trade","Total Intermediate",34412
1969,"481","Air transportation","Total Intermediate",6132
1969,"482","Rail transportation","Total Intermediate",4450
1969,"483","Water transportation","Total Intermediate",3035
1969,"484","Truck transportation","Total Intermediate",10163
1969,"485","Transit and ground passenger transportation","Total Intermediate",2555
1969,"486","Pipeline transportation","Total Intermediate",1489
1969,"487OS","Other transportation and support activities","Total Intermediate",3850
1969,"493","Warehousing and storage","Total Intermediate",429
1969,"512","Theaters, motion pictures, and sound recording","Total Intermediate",2187
1969,"513","Broadcasting and telecommunications","Total Intermediate",9407
1969,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",2414
1969,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",13080
1969,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",5499
1969,"524","Insurance carriers and related activities","Total Intermediate",14074
1969,"531","Real estate","Total Intermediate",21224
1969,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",1411
1969,"5411","Legal services","Total Intermediate",4558
1969,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",10894
1969,"55","Management of companies and public relations","Total Intermediate",6442
1969,"56","Administrative, support, and other business services","Total Intermediate",5295
1969,"61","Educational services","Total Intermediate",4857
1969,"621","Ambulatory health care services","Total Intermediate",6155
1969,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",7376
1969,"624","Social assistance","Total Intermediate",651
1969,"71","All recreation industries","Total Intermediate",3510
1969,"721","Accomodation","Total Intermediate",3721
1969,"722","Food services and drinking places","Total Intermediate",17151
1969,"81","Other services, except government","Total Intermediate",14977
1969,"G","All government","Total Intermediate",56955
1969,"111CA","Farms","Total Value Added",22826
1969,"113FF","Forestry, fishing, and related activities","Total Value Added",3480
1969,"211","Oil and gas extraction","Total Value Added",7478
1969,"212","Mining, except oil and gas","Total Value Added",4585
1969,"23","Construction","Total Value Added",48092
1969,"22","Utilities","Total Value Added",20399
1969,"321","Wood products","Total Value Added",4714
1969,"327","Nonmetallic mineral products","Total Value Added",8051
1969,"331","Primary metals","Total Value Added",18208
1969,"332","Fabricated metal products","Total Value Added",20624
1969,"333","Machinery","Total Value Added",23831
1969,"334","Computer and electronic products","Total Value Added",17110
1969,"335","Electrical equipment, appliances, and components","Total Value Added",10917
1969,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",23805
1969,"3364OT","Other transportation equipment","Total Value Added",16417
1969,"337","Furniture and related products","Total Value Added",4589
1969,"339","Miscellaneous manufacturing","Total Value Added",5960
1969,"311FT","Food and beverage and tobacco products","Total Value Added",28345
1969,"313TT","Textile mills and textile product mills","Total Value Added",8359
1969,"315AL","Apparel and leather and allied products","Total Value Added",9979
1969,"322","Paper products","Total Value Added",9909
1969,"323PPI","Printing, publishing, and related","Total Value Added",13942
1969,"324","Petroleum and coal products","Total Value Added",3278
1969,"325","Chemical products","Total Value Added",20606
1969,"326","Plastics and rubber products","Total Value Added",8595
1969,"42","Wholesale trade","Total Value Added",63791
1969,"44RT","Retail trade","Total Value Added",77591
1969,"481","Air transportation","Total Value Added",4045
1969,"482","Rail transportation","Total Value Added",9308
1969,"483","Water transportation","Total Value Added",1312
1969,"484","Truck transportation","Total Value Added",10072
1969,"485","Transit and ground passenger transportation","Total Value Added",2942
1969,"486","Pipeline transportation","Total Value Added",1064
1969,"487OS","Other transportation and support activities","Total Value Added",6956
1969,"493","Warehousing and storage","Total Value Added",2379
1969,"512","Theaters, motion pictures, and sound recording","Total Value Added",4800
1969,"513","Broadcasting and telecommunications","Total Value Added",23288
1969,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",3662
1969,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",21925
1969,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",3788
1969,"524","Insurance carriers and related activities","Total Value Added",15742
1969,"531","Real estate","Total Value Added",92974
1969,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",8216
1969,"5411","Legal services","Total Value Added",6496
1969,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",16271
1969,"55","Management of companies and public relations","Total Value Added",14244
1969,"56","Administrative, support, and other business services","Total Value Added",9812
1969,"61","Educational services","Total Value Added",6618
1969,"621","Ambulatory health care services","Total Value Added",14041
1969,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",13275
1969,"624","Social assistance","Total Value Added",1814
1969,"71","All recreation industries","Total Value Added",5771
1969,"721","Accomodation","Total Value Added",5744
1969,"722","Food services and drinking places","Total Value Added",16308
1969,"81","Other services, except government","Total Value Added",26733
1969,"G","All government","Total Value Added",162534
1969,"111CA","Farms","Total Industry Output",49499
1969,"113FF","Forestry, fishing, and related activities","Total Industry Output",7703
1969,"211","Oil and gas extraction","Total Industry Output",13424
1969,"212","Mining, except oil and gas","Total Industry Output",10624
1969,"23","Construction","Total Industry Output",108394
1969,"22","Utilities","Total Industry Output",30486
1969,"321","Wood products","Total Industry Output",13108
1969,"327","Nonmetallic mineral products","Total Industry Output",16164
1969,"331","Primary metals","Total Industry Output",51051
1969,"332","Fabricated metal products","Total Industry Output",47484
1969,"333","Machinery","Total Industry Output",45033
1969,"334","Computer and electronic products","Total Industry Output",40201
1969,"335","Electrical equipment, appliances, and components","Total Industry Output",23009
1969,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",66125
1969,"3364OT","Other transportation equipment","Total Industry Output",37086
1969,"337","Furniture and related products","Total Industry Output",9326
1969,"339","Miscellaneous manufacturing","Total Industry Output",14879
1969,"311FT","Food and beverage and tobacco products","Total Industry Output",100694
1969,"313TT","Textile mills and textile product mills","Total Industry Output",25059
1969,"315AL","Apparel and leather and allied products","Total Industry Output",30174
1969,"322","Paper products","Total Industry Output",24679
1969,"323PPI","Printing, publishing, and related","Total Industry Output",27730
1969,"324","Petroleum and coal products","Total Industry Output",23876
1969,"325","Chemical products","Total Industry Output",46758
1969,"326","Plastics and rubber products","Total Industry Output",15752
1969,"42","Wholesale trade","Total Industry Output",78502
1969,"44RT","Retail trade","Total Industry Output",112004
1969,"481","Air transportation","Total Industry Output",10177
1969,"482","Rail transportation","Total Industry Output",13758
1969,"483","Water transportation","Total Industry Output",4347
1969,"484","Truck transportation","Total Industry Output",20235
1969,"485","Transit and ground passenger transportation","Total Industry Output",5496
1969,"486","Pipeline transportation","Total Industry Output",2553
1969,"487OS","Other transportation and support activities","Total Industry Output",10806
1969,"493","Warehousing and storage","Total Industry Output",2808
1969,"512","Theaters, motion pictures, and sound recording","Total Industry Output",6987
1969,"513","Broadcasting and telecommunications","Total Industry Output",32695
1969,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",6075
1969,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",35005
1969,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",9287
1969,"524","Insurance carriers and related activities","Total Industry Output",29816
1969,"531","Real estate","Total Industry Output",114198
1969,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",9626
1969,"5411","Legal services","Total Industry Output",11054
1969,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",27165
1969,"55","Management of companies and public relations","Total Industry Output",20687
1969,"56","Administrative, support, and other business services","Total Industry Output",15108
1969,"61","Educational services","Total Industry Output",11475
1969,"621","Ambulatory health care services","Total Industry Output",20196
1969,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",20651
1969,"624","Social assistance","Total Industry Output",2465
1969,"71","All recreation industries","Total Industry Output",9283
1969,"721","Accomodation","Total Industry Output",9466
1969,"722","Food services and drinking places","Total Industry Output",33460
1969,"81","Other services, except government","Total Industry Output",41711
1969,"G","All government","Total Industry Output",219489
1970,"111CA","Farms","Total Intermediate",28097
1970,"113FF","Forestry, fishing, and related activities","Total Intermediate",4152
1970,"211","Oil and gas extraction","Total Intermediate",6495
1970,"212","Mining, except oil and gas","Total Intermediate",6869
1970,"23","Construction","Total Intermediate",60547
1970,"22","Utilities","Total Intermediate",11360
1970,"321","Wood products","Total Intermediate",8674
1970,"327","Nonmetallic mineral products","Total Intermediate",8099
1970,"331","Primary metals","Total Intermediate",31621
1970,"332","Fabricated metal products","Total Intermediate",25856
1970,"333","Machinery","Total Intermediate",20840
1970,"334","Computer and electronic products","Total Intermediate",22887
1970,"335","Electrical equipment, appliances, and components","Total Intermediate",12446
1970,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",37999
1970,"3364OT","Other transportation equipment","Total Intermediate",20054
1970,"337","Furniture and related products","Total Intermediate",4756
1970,"339","Miscellaneous manufacturing","Total Intermediate",9065
1970,"311FT","Food and beverage and tobacco products","Total Intermediate",75404
1970,"313TT","Textile mills and textile product mills","Total Intermediate",15895
