"year","NNA_code","NNA_industry","abs_eigenvec"
1976,"42","Wholesale trade",0.275586167375088
1976,"44RT","Retail trade",0.0435129082448454
1976,"481","Air transportation",0.0355491113825803
1976,"482","Rail transportation",0.0639088010471957
1976,"483","Water transportation",0.0177057438022857
1976,"484","Truck transportation",0.0919464610777262
1976,"485","Transit and ground passenger transportation",0.0153362505505443
1976,"486","Pipeline transportation",0.0341412164337358
1976,"487OS","Other transportation and support activities",0.0758615822504501
1976,"493","Warehousing and storage",0.00951224719134779
1976,"512","Theaters, motion pictures, and sound recording",0.0106617411097348
1976,"513","Broadcasting and telecommunications",0.0811755071781362
1976,"51C54","Computer, data processing, internet publishing, and other information services",0.0418365085416997
1976,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.133653823954071
1976,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0223960943006569
1976,"524","Insurance carriers and related activities",0.0854443689125156
1976,"531","Real estate",0.0924873291826194
1976,"532RL","Rental and leasing services and lessors of intangible assets",0.147531879935001
1976,"5411","Legal services",0.026752844616345
1976,"5412OP","Miscellaneous professional, scientific, and technical services",0.169708916400652
1976,"55","Management of companies and public relations",0.11062397801419
1976,"56","Administrative, support, and other business services",0.0852816287252015
1976,"61","Educational services",0.00425514222970525
1976,"621","Ambulatory health care services",0.000228017776236014
1976,"622HO","Hospitals and nursing and residential care facilities",2.31247769680733e-05
1976,"624","Social assistance",3.20189219557937e-06
1976,"71","All recreation industries",0.00986516822309782
1976,"721","Accomodation",0.0175307221786816
1976,"722","Food services and drinking places",0.0487658377336672
1976,"81","Other services, except government",0.0894767121248857
1976,"G","All government",0.0347211648811878
1977,"111CA","Farms",0.0957548043133692
1977,"113FF","Forestry, fishing, and related activities",0.116580422648902
1977,"211","Oil and gas extraction",0.36463388702935
1977,"212","Mining, except oil and gas",0.185250636274599
1977,"22","Utilities",0.18891334401811
1977,"23","Construction",0.0630301359130161
1977,"311FT","Food and beverage and tobacco products",0.110396736110566
1977,"313TT","Textile mills and textile product mills",0.0776949948605285
1977,"315AL","Apparel and leather and allied products",0.00747090363550895
1977,"321","Wood products",0.0598457808439091
1977,"322","Paper products",0.158927527758001
1977,"323PPI","Printing, publishing, and related",0.0459643061833619
1977,"324","Petroleum and coal products",0.211357624980203
1977,"325","Chemical products",0.414685600749847
1977,"326","Plastics and rubber products",0.0849126043300919
1977,"327","Nonmetallic mineral products",0.0640119195044764
1977,"331","Primary metals",0.461465173993626
1977,"332","Fabricated metal products",0.201820744066942
1977,"333","Machinery",0.0940923805522291
1977,"334","Computer and electronic products",0.0608103188637996
1977,"335","Electrical equipment, appliances, and components",0.0547622444305419
1977,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0832266749227402
1977,"3364OT","Other transportation equipment",0.0282515714412103
1977,"337","Furniture and related products",0.00518658304257392
1977,"339","Miscellaneous manufacturing",0.0189109228486813
1977,"42","Wholesale trade",0.282531130082989
1977,"44RT","Retail trade",0.0456908307751597
1977,"481","Air transportation",0.036462761958774
1977,"482","Rail transportation",0.0622027976042729
1977,"483","Water transportation",0.0170411406424065
1977,"484","Truck transportation",0.0895599386114894
1977,"485","Transit and ground passenger transportation",0.0129085764494752
1977,"486","Pipeline transportation",0.0400730803845614
1977,"487OS","Other transportation and support activities",0.0783590494678076
1977,"493","Warehousing and storage",0.00959997766275422
1977,"512","Theaters, motion pictures, and sound recording",0.00999749939814415
1977,"513","Broadcasting and telecommunications",0.0738066135687759
1977,"51C54","Computer, data processing, internet publishing, and other information services",0.0415490963313975
1977,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.116764972018055
1977,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0262537693549148
1977,"524","Insurance carriers and related activities",0.0887392851101038
1977,"531","Real estate",0.0810276649529739
1977,"532RL","Rental and leasing services and lessors of intangible assets",0.141129805997148
1977,"5411","Legal services",0.0242344672393981
1977,"5412OP","Miscellaneous professional, scientific, and technical services",0.159354919245873
1977,"55","Management of companies and public relations",0.108404662794112
1977,"56","Administrative, support, and other business services",0.0817135104881271
1977,"61","Educational services",0.0038418022126907
1977,"621","Ambulatory health care services",0.000205527848539618
1977,"622HO","Hospitals and nursing and residential care facilities",2.14456502022974e-05
1977,"624","Social assistance",3.59733487264344e-06
1977,"71","All recreation industries",0.00931330567257127
1977,"721","Accomodation",0.0148523277635168
1977,"722","Food services and drinking places",0.0477803000358166
1977,"81","Other services, except government",0.0922698558947295
1977,"G","All government",0.0296021169330601
1978,"111CA","Farms",0.121214936267457
1978,"113FF","Forestry, fishing, and related activities",0.127055624482097
1978,"211","Oil and gas extraction",0.330268837565276
1978,"212","Mining, except oil and gas",0.190758732274211
1978,"22","Utilities",0.209162380697829
1978,"23","Construction",0.0699666570291174
1978,"311FT","Food and beverage and tobacco products",0.119655038845757
1978,"313TT","Textile mills and textile product mills",0.0690147058904368
1978,"315AL","Apparel and leather and allied products",0.00599320290699531
1978,"321","Wood products",0.0583786993695065
1978,"322","Paper products",0.162891526353457
1978,"323PPI","Printing, publishing, and related",0.0500857263905516
1978,"324","Petroleum and coal products",0.198419207519726
1978,"325","Chemical products",0.394539667906929
1978,"326","Plastics and rubber products",0.0853437230477688
1978,"327","Nonmetallic mineral products",0.0667000303266772
1978,"331","Primary metals",0.456044399175955
1978,"332","Fabricated metal products",0.207836231664513
1978,"333","Machinery",0.0892183199711395
1978,"334","Computer and electronic products",0.0661671041312404
1978,"335","Electrical equipment, appliances, and components",0.051758374272357
1978,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0942251965686424
1978,"3364OT","Other transportation equipment",0.0299170678968806
1978,"337","Furniture and related products",0.00526171622405116
1978,"339","Miscellaneous manufacturing",0.0176199061846618
1978,"42","Wholesale trade",0.278338468272517
1978,"44RT","Retail trade",0.0430790879675422
1978,"481","Air transportation",0.0436915465973706
1978,"482","Rail transportation",0.0611392527824405
1978,"483","Water transportation",0.0174025514014618
1978,"484","Truck transportation",0.098320099612114
1978,"485","Transit and ground passenger transportation",0.012351584922788
1978,"486","Pipeline transportation",0.0614363420953758
1978,"487OS","Other transportation and support activities",0.0908280627213156
1978,"493","Warehousing and storage",0.0118717709163505
1978,"512","Theaters, motion pictures, and sound recording",0.0100796155254602
1978,"513","Broadcasting and telecommunications",0.081217634707947
1978,"51C54","Computer, data processing, internet publishing, and other information services",0.0484713115361975
1978,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.14353938696155
1978,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0255688286648004
1978,"524","Insurance carriers and related activities",0.100819634120699
1978,"531","Real estate",0.0901440973667777
1978,"532RL","Rental and leasing services and lessors of intangible assets",0.146024560832682
1978,"5411","Legal services",0.0271721690838107
1978,"5412OP","Miscellaneous professional, scientific, and technical services",0.17152451562613
1978,"55","Management of companies and public relations",0.113267835629876
1978,"56","Administrative, support, and other business services",0.0904740302862087
1978,"61","Educational services",0.00439092072581609
1978,"621","Ambulatory health care services",0.000243404934229649
1978,"622HO","Hospitals and nursing and residential care facilities",1.52278036255922e-05
1978,"624","Social assistance",2.75550732272622e-06
1978,"71","All recreation industries",0.00980270286268765
1978,"721","Accomodation",0.0162048064493101
1978,"722","Food services and drinking places",0.0472036257341361
1978,"81","Other services, except government",0.0912696648454253
1978,"G","All government",0.0336183281322329
1979,"111CA","Farms",0.108048690193794
1979,"113FF","Forestry, fishing, and related activities",0.103361256015007
1979,"211","Oil and gas extraction",0.403255673435269
1979,"212","Mining, except oil and gas",0.196926609134055
1979,"22","Utilities",0.224365263662948
1979,"23","Construction",0.0705663632460401
1979,"311FT","Food and beverage and tobacco products",0.0956546688850847
1979,"313TT","Textile mills and textile product mills",0.0523530006233238
1979,"315AL","Apparel and leather and allied products",0.00309116746026063
1979,"321","Wood products",0.0538321522102086
1979,"322","Paper products",0.149230204878686
1979,"323PPI","Printing, publishing, and related",0.0486095058647865
1979,"324","Petroleum and coal products",0.245789847621081
1979,"325","Chemical products",0.355836257750334
1979,"326","Plastics and rubber products",0.0776789581734664
1979,"327","Nonmetallic mineral products",0.0624004915950686
1979,"331","Primary metals",0.421975845559245
1979,"332","Fabricated metal products",0.205021007585438
1979,"333","Machinery",0.0902739982105036
1979,"334","Computer and electronic products",0.0621207017085227
1979,"335","Electrical equipment, appliances, and components",0.0510777008378402
1979,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0903342143054193
1979,"3364OT","Other transportation equipment",0.0256499028024973
1979,"337","Furniture and related products",0.00390318835834585
1979,"339","Miscellaneous manufacturing",0.0151070445825683
1979,"42","Wholesale trade",0.278112356811469
1979,"44RT","Retail trade",0.0387905433764502
1979,"481","Air transportation",0.0302579325427985
1979,"482","Rail transportation",0.0573746520018231
1979,"483","Water transportation",0.0182988667918682
1979,"484","Truck transportation",0.0859374412594867
1979,"485","Transit and ground passenger transportation",0.0112483727314047
1979,"486","Pipeline transportation",0.0637887069583441
1979,"487OS","Other transportation and support activities",0.0807960164323247
1979,"493","Warehousing and storage",0.0113891814307958
1979,"512","Theaters, motion pictures, and sound recording",0.0090334553017106
1979,"513","Broadcasting and telecommunications",0.0777307380375138
1979,"51C54","Computer, data processing, internet publishing, and other information services",0.0534029612145073
1979,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.135943760236532
1979,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0291467243604158
1979,"524","Insurance carriers and related activities",0.0882261281522116
1979,"531","Real estate",0.0870867961555411
1979,"532RL","Rental and leasing services and lessors of intangible assets",0.187157082268192
1979,"5411","Legal services",0.025472465594776
1979,"5412OP","Miscellaneous professional, scientific, and technical services",0.171667674159263
1979,"55","Management of companies and public relations",0.108389171445836
1979,"56","Administrative, support, and other business services",0.0920078468018301
1979,"61","Educational services",0.00454251131403445
1979,"621","Ambulatory health care services",0.000242036587417252
1979,"622HO","Hospitals and nursing and residential care facilities",6.57212295355375e-06
1979,"624","Social assistance",1.39025677863636e-06
1979,"71","All recreation industries",0.00984716691415764
1979,"721","Accomodation",0.0160959282772693
1979,"722","Food services and drinking places",0.0441516307135202
1979,"81","Other services, except government",0.0819503947189276
1979,"G","All government",0.0324479076947482
1980,"111CA","Farms",0.106732549278839
1980,"113FF","Forestry, fishing, and related activities",0.0782071226319847
1980,"211","Oil and gas extraction",0.468786329677454
1980,"212","Mining, except oil and gas",0.188457207045683
1980,"22","Utilities",0.199558044752666
1980,"23","Construction",0.0636794776481335
1980,"311FT","Food and beverage and tobacco products",0.100465901896887
1980,"313TT","Textile mills and textile product mills",0.0610833990094066
1980,"315AL","Apparel and leather and allied products",0.00834368450297744
1980,"321","Wood products",0.0478295707500888
1980,"322","Paper products",0.133750952358759
1980,"323PPI","Printing, publishing, and related",0.0449662600859271
1980,"324","Petroleum and coal products",0.286635919651
1980,"325","Chemical products",0.36489789674671
1980,"326","Plastics and rubber products",0.0716745826486892
1980,"327","Nonmetallic mineral products",0.0546535744717096
1980,"331","Primary metals",0.379072741593632
1980,"332","Fabricated metal products",0.192419201008552
1980,"333","Machinery",0.0928281114714553
1980,"334","Computer and electronic products",0.06383190608379
1980,"335","Electrical equipment, appliances, and components",0.0483065268093138
1980,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0816639876726355
1980,"3364OT","Other transportation equipment",0.0218250765741159
1980,"337","Furniture and related products",0.00458868674289649
1980,"339","Miscellaneous manufacturing",0.0162863120745156
1980,"42","Wholesale trade",0.29372785593548
1980,"44RT","Retail trade",0.0400436771965224
1980,"481","Air transportation",0.0387993105513155
1980,"482","Rail transportation",0.0580411433244628
1980,"483","Water transportation",0.0150417584377904
1980,"484","Truck transportation",0.0721376585119997
1980,"485","Transit and ground passenger transportation",0.00925705602668625
1980,"486","Pipeline transportation",0.0575089282136795
1980,"487OS","Other transportation and support activities",0.0725499984023429
1980,"493","Warehousing and storage",0.00898267758760222
1980,"512","Theaters, motion pictures, and sound recording",0.00864715504811723
1980,"513","Broadcasting and telecommunications",0.0695791938042376
1980,"51C54","Computer, data processing, internet publishing, and other information services",0.0493418052885011
1980,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.113959925128271
1980,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0228865834561155
1980,"524","Insurance carriers and related activities",0.0703207400383173
1980,"531","Real estate",0.0779388559528214
1980,"532RL","Rental and leasing services and lessors of intangible assets",0.177575036291315
1980,"5411","Legal services",0.0219349498695718
1980,"5412OP","Miscellaneous professional, scientific, and technical services",0.158799330051647
1980,"55","Management of companies and public relations",0.0950532619670836
1980,"56","Administrative, support, and other business services",0.084876225290924
1980,"61","Educational services",0.0039310082307939
1980,"621","Ambulatory health care services",0.000205150283510421
1980,"622HO","Hospitals and nursing and residential care facilities",4.80539235080207e-06
1980,"624","Social assistance",1.1306805531299e-06
1980,"71","All recreation industries",0.00910352453311867
1980,"721","Accomodation",0.0137762816065733
1980,"722","Food services and drinking places",0.0386463628244692
1980,"81","Other services, except government",0.0762706011854017
1980,"G","All government",0.0275592647710946
1981,"111CA","Farms",0.0893238431468157
1981,"113FF","Forestry, fishing, and related activities",0.0740831803293173
1981,"211","Oil and gas extraction",0.522771475645256
1981,"212","Mining, except oil and gas",0.173818522500022
1981,"22","Utilities",0.216719364941388
1981,"23","Construction",0.0693704361977926
1981,"311FT","Food and beverage and tobacco products",0.0903481029844373
1981,"313TT","Textile mills and textile product mills",0.0556402993447431
1981,"315AL","Apparel and leather and allied products",0.00677909791686159
1981,"321","Wood products",0.0429486696763381
1981,"322","Paper products",0.140047941707566
1981,"323PPI","Printing, publishing, and related",0.0480284875769618
1981,"324","Petroleum and coal products",0.282248196142162
1981,"325","Chemical products",0.349252578336452
1981,"326","Plastics and rubber products",0.0716926506590211
1981,"327","Nonmetallic mineral products",0.048802360439021
1981,"331","Primary metals",0.323884355720033
1981,"332","Fabricated metal products",0.1806496629291
1981,"333","Machinery",0.0811446428922607
1981,"334","Computer and electronic products",0.0701380736591814
1981,"335","Electrical equipment, appliances, and components",0.0412333315708879
1981,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0797288111637873
1981,"3364OT","Other transportation equipment",0.0213259219955457
1981,"337","Furniture and related products",0.00389310935923683
1981,"339","Miscellaneous manufacturing",0.015792326129645
1981,"42","Wholesale trade",0.278927424830277
1981,"44RT","Retail trade",0.0344991351766809
1981,"481","Air transportation",0.0254369055772898
1981,"482","Rail transportation",0.0580906613438016
1981,"483","Water transportation",0.0150047769976056
1981,"484","Truck transportation",0.0691414517438028
1981,"485","Transit and ground passenger transportation",0.00906675455512572
1981,"486","Pipeline transportation",0.0555447072580709
1981,"487OS","Other transportation and support activities",0.0697664137169684
1981,"493","Warehousing and storage",0.00951631863321761
1981,"512","Theaters, motion pictures, and sound recording",0.00971882828231859
1981,"513","Broadcasting and telecommunications",0.0807633790933032
1981,"51C54","Computer, data processing, internet publishing, and other information services",0.0568445644573382
1981,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.113699951651916
1981,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0306230197808675
1981,"524","Insurance carriers and related activities",0.0797107349934772
1981,"531","Real estate",0.08348478346679
1981,"532RL","Rental and leasing services and lessors of intangible assets",0.199119227468861
1981,"5411","Legal services",0.0262210801018336
1981,"5412OP","Miscellaneous professional, scientific, and technical services",0.17100454126387
1981,"55","Management of companies and public relations",0.0977948857770948
1981,"56","Administrative, support, and other business services",0.0923706415503563
1981,"61","Educational services",0.00450932342640583
1981,"621","Ambulatory health care services",0.000262583361343244
1981,"622HO","Hospitals and nursing and residential care facilities",1.08045122095892e-05
1981,"624","Social assistance",2.77830313960865e-06
1981,"71","All recreation industries",0.00965315785837963
1981,"721","Accomodation",0.01483217952353
1981,"722","Food services and drinking places",0.0393257418685115
1981,"81","Other services, except government",0.0735226021788722
1981,"G","All government",0.0325842074668778
1982,"111CA","Farms",0.0794847773270419
1982,"113FF","Forestry, fishing, and related activities",0.0750648157100507
1982,"211","Oil and gas extraction",0.481112235875544
1982,"212","Mining, except oil and gas",0.152298973275557
1982,"22","Utilities",0.236850154343049
1982,"23","Construction",0.071823639157188
1982,"311FT","Food and beverage and tobacco products",0.0802677936826857
1982,"313TT","Textile mills and textile product mills",0.0563567855840847
1982,"315AL","Apparel and leather and allied products",0.00689771820983576
1982,"321","Wood products",0.0420542114205569
1982,"322","Paper products",0.139441953893852
1982,"323PPI","Printing, publishing, and related",0.0575365027991959
1982,"324","Petroleum and coal products",0.279519397755089
1982,"325","Chemical products",0.329873547460855
1982,"326","Plastics and rubber products",0.0773908272539203
1982,"327","Nonmetallic mineral products",0.046709848845524
1982,"331","Primary metals",0.321975355488984
1982,"332","Fabricated metal products",0.187437806953388
1982,"333","Machinery",0.0887465053320922
1982,"334","Computer and electronic products",0.0765727102194658
1982,"335","Electrical equipment, appliances, and components",0.0471184563770674
1982,"3361MV","Motor vehicles, bodies and trailers, and parts",0.100997122042553
1982,"3364OT","Other transportation equipment",0.0112508671268046
1982,"337","Furniture and related products",0.00407785370981301
1982,"339","Miscellaneous manufacturing",0.0151034269974703
1982,"42","Wholesale trade",0.272187217177176
1982,"44RT","Retail trade",0.033283907594552
1982,"481","Air transportation",0.0391169399658581
1982,"482","Rail transportation",0.0549692239506736
1982,"483","Water transportation",0.0126742567390612
1982,"484","Truck transportation",0.0689001528615513
1982,"485","Transit and ground passenger transportation",0.0100477462164064
1982,"486","Pipeline transportation",0.0612720967961667
1982,"487OS","Other transportation and support activities",0.0819635115276838
1982,"493","Warehousing and storage",0.00985058900275046
1982,"512","Theaters, motion pictures, and sound recording",0.0153659997692463
1982,"513","Broadcasting and telecommunications",0.106465355309203
1982,"51C54","Computer, data processing, internet publishing, and other information services",0.0694596320430481
1982,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.138731848793544
1982,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0553039942599245
1982,"524","Insurance carriers and related activities",0.107596936816045
1982,"531","Real estate",0.097532413596647
1982,"532RL","Rental and leasing services and lessors of intangible assets",0.224747346330099
1982,"5411","Legal services",0.0331196278886096
1982,"5412OP","Miscellaneous professional, scientific, and technical services",0.199307686761909
1982,"55","Management of companies and public relations",0.104404487743571
1982,"56","Administrative, support, and other business services",0.104960729182199
1982,"61","Educational services",0.0054171147142215
1982,"621","Ambulatory health care services",0.000308001142010747
1982,"622HO","Hospitals and nursing and residential care facilities",2.6866321046909e-05
1982,"624","Social assistance",7.44488414552901e-06
1982,"71","All recreation industries",0.0109991786971003
1982,"721","Accomodation",0.0164399782098073
1982,"722","Food services and drinking places",0.0425287852014353
1982,"81","Other services, except government",0.074337572655281
1982,"G","All government",0.0369840625807859
1983,"111CA","Farms",0.101101953156111
1983,"113FF","Forestry, fishing, and related activities",0.0795517419724153
1983,"211","Oil and gas extraction",0.430740559090675
1983,"212","Mining, except oil and gas",0.142482522085369
1983,"22","Utilities",0.254435425009119
1983,"23","Construction",0.0695315993955561
1983,"311FT","Food and beverage and tobacco products",0.0936215610488204
1983,"313TT","Textile mills and textile product mills",0.0572704295361127
1983,"315AL","Apparel and leather and allied products",0.00655598294120091
1983,"321","Wood products",0.0432227151688522
1983,"322","Paper products",0.162737224694248
1983,"323PPI","Printing, publishing, and related",0.0651688420876995
1983,"324","Petroleum and coal products",0.242694183729311
1983,"325","Chemical products",0.353749650035575
1983,"326","Plastics and rubber products",0.083215191911498
1983,"327","Nonmetallic mineral products",0.0503023019742506
1983,"331","Primary metals",0.267580716987038
1983,"332","Fabricated metal products",0.169015402921501
1983,"333","Machinery",0.0719677816301323
1983,"334","Computer and electronic products",0.0898619784750147
1983,"335","Electrical equipment, appliances, and components",0.0449094296751788
1983,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0968543527561633
1983,"3364OT","Other transportation equipment",0.0178643456950414
1983,"337","Furniture and related products",0.00383976339512183
1983,"339","Miscellaneous manufacturing",0.0141613009056121
1983,"42","Wholesale trade",0.268127533976346
1983,"44RT","Retail trade",0.0340795334927493
1983,"481","Air transportation",0.042794894958216
1983,"482","Rail transportation",0.0516950367069606
1983,"483","Water transportation",0.012271177792954
1983,"484","Truck transportation",0.0776234046182432
1983,"485","Transit and ground passenger transportation",0.0114296673236903
1983,"486","Pipeline transportation",0.063064981180558
1983,"487OS","Other transportation and support activities",0.0835971780950848
1983,"493","Warehousing and storage",0.0124097156547717
1983,"512","Theaters, motion pictures, and sound recording",0.0165798727863351
1983,"513","Broadcasting and telecommunications",0.118632967116163
1983,"51C54","Computer, data processing, internet publishing, and other information services",0.0744567225907703
1983,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.182339920885472
1983,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0808392821838295
1983,"524","Insurance carriers and related activities",0.161971034871768
1983,"531","Real estate",0.117436905324253
1983,"532RL","Rental and leasing services and lessors of intangible assets",0.236102242556924
1983,"5411","Legal services",0.0369996765081467
1983,"5412OP","Miscellaneous professional, scientific, and technical services",0.227559502506914
1983,"55","Management of companies and public relations",0.119614212190685
1983,"56","Administrative, support, and other business services",0.123405070045091
1983,"61","Educational services",0.00599722204563988
1983,"621","Ambulatory health care services",0.00030036346831104
1983,"622HO","Hospitals and nursing and residential care facilities",4.40722418064401e-05
1983,"624","Social assistance",1.43886239316656e-05
1983,"71","All recreation industries",0.0121748255798423
1983,"721","Accomodation",0.0190583756265225
1983,"722","Food services and drinking places",0.0481995265154472
1983,"81","Other services, except government",0.082532377960019
1983,"G","All government",0.0412997440830534
1984,"111CA","Farms",0.097319424435797
1984,"113FF","Forestry, fishing, and related activities",0.0736074199478451
1984,"211","Oil and gas extraction",0.412489306065657
1984,"212","Mining, except oil and gas",0.143545704619132
1984,"22","Utilities",0.23622361805288
1984,"23","Construction",0.0722604801277372
1984,"311FT","Food and beverage and tobacco products",0.0985685924894823
1984,"313TT","Textile mills and textile product mills",0.0493194354040267
1984,"315AL","Apparel and leather and allied products",0.00629762776632392
1984,"321","Wood products",0.0423467530300352
1984,"322","Paper products",0.18594570713047
1984,"323PPI","Printing, publishing, and related",0.0689632209126374
1984,"324","Petroleum and coal products",0.203761650571343
1984,"325","Chemical products",0.356159881299179
1984,"326","Plastics and rubber products",0.09112428563764
1984,"327","Nonmetallic mineral products",0.0506943531093229
1984,"331","Primary metals",0.223210925063267
1984,"332","Fabricated metal products",0.164408134540278
1984,"333","Machinery",0.0714972007613917
1984,"334","Computer and electronic products",0.133370201233002
1984,"335","Electrical equipment, appliances, and components",0.0465070953422211
1984,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0822899724481387
1984,"3364OT","Other transportation equipment",0.0241783915782034
1984,"337","Furniture and related products",0.00345596764416659
1984,"339","Miscellaneous manufacturing",0.0150442945171324
1984,"42","Wholesale trade",0.275802083584591
1984,"44RT","Retail trade",0.0344105533379273
1984,"481","Air transportation",0.0451276076600273
1984,"482","Rail transportation",0.0493490394908438
1984,"483","Water transportation",0.0107584238202185
1984,"484","Truck transportation",0.0776355109577764
1984,"485","Transit and ground passenger transportation",0.0122253587031323
1984,"486","Pipeline transportation",0.0590274035999715
1984,"487OS","Other transportation and support activities",0.0813165296406526
1984,"493","Warehousing and storage",0.0129666336115597
1984,"512","Theaters, motion pictures, and sound recording",0.0171296726596285
1984,"513","Broadcasting and telecommunications",0.120377701922279
1984,"51C54","Computer, data processing, internet publishing, and other information services",0.0733288755087963
1984,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.1769061685104
1984,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.07771266609133
1984,"524","Insurance carriers and related activities",0.233812532818764
1984,"531","Real estate",0.127867283593263
1984,"532RL","Rental and leasing services and lessors of intangible assets",0.229518856307097
1984,"5411","Legal services",0.0410987920577952
1984,"5412OP","Miscellaneous professional, scientific, and technical services",0.248227263575203
1984,"55","Management of companies and public relations",0.130165313120092
1984,"56","Administrative, support, and other business services",0.138775645658733
1984,"61","Educational services",0.0057557147560929
1984,"621","Ambulatory health care services",0.000288014205167093
1984,"622HO","Hospitals and nursing and residential care facilities",4.66612483411749e-05
1984,"624","Social assistance",1.78220045747543e-05
1984,"71","All recreation industries",0.0132640866718811
1984,"721","Accomodation",0.0217900472800019
1984,"722","Food services and drinking places",0.0515283803256239
1984,"81","Other services, except government",0.0849052386752484
1984,"G","All government",0.0417213213108388
1985,"111CA","Farms",0.0928683604955491
1985,"113FF","Forestry, fishing, and related activities",0.0674643480589993
1985,"211","Oil and gas extraction",0.338823626013885
1985,"212","Mining, except oil and gas",0.125804517125978
1985,"22","Utilities",0.204613079982133
1985,"23","Construction",0.0665788573670863
1985,"311FT","Food and beverage and tobacco products",0.0986391010911037
1985,"313TT","Textile mills and textile product mills",0.0460609486974281
1985,"315AL","Apparel and leather and allied products",0.00613201332796747
1985,"321","Wood products",0.0402844962184073
1985,"322","Paper products",0.173370871864612
1985,"323PPI","Printing, publishing, and related",0.0716377450881453
1985,"324","Petroleum and coal products",0.169951768132416
1985,"325","Chemical products",0.37111268677024
1985,"326","Plastics and rubber products",0.0903382422003329
1985,"327","Nonmetallic mineral products",0.0499722782226611
1985,"331","Primary metals",0.226710724209774
1985,"332","Fabricated metal products",0.156163377984763
1985,"333","Machinery",0.0769384348335412
1985,"334","Computer and electronic products",0.110479246989367
1985,"335","Electrical equipment, appliances, and components",0.0468344543911028
1985,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0751135916205367
1985,"3364OT","Other transportation equipment",0.0178229492514903
1985,"337","Furniture and related products",0.0037576970450579
1985,"339","Miscellaneous manufacturing",0.0154785536256362
1985,"42","Wholesale trade",0.28567955918344
1985,"44RT","Retail trade",0.0384311432564246
1985,"481","Air transportation",0.0451248830306652
1985,"482","Rail transportation",0.0447489302259474
1985,"483","Water transportation",0.00926125393550581
1985,"484","Truck transportation",0.075360121044868
1985,"485","Transit and ground passenger transportation",0.0128859648993204
1985,"486","Pipeline transportation",0.0501779583502071
1985,"487OS","Other transportation and support activities",0.070000670232807
1985,"493","Warehousing and storage",0.0118008238678473
1985,"512","Theaters, motion pictures, and sound recording",0.019185738935139
1985,"513","Broadcasting and telecommunications",0.120013627563063
1985,"51C54","Computer, data processing, internet publishing, and other information services",0.0663965977458094
1985,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.167862608771478
1985,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.108365852181752
1985,"524","Insurance carriers and related activities",0.376185766490587
1985,"531","Real estate",0.138842161352085
1985,"532RL","Rental and leasing services and lessors of intangible assets",0.193723370840049
1985,"5411","Legal services",0.0449438596333715
1985,"5412OP","Miscellaneous professional, scientific, and technical services",0.260881718709845
1985,"55","Management of companies and public relations",0.128890779388484
1985,"56","Administrative, support, and other business services",0.150204680538323
1985,"61","Educational services",0.0048630471952826
1985,"621","Ambulatory health care services",0.000293094808867598
1985,"622HO","Hospitals and nursing and residential care facilities",4.82692591453306e-05
1985,"624","Social assistance",2.04175825018209e-05
1985,"71","All recreation industries",0.0137095758164283
1985,"721","Accomodation",0.0239193594738174
1985,"722","Food services and drinking places",0.0566139164496266
1985,"81","Other services, except government",0.091827785908128
1985,"G","All government",0.0435680452943816
1986,"111CA","Farms",0.105524484091248
1986,"113FF","Forestry, fishing, and related activities",0.0887953362442024
1986,"211","Oil and gas extraction",0.207622431415438
1986,"212","Mining, except oil and gas",0.138702401980271
1986,"22","Utilities",0.190428958658908
1986,"23","Construction",0.0630169530734666
1986,"311FT","Food and beverage and tobacco products",0.104071385392332
1986,"313TT","Textile mills and textile product mills",0.0535591019579633
1986,"315AL","Apparel and leather and allied products",0.00564338921616251
1986,"321","Wood products",0.0473424841219089
1986,"322","Paper products",0.202688974808558
