Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2006:Q3,GenX,9743105,5694865,4740946,953919,4048240,630119,68810,92103,71766,20337,65175,63735,1440,873753,167372,100110,468007,454749,980739,147304,4259171,4255374,3342224,889449,3596,20106,3797,5483933,32503840
2006:Q3,Millennial,506717,318778,213697,105081,187939,40290,3423,7820,1851,5969,259,0,259,15079,9315,368,5659,2601,91924,11202,223569,223387,104553,118482,243,110,181,283148,7037235
2006:Q4,Silent,28859422,9091517,7792028,1299488,19767905,2478201,731102,1048852,809886,238966,519989,462747,57242,6014086,430258,221712,872738,3951875,3220334,278759,1881548,1873017,1271213,348430,12671,240703,8531,26977874,31127240
2006:Q4,BabyBoom,37431339,13157292,11256180,1901111,24274047,2233390,607273,773894,563223,210671,360228,313981,46248,5962256,527518,1006002,2676399,5708477,4090530,328079,6399859,6388615,5075863,1068208,19387,225157,11245,31031479,44232363
2006:Q4,GenX,10213510,5824144,4839884,984260,4389366,646241,84146,93426,73154,20273,71479,69318,2160,1037881,179382,110031,522784,489808,1001918,152269,4379003,4375077,3438853,908316,7826,20082,3926,5834507,32667690
2006:Q4,Millennial,552023,335609,222209,113400,216414,44192,3508,10752,3879,6873,184,0,184,25910,9295,475,7904,2589,99335,12269,246914,246718,113415,131762,652,889,196,305109,7423572
2007:Q1,Silent,28914952,8958445,7680569,1277876,19956507,2496088,746430,1073236,818307,254929,510033,457291,52742,6235344,427793,217414,878749,3888628,3203311,279481,1888716,1880183,1286933,338849,8674,245726,8533,27026236,30834961
2007:Q1,BabyBoom,38086802,13013262,11096456,1916805,25073541,2366129,633181,825653,596428,229225,381586,335396,46190,6264243,535681,1019178,2738080,5862832,4117527,329451,6389418,6377933,5089208,1054523,15242,218960,11484,31697385,44234822
2007:Q1,GenX,10506218,5885129,4861659,1023470,4621089,698645,91175,100952,78250,22702,75309,72552,2757,1140899,186395,115414,527810,524584,1005232,154674,4514590,4510380,3578558,904651,5920,21252,4211,5991628,32820210
2007:Q1,Millennial,588942,352149,225669,126480,236793,53450,3456,10420,3908,6512,126,0,126,33002,9812,468,7566,2890,102651,12953,286085,285880,142554,142149,522,655,205,302857,7812577
2007:Q2,Silent,28836271,8867687,7603328,1264359,19968583,2461208,764825,1001325,796343,204982,500523,452599,47924,6369273,428796,210420,896303,3819544,3229418,286947,1909062,1900653,1300083,337825,7692,255052,8410,26927208,30536079
2007:Q2,BabyBoom,38699532,12932445,11000704,1931741,25767087,2400390,664709,802766,600127,202639,439144,393370,45774,6463614,550409,1056794,2855934,6002942,4192272,338113,6483727,6472183,5132581,1066075,15551,257977,11544,32215805,44220428
2007:Q2,GenX,10837786,5982795,4924653,1058142,4854991,688871,100740,101660,81862,19798,74295,70895,3400,1195143,197244,128085,585926,593822,1027889,161314,4652277,4647989,3703020,918132,6156,20681,4288,6185509,32962115
2007:Q2,Millennial,626557,363410,226031,137379,263147,54212,3390,13287,4566,8721,2216,2173,43,36701,9873,662,10244,7302,110858,14402,317347,317125,159510,154934,598,2082,222,309210,8203612
2007:Q3,Silent,28927596,8743550,7490363,1253187,20184047,2439197,829904,1225203,873837,351366,491536,447387,44149,6397540,426031,205476,903366,3751015,3224435,290343,1921769,1913375,1309180,338085,10049,256061,8394,27005828,30231391
2007:Q3,BabyBoom,39365594,12857764,10915594,1942170,26507830,2461432,767296,1018850,710380,308470,464659,418939,45719,6532584,557929,1076040,2924981,6129590,4232014,342456,6526079,6514325,5194195,1086050,23147,210933,11754,32839515,44186093
2007:Q3,GenX,11062852,6037015,4950271,1086744,5025836,695876,140250,124298,91100,33198,77234,73383,3851,1184909,204114,135513,599203,661877,1037016,165546,4798482,4793934,3805802,954480,10182,23469,4549,6264369,33094122
2007:Q3,Millennial,631260,363300,217459,145841,267960,57451,3700,3539,2668,871,3079,3079,0,35116,10399,718,10396,12319,115763,15480,342076,341843,163494,176938,1136,276,232,289184,8596039
2007:Q4,Silent,28344559,8583765,7343199,1240566,19760795,2473194,875577,1238802,873485,365318,483465,440449,43016,6031178,419493,205947,867242,3740603,3128369,296924,1908489,1900275,1310104,333822,11840,244508,8214,26436070,29921749
2007:Q4,BabyBoom,39431965,12773965,10804143,1969822,26658001,2558215,855205,1038480,718540,319940,589605,546192,43414,6302098,569546,1072992,2902397,6222338,4197333,349790,6601184,6589296,5228149,1102886,26504,231756,11888,32830781,44130018
2007:Q4,GenX,10942345,5955027,4851312,1103715,4987318,741681,172171,131262,93991,37271,63510,59138,4372,1078559,205589,135899,587127,686158,1016392,168969,4881917,4877343,3857330,983009,10966,26038,4573,6060428,33216960
2007:Q4,Millennial,690138,404848,244161,160687,285290,68217,4375,4257,4257,0,9031,8999,32,27835,11653,879,10434,17548,113876,17186,373779,373526,181550,189760,1270,946,253,316358,8989454
2008:Q1,Silent,27432726,8308711,7069428,1239283,19124016,2509447,937804,1257875,880986,376889,486477,444222,42255,5557371,408884,210587,814545,3728090,2911807,301129,1888111,1879745,1308322,320957,14199,236267,8366,25544615,29608217
2008:Q1,BabyBoom,38931241,12534469,10536994,1997475,26396772,2660094,964186,1065443,735593,329850,704606,663161,41445,5927343,573172,1034722,2793250,6299563,4019803,354589,6654484,6641992,5232663,1091375,30900,287054,12493,32276757,44055579
2008:Q1,GenX,10554718,5819008,4704204,1114804,4735709,791516,211923,138599,97306,41293,53408,48635,4773,895625,202564,125631,496276,709856,939316,170995,4936797,4931642,3902098,990172,12197,27174,5155,5617921,33331411
2008:Q1,Millennial,694127,418124,246309,171815,276003,80317,5228,5697,5697,0,14715,14631,84,12779,13578,716,5293,23590,95390,18701,411439,411187,207040,199505,1474,3169,252,282688,9384393
2008:Q2,Silent,26733280,8039516,6799843,1239673,18693764,2472338,905686,1305812,948322,357490,474376,426745,47631,5275829,403270,212852,785872,3717684,2836475,303569,1854018,1845731,1302352,314006,10801,218573,8287,24879262,29291913
2008:Q2,BabyBoom,38711469,12358759,10341808,2016950,26352710,2615745,937718,1145110,824003,321108,709117,666060,43057,5790559,586077,1018813,2796553,6396834,3998708,357476,6469754,6456996,5090643,1098224,23965,244163,12759,32241714,43967441
2008:Q2,GenX,10379743,5725888,4611497,1114391,4653855,746629,197878,146495,103932,42563,52993,48689,4304,838724,204961,122012,511302,734496,926416,171949,5007051,5001705,3958425,1002889,7866,32525,5346,5372693,33438273
2008:Q2,Millennial,700061,422805,245078,177727,277256,76715,5245,5249,5249,0,14817,14342,474,8663,14853,765,6941,29334,94605,20067,495542,495276,287863,205334,916,1163,266,204519,9781621
2008:Q3,Silent,25781777,7805108,6577500,1227607,17976669,2497667,897494,1413418,1015212,398205,466037,411967,54070,4644727,394561,216822,729382,3704813,2702460,309289,1833888,1825821,1286547,303959,20050,215266,8068,23947888,28973956
2008:Q3,BabyBoom,37983532,12165513,10128591,2036922,25818019,2697193,944879,1265964,917313,348651,722162,677127,45035,5201525,592870,991240,2657183,6475452,3905335,364215,6638879,6626062,5143376,1095419,41478,345788,12817,31344653,43870273
2008:Q3,GenX,9860368,5599583,4476601,1122982,4260786,784084,197360,159864,110271,49593,51608,48000,3608,531789,203861,114606,398800,758371,885257,175187,4992210,4986910,3916537,1023504,15310,31559,5300,4868159,33538343
2008:Q3,Millennial,720928,447571,257349,190222,273357,87462,5482,4488,4488,0,15513,14522,991,0,16693,690,0,36060,85001,21967,494416,494125,265382,220931,2025,5787,291,226512,10181908
2008:Q4,Silent,24601796,7569928,6370456,1199472,17031868,2545619,968901,1545208,1137013,408195,405886,349356,56530,3782098,383956,227997,650646,3688016,2518867,314673,1775494,1767199,1268215,294165,20777,184042,8295,22826302,28655466
2008:Q4,BabyBoom,36689872,11965243,9922868,2042375,24724629,2825331,1064988,1451620,1093872,357748,519633,474685,44948,4303536,595843,914502,2405903,6523987,3748532,370755,6446761,6433241,5139565,1090159,42747,160770,13520,30243110,43768739
2008:Q4,GenX,9057095,5445083,4322590,1122493,3612011,852450,241195,171699,117819,53880,70669,67135,3534,0,200513,91010,205785,780922,819436,178331,4966988,4960987,3872163,1030085,14551,44188,6001,4090106,33632418
2008:Q4,Millennial,748022,480229,278323,201906,267794,104550,6531,185,185,0,2351,1057,1295,0,18966,24,0,44275,66977,23935,491749,491465,260124,229380,1962,0,284,256273,10586021
2009:Q1,Silent,23709589,7333920,6157831,1176089,16375669,2520137,951751,1679149,1172661,506488,382043,321462,60581,3301450,377886,229828,610903,3667112,2341188,314222,1727888,1719886,1256941,276896,16782,169266,8002,21981701,28337559
2009:Q1,BabyBoom,35949724,11769871,9722716,2047154,24179854,2805879,1058977,1573714,1156538,417176,474909,429285,45624,3906984,607318,910111,2337056,6541651,3592627,370629,6445259,6431796,5194339,1055377,35354,146726,13462,29504466,43667507
2009:Q1,GenX,8828018,5309248,4191484,1117764,3518770,823946,235613,189785,122492,67293,74829,71649,3180,0,202165,90309,167615,802054,754940,177513,4929131,4923303,3852534,1011737,9929,49103,5828,3898887,33721294
2009:Q1,Millennial,765938,504915,293865,211049,261023,103995,6713,188,188,0,1744,0,1744,0,20579,179,0,54159,48350,25117,478494,478178,242773,234132,1274,0,316,287444,10994727
2009:Q2,Silent,23453912,7091739,5928168,1163571,16362173,2507333,904724,1499480,997127,502353,373231,308706,64525,3762531,375110,221837,623062,3652469,2127095,315301,1695706,1688279,1244672,266134,20312,157161,7427,21758206,28021355
2009:Q2,BabyBoom,36473471,11632588,9576192,2056397,24840882,2812495,1009969,1341308,922533,418775,501818,455589,46229,4688145,624993,970282,2520199,6612714,3386550,372410,6396729,6383739,5127809,1043645,41936,170349,12991,30076742,43571244
2009:Q2,GenX,9162738,5247489,4136239,1111250,3915248,812120,213408,190047,119339,70708,71015,68187,2828,309394,207490,111312,325744,825537,671407,177774,4928873,4923711,3856585,1003728,11613,51785,5162,4233865,33805768
2009:Q2,Millennial,781578,519998,302701,217297,261580,106520,6563,11744,11744,0,2228,0,2228,0,21674,1217,0,62613,22437,26585,519818,519444,282508,235365,1571,0,374,261760,11408795
2009:Q3,Silent,23561067,6884591,5734387,1150205,16676476,2492358,844219,1547707,1097195,450512,366870,298632,68238,4193283,372942,212649,634952,3638226,2055417,317851,1661638,1654471,1228048,256174,24694,145555,7166,21899430,27707973
2009:Q3,BabyBoom,37518516,11553767,9491936,2061831,25964749,2815203,941123,1461342,1068267,393075,532014,485285,46729,5415541,643800,1034450,2709275,6688983,3346902,376115,6433245,6420271,5136812,1036735,49910,196814,12974,31085271,43484616
2009:Q3,GenX,9709985,5193877,4095197,1098680,4516108,797092,183747,196703,127800,68903,67135,64633,2502,740709,213459,134287,498960,849195,655697,179124,4905362,4900339,3815485,1016696,13890,54269,5023,4804623,33886638
2009:Q3,Millennial,820453,534891,314340,220551,285562,108367,6230,9612,9612,0,2736,0,2736,5280,22703,2424,9893,71390,18562,28366,524597,524188,273084,249105,1999,0,409,295855,11828992
2009:Q4,Silent,23186407,6746914,5614200,1132715,16439493,2527934,809268,1448716,1072991,375725,357864,285847,72017,4191456,369351,206492,624077,3620913,1960584,322838,1629044,1622612,1214163,245980,27329,135139,6432,21557363,27398530
2009:Q4,BabyBoom,37790953,11505751,9424841,2080910,26285202,2923857,908537,1396421,1045319,351102,545421,498163,47258,5591426,659891,1076256,2781934,6742830,3275617,383013,6402278,6390011,5074586,1028849,54722,231854,12267,31388676,43412289
2009:Q4,GenX,9894978,5135963,4027053,1108910,4759014,851943,168355,193917,130234,63683,64945,62794,2150,854892,217730,150144,575104,871717,627944,182324,4905493,4901468,3808210,1022361,14688,56209,4025,4989485,33964699
2009:Q4,Millennial,922478,587181,349583,237598,335297,125013,6158,13410,13410,0,3294,0,3294,20135,24054,3427,17077,81654,10409,30667,570308,569815,309794,257828,2193,0,493,352170,12256086
2010:Q1,Silent,23149769,6619399,5506065,1113334,16530370,2509759,734199,1560722,1124846,435876,349234,274462,74772,4291351,363028,201674,614649,3620733,1966952,318068,1600537,1593667,1192316,230805,46019,124526,6870,21549232,27094146
2010:Q1,BabyBoom,38526805,11528698,9439889,2088809,26998108,2922196,817796,1522916,1130740,392176,559731,512327,47404,5892952,670762,1107905,2861909,6934259,3329500,378183,6333071,6319806,4972610,999948,84961,262287,13265,32193734,43358931
2010:Q1,GenX,10115635,5085000,3982603,1102397,5030635,832464,131218,210929,136359,74570,62888,60902,1985,1026727,218745,162794,657089,900549,648927,178305,4860449,4855329,3762892,1003812,30302,58323,5120,5255186,34040749
2010:Q1,Millennial,1014956,630591,384327,246264,384365,126252,5578,13466,13466,0,3794,0,3794,42530,26022,4369,25222,86725,19127,31281,612653,612190,347643,258492,5421,635,463,402302,12690845
2010:Q2,Silent,22607930,6485183,5396568,1088615,16122746,2492514,692830,1610180,1217256,392924,341770,265539,76231,3869518,351464,203208,572911,3615695,2056400,316255,1567169,1560248,1177007,221304,48817,113120,6921,21040761,26795938
2010:Q2,BabyBoom,38534738,11544158,9450667,2093491,26990580,2923266,775260,1653132,1283627,369504,578870,531766,47103,5524808,671479,1100163,2762192,7131432,3492879,377100,6245350,6231642,4864397,993827,89891,283526,13708,32289389,43329208
2010:Q2,GenX,9866488,5059339,3965817,1093522,4807150,813582,112938,216534,143780,72754,60761,58696,2066,861271,213467,161792,580039,900092,710281,176394,4858379,4852865,3758678,1002310,30991,60886,5514,5008109,34115585
2010:Q2,Millennial,1055077,675140,419858,255282,379937,127515,5371,10573,10573,0,4192,0,4192,25216,29201,4768,19813,78377,42473,32437,681739,681267,412774,261011,5741,1741,472,373338,13134036
2010:Q3,Silent,22772166,6387797,5316303,1071493,16384369,2497268,683982,1536649,1247281,289368,336309,258383,77926,4191790,350615,192916,577421,3617624,2084241,315555,1525117,1519054,1159000,213077,45626,101351,6063,21247049,26505026
2010:Q3,BabyBoom,39745973,11518207,9415261,2102945,28227767,2972289,779454,1647945,1345602,302343,601385,554432,46953,6109344,693272,1162979,2917536,7385163,3580811,377589,6201449,6188645,4808905,994498,86046,299196,12804,33544525,43327787
2010:Q3,GenX,10308542,4988966,3905172,1083794,5319576,825504,112135,210128,148784,61344,58408,56310,2098,1163869,220622,185656,724668,902113,741206,175269,4836679,4832408,3722501,1020385,25717,63804,4270,5471864,34190003
2010:Q3,Millennial,1167572,714201,452069,262132,453372,135876,5561,14018,11494,2524,5567,929,4638,65145,30247,6359,34222,66971,55572,33835,724968,724390,441348,275767,4731,2544,578,442605,13586428
2010:Q4,Silent,22959415,6245762,5190303,1055458,16713654,2483512,718372,1609421,1150753,458668,354091,279032,75059,4489518,358690,177243,586499,3565070,2057154,314085,1490787,1484122,1114593,220873,43503,105152,6665,21468628,26222241
2010:Q4,BabyBoom,40476160,11356301,9257576,2098725,29119859,2941783,859339,1598708,1184753,413955,598087,550638,47450,6539339,684264,1222770,3039291,7640157,3616412,379708,6173479,6160169,4718584,1040084,89134,312367,13310,34302681,43357775
2010:Q4,GenX,10894944,5008535,3904632,1103903,5886409,832310,139003,232881,149701,83180,64783,61434,3349,1390692,233554,204725,844145,941102,824882,178331,4847365,4842036,3676729,1075807,26839,62661,5330,6047578,34264512
2010:Q4,Millennial,1248366,747471,470055,277416,500895,137171,6727,18341,18341,0,6226,1991,4235,89439,31582,7584,45019,65751,57560,35495,767402,766839,447991,310047,5300,3500,563,480964,14048591
2011:Q1,Silent,22955818,6116501,5065088,1051412,16839318,2513546,689536,1571480,1158421,413059,367835,293234,74601,4745322,368278,169745,589035,3497575,2014614,312350,1452815,1445977,1083234,213601,38589,110555,6838,21503003,25947269
2011:Q1,BabyBoom,40918854,11157702,9055214,2102489,29761152,3008334,846183,1571471,1187088,384383,579307,530513,48794,6925786,679141,1234104,3128457,7773482,3633222,381667,6076582,6063388,4616130,1019626,87433,340200,13194,34842272,43416038
2011:Q1,GenX,11411575,5025195,3900882,1124313,6386380,904826,131956,230238,154779,75459,71705,67600,4105,1596642,248504,206516,937871,974019,902952,181151,4870815,4865201,3712440,1066994,25025,60742,5614,6540760,34338466
2011:Q1,Millennial,1318833,762180,472131,290049,556653,154606,7052,18283,18283,0,5696,1594,4103,112343,32585,8028,53936,70388,56592,37143,847703,847107,508322,328089,5191,5505,596,471130,14520307
2011:Q2,Silent,22800062,6036243,4997516,1038727,16763819,2533008,669286,1646927,1151316,495611,389436,315674,73762,4699267,377150,161198,577502,3429520,1969992,310532,1414384,1407353,1050048,212846,32208,112252,7030,21385679,25679509
2011:Q2,BabyBoom,41057904,11048531,8941389,2107143,30009373,3053797,844547,1605483,1168523,436960,596211,546290,49921,6915375,673338,1253330,3137278,7897832,3648526,383656,6012950,5999827,4556563,1023965,81958,337341,13123,35044954,43497883
2011:Q2,GenX,11729288,5100441,3948252,1152189,6628847,963420,129188,243555,158956,84599,76194,71317,4877,1614539,262802,210886,956170,1006269,981960,183864,4877876,4871934,3719549,1070243,21360,60782,5942,6851412,34410932
2011:Q2,Millennial,1388079,805853,494837,311016,582226,169244,7485,19118,19118,0,7847,3915,3932,110860,33758,8620,55670,75820,54992,38813,891143,890515,534509,346023,4595,5389,628,496936,15001162
2011:Q3,Silent,22073315,5943651,4899246,1044405,16129663,2554639,648935,1811572,1257739,553833,401077,326958,74120,4025398,383463,160726,534290,3355637,1940384,313541,1379840,1373015,1017995,211080,31454,112485,6825,20693474,25418359
2011:Q3,BabyBoom,40245764,10989593,8878078,2111514,29256171,3106265,841663,1793394,1319594,473800,578029,526481,51548,6050430,662791,1221700,2953492,7970840,3685392,392175,5935735,5923324,4485401,1027972,87628,322324,12411,34310029,43598619
2011:Q3,GenX,11449654,5185655,4024523,1161133,6263999,1027281,126124,260356,169999,90357,82653,77211,5442,1213476,274164,197068,785805,1035788,1070835,190449,4910578,4905052,3732661,1087149,23701,61541,5526,6539076,34480976
2011:Q3,Millennial,1331745,806377,492800,313577,525368,185863,7907,11791,11791,0,7202,3305,3897,48759,35576,8290,37647,84211,56438,41684,958880,958169,572335,375974,5509,4350,711,372865,15490741
2011:Q4,Silent,22142488,5861721,4831472,1030249,16280768,2576385,646429,1811358,1255994,555364,401436,327963,73473,4225642,395359,149339,538466,3291982,1925858,318513,1347139,1340248,986328,211295,31009,111616,6891,20795349,25163219
2011:Q4,BabyBoom,40819316,10863382,8753937,2109444,29955934,3160979,864752,1784742,1308270,476472,526505,473824,52680,6368013,664617,1261092,3058539,8118946,3744180,403569,5892056,5879922,4450022,1037917,94676,297306,12134,34927260,43713551
2011:Q4,GenX,12011805,5206793,4029681,1177112,6805012,1093295,131833,264156,175017,89138,90851,84733,6118,1391810,292548,208291,895001,1068715,1169857,198655,4930987,4925373,3733078,1102516,26877,62902,5614,7080819,34547663
2011:Q4,Millennial,1427088,841436,513588,327849,585651,203750,8601,12210,12210,0,3753,0,3753,67785,36011,9276,48480,89184,61429,45171,999968,999204,585511,404497,6726,2470,764,427120,15988629
2012:Q1,Silent,22336681,5777561,4764288,1013274,16559120,2582605,615752,1788064,1186066,601999,410082,339954,70128,4664642,400168,132885,549473,3231159,1870555,313735,1308905,1301528,954020,205101,26785,115623,7377,21027776,24913488
2012:Q1,BabyBoom,41625994,10720668,8608618,2112050,30905326,3179297,843919,1704443,1197163,507280,517453,465079,52374,7027770,651676,1337394,3211165,8283296,3746980,401933,5773159,5760577,4328688,1021955,92739,317195,12582,35852835,43837988
2012:Q1,GenX,12731461,5228370,4025793,1202578,7503090,1135095,123078,268724,175244,93480,96619,89559,7061,1736752,302353,232367,1057815,1102210,1249185,198891,4935352,4928833,3748743,1093438,25051,61601,6519,7796109,34610060
2012:Q1,Millennial,1560958,889935,538922,351014,671022,215475,8837,17972,17972,0,3314,0,3314,113375,38288,11019,65920,93548,56966,46309,1092399,1091638,656510,424548,6590,3990,761,468559,16494412
2012:Q2,Silent,22065553,5728730,4720250,1008480,16336822,2574437,589941,1858646,1295187,563458,420561,353932,66628,4499075,399063,131444,530925,3163535,1859167,310029,1275426,1267563,922434,204720,23922,116488,7862,20790127,24668564
2012:Q2,BabyBoom,41688235,10779600,8668055,2111545,30908635,3160805,829015,1837674,1351899,485775,518521,466733,51788,6846235,625748,1312795,3178525,8386141,3811499,401677,5716172,5703112,4270907,1029391,93858,308956,13060,35972063,43967237
2012:Q2,GenX,12953810,5390523,4179246,1211277,7563288,1152459,116686,275159,187626,87533,101685,93787,7898,1672070,304802,220799,1033180,1132478,1354048,199923,4943723,4936293,3745578,1103812,24948,61955,7430,8010088,34667233
2012:Q2,Millennial,1580039,913047,555384,357663,666992,220303,9127,9147,9147,0,3698,832,2866,96607,42283,10830,62717,101449,63114,47716,1146481,1145723,682911,452545,6943,3324,758,433558,17007674
2012:Q3,Silent,22279447,5710497,4708838,1001659,16568950,2570400,595262,1922178,1268504,653675,427395,363716,63679,4716204,406067,120823,530628,3101449,1871071,307474,1244721,1236700,892566,204487,21180,118468,8021,21034725,24427847
2012:Q3,BabyBoom,42514965,10866111,8755212,2110899,31648854,3150371,861720,1848568,1303742,544826,507657,456339,51318,7207964,617732,1352540,3264285,8525337,3909748,402932,5733797,5720819,4278032,1036190,95105,311492,12978,36781168,44096603
2012:Q3,GenX,13623709,5530999,4309415,1221584,8092710,1176383,125324,288139,190944,97194,107094,98516,8578,1872993,317489,231845,1133635,1164310,1473658,201841,4945253,4937532,3730512,1120392,24921,61707,7721,8678456,34718248
2012:Q3,Millennial,1691555,954517,588052,366465,737039,226941,9962,11871,11871,0,3107,620,2487,121987,44155,11938,74060,107634,75936,49447,1165534,1164734,664521,489384,7331,3498,800,526021,17528001
2012:Q4,Silent,22148896,5688552,4692678,995874,16460344,2602941,618099,1844263,1288373,555890,437556,376771,60785,4723141,412042,113039,519806,3038300,1842593,308563,1210061,1202710,862317,204363,18719,117311,7352,20938834,24190735
2012:Q4,BabyBoom,42945535,10924458,8810041,2114417,32021077,3236063,922451,1811549,1325864,485685,510455,459745,50710,7270035,607513,1373667,3282293,8647187,3950601,409264,5552367,5540991,4109573,1049700,97149,284568,11376,37393168,44221396
2012:Q4,GenX,14085313,5647089,4409664,1237425,8438224,1267719,142487,281653,197408,84245,111747,102591,9156,1929767,328980,236308,1164487,1195091,1573202,206782,4989134,4982762,3756996,1137376,25310,63080,6372,9096178,34762171
2012:Q4,Millennial,1788659,1002464,622740,379724,786195,254684,11163,10207,10207,0,3631,1510,2122,124126,46374,12702,77399,114992,78653,52262,1309611,1308643,778109,521465,7870,1199,969,479047,18054978
2013:Q1,Silent,22448751,5714584,4732079,982505,16734167,2605205,584622,1738420,1248252,490168,440490,380662,59827,5196632,418806,101119,523521,3007162,1811095,307095,1180807,1173168,835204,201245,16236,120483,7639,21267944,23956627
2013:Q1,BabyBoom,44274514,11089757,8974931,2114826,33184756,3241025,891796,1703087,1259679,443407,485363,434183,51180,8021143,599148,1426556,3398451,9019882,3986381,411926,5740325,5728814,4297075,1033172,99010,299556,11512,38534188,44336922
2013:Q1,GenX,14968291,5803770,4547455,1256316,9164521,1304987,131420,274047,199099,74948,117230,107647,9583,2317491,341587,251887,1305449,1238092,1672802,209530,4922712,4915793,3700783,1127267,25610,62133,6919,10045579,34798068
2013:Q1,Millennial,1966075,1088156,688712,399443,877919,266199,11284,14184,14184,0,1953,0,1953,184002,48413,14181,94783,107885,80625,54411,1183721,1182724,619836,552088,8404,2397,996,782354,18588190
2013:Q2,Silent,22239599,5723772,4749250,974523,16515827,2608381,564272,1498205,1156480,341725,457764,399049,58715,5224979,423826,94094,512198,2969992,1855364,306752,1155551,1147439,808638,201680,14321,122800,8112,21084048,23724923
2013:Q2,BabyBoom,44847632,11288452,9177727,2110725,33559180,3246734,880771,1459536,1125547,333989,510520,459038,51482,8119892,586726,1444448,3414019,9348304,4132132,416097,5718228,5706214,4254368,1041629,103508,306710,12013,39129404,44438487
2013:Q2,GenX,15540218,6041250,4777319,1263931,9498968,1344420,126782,249182,194820,54362,120922,110940,9982,2395525,352033,255272,1339003,1286820,1815814,213195,4939003,4931155,3708181,1134074,27249,61650,7848,10601215,34825005
2013:Q2,Millennial,2102455,1143158,735517,407641,959298,278650,11638,32728,21877,10852,4347,2576,1770,191495,51044,14958,98988,112989,105498,56963,1239608,1238614,643411,582810,9438,2956,994,862847,19127223
2013:Q3,Silent,22429700,5747904,4772340,975565,16681796,2617563,563549,1437349,1134943,302405,461687,404041,57646,5435084,431794,82412,512521,2936160,1896065,307612,1129464,1121489,785923,201001,10997,123568,7976,21300236,23495021
2013:Q3,BabyBoom,46043056,11509937,9399120,2110817,34533119,3268126,901129,1393330,1091038,302292,492671,440932,51739,8492817,581191,1499521,3509629,9699725,4273065,421915,5685210,5673861,4226674,1047372,100557,299258,11348,40357846,44521400
2013:Q3,GenX,16387198,6267036,4997191,1269844,10120162,1396414,131516,244667,196640,48027,125874,115527,10347,2604254,366416,271643,1466257,1336693,1958561,217866,4982742,4975196,3734798,1153287,25193,61918,7545,11404456,34842049
2013:Q3,Millennial,2263799,1195916,785681,410236,1067883,295705,12407,40096,23742,16354,3114,1521,1592,223233,52792,16605,115956,116786,131208,59980,1312941,1311848,671811,628637,9169,2231,1094,950858,19671662
2013:Q4,Silent,22622486,5778477,4814443,964034,16844009,2589815,563936,1335518,1037369,298149,456516,398688,57828,5679515,426404,73760,525201,2953597,1926913,312833,1145163,1137134,779283,203202,12185,142465,8029,21477323,23266183
2013:Q4,BabyBoom,47497115,11661366,9541231,2120135,35835749,3364201,908895,1344937,1038093,306844,524349,474638,49711,9055596,604022,1546115,3652613,10000786,4402376,431859,5763616,5751513,4197007,1050375,107807,396325,12104,41733498,44582032
2013:Q4,GenX,16830648,6348900,5081050,1267850,10481748,1391656,135213,237442,189640,47802,126218,115690,10528,2766604,364489,298942,1599134,1400510,1938589,222950,5005384,4997571,3730804,1179744,29631,57392,7813,11825264,34848641
2013:Q4,Millennial,2447003,1277387,852072,425315,1169616,309560,13697,53765,35845,17920,6059,4577,1482,255735,55072,19711,141561,111014,139239,64203,1369706,1368580,687950,657148,11674,11808,1126,1077297,20221269
2014:Q1,Silent,22771101,5803361,4859896,943465,16967740,2583701,559114,1298980,1010113,288867,453354,395648,57706,5897322,420119,69584,523710,2942963,1906731,312161,1142296,1134239,770711,199653,11965,151910,8057,21628805,23037125
2014:Q1,BabyBoom,48553862,11774442,9651635,2122807,36779420,3518675,907473,1377969,1071023,306946,567379,519756,47623,9579388,624378,1557043,3695809,10065824,4452483,433000,5667166,5654362,4111793,1028696,106907,406966,12804,42886696,44621014
2014:Q1,GenX,17110880,6409811,5143312,1266500,10701068,1428203,136333,237473,190628,46845,125937,115250,10687,2911606,361241,314147,1619194,1452605,1891421,222909,5009422,5001395,3726121,1188203,30083,56990,8026,12101458,34845727
2014:Q1,Millennial,2637240,1374076,927779,446297,1263164,338746,14924,63740,43691,20048,10322,8969,1354,285854,57730,22149,152184,119886,131032,66597,1448867,1447702,740842,680263,12805,13792,1165,1188373,20776517
2014:Q2,Silent,23026764,5839474,4905504,933970,17187290,2556304,536426,1298067,964659,333409,438639,381079,57560,6133909,415423,64238,527679,2933560,1970081,312964,1146002,1137835,764127,201912,12267,159529,8167,21880762,22806426
2014:Q2,BabyBoom,49777819,11950814,9817593,2133221,37827005,3608902,874873,1427233,1073047,354185,572048,526387,45660,10135614,648253,1577672,3776903,10138960,4630256,436292,5582514,5568853,4023752,1033842,108575,402684,13661,44195305,44640042
