Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1997:Q2,age55to69,12414868,3114211,2437005,677207,9300657,923413,284159,599153,399458,199695,204922,163079,41843,2336938,129258,265480,557556,2610669,1310623,78487,899652,895970,600085,186644,5375,103866,3681,11515217,18885971
1997:Q2,age40to54,13294653,4301684,3343239,958445,8992969,775447,203562,406141,265943,140199,171619,153340,18279,2100746,267655,314919,1047130,2005489,1573770,126491,2316479,2308746,1702495,483014,15077,108160,7733,10978174,30571463
1997:Q2,ageunder40,4923493,2419692,1716544,703148,2503801,312230,46194,93420,61213,32207,26302,23005,3297,489920,177609,43631,398813,334977,498240,82463,1832423,1827347,1222361,578932,9982,16073,5076,3091070,35829409
1997:Q3,age70plus,6811286,1947005,1620999,326006,4864281,915429,141264,451329,321170,130159,144624,111949,32675,1472712,81463,16667,39248,984471,568309,48764,189906,187592,104171,30597,1059,51766,2313,6621381,15811953
1997:Q3,age55to69,12816907,3155937,2464288,691648,9660971,933635,299614,604862,393347,211515,202326,161205,41121,2523554,133285,281817,608789,2655247,1337754,80087,933601,929905,621910,195506,3306,109183,3696,11883306,18946675
1997:Q3,age40to54,13650617,4372603,3396916,975687,9278014,780235,211090,408859,260441,148417,174945,157650,17295,2234443,274111,323526,1126751,2018356,1597448,128250,2360307,2352542,1739054,491604,8438,113445,7765,11290310,30795760
1997:Q3,ageunder40,5046101,2427768,1731115,696653,2618333,317074,50038,89839,61900,27939,28024,24871,3153,536326,182077,45491,423591,334241,528392,83240,1860202,1855074,1244145,588098,5736,17094,5128,3185899,35800038
1997:Q4,age70plus,6950690,2017698,1687579,330118,4932992,925079,142732,452366,334767,117599,152434,119840,32594,1485973,80711,16510,34428,1008946,585445,48370,202238,199944,111682,33111,1646,53505,2294,6748452,15854780
1997:Q4,age55to69,13067321,3207638,2508107,699531,9859683,948106,316164,630034,426205,203829,202250,162042,40208,2588647,134405,283135,604017,2691665,1380906,80353,953186,949474,631225,206044,5243,106962,3712,12114135,19007266
1997:Q4,age40to54,13780421,4376344,3393223,983121,9404076,790338,219200,412279,272213,140066,180976,164636,16340,2286640,277884,319137,1134230,2025860,1628853,128679,2405554,2397753,1761151,505078,14002,117521,7801,11374866,31027113
1997:Q4,ageunder40,5145562,2446570,1741380,705190,2698992,325009,54077,93859,58804,35055,31762,28775,2987,550584,185819,45303,429675,332148,567783,82972,1874090,1868909,1242300,599932,9500,17178,5181,3271472,35765188
1998:Q1,age70plus,7312549,2050969,1722601,328368,5261580,922520,151435,456414,321035,135379,164061,131606,32454,1752853,81291,17941,45526,1043606,577231,48702,211203,208974,119262,30711,1779,57222,2229,7101346,15896238
1998:Q1,age55to69,13674950,3268750,2556294,712456,10406201,949052,345597,625980,402685,223294,202270,163049,39221,2941876,136862,303129,673628,2751082,1395565,81160,965614,961917,644036,204289,5755,107837,3696,12709337,19065977
1998:Q1,age40to54,14296316,4457740,3458841,998900,9838576,785035,234857,414406,259466,154940,187766,172381,15385,2535997,283055,330955,1238619,2049780,1648408,129699,2432806,2425007,1790482,496998,15328,122200,7798,11863511,31267531
1998:Q1,ageunder40,5312609,2462271,1761934,700337,2850337,322668,60102,87792,61209,26583,36463,33651,2812,639865,189829,47610,459715,333582,589603,83108,1873041,1867816,1247664,592045,10466,17641,5226,3439568,35724044
1998:Q2,age70plus,7454353,2109603,1780677,328926,5344750,920497,148414,497000,333519,163481,168964,136670,32294,1770438,81616,18881,41272,1066211,583080,48376,220578,218290,122036,33061,1644,61549,2288,7233776,15936298
1998:Q2,age55to69,14001851,3355755,2630592,725164,10646096,950413,355361,685026,433565,251462,199648,161453,38195,3012707,139052,317316,671746,2807511,1425854,81461,1000236,996470,665041,216421,5383,109626,3766,13001616,19121042
1998:Q2,age40to54,14571761,4550865,3536476,1014389,10020897,780886,238991,447952,270347,177605,193275,178854,14421,2596337,288124,337851,1251302,2080021,1675903,130256,2486599,2478688,1825640,512019,13902,127127,7911,12085163,31519018
1998:Q2,ageunder40,5388500,2489530,1790300,699230,2898970,320796,63156,70554,58380,12174,40194,37562,2633,654907,193726,49117,466630,336506,620532,82852,1906331,1901045,1266986,606243,9602,18214,5286,3482169,35675791
1998:Q3,age70plus,7176123,2107209,1783247,323962,5068914,920076,159243,509207,357648,151558,190121,157889,32232,1461352,79078,18267,20903,1083779,577888,49000,226216,224162,126279,34633,1790,61461,2054,6949906,15974931
1998:Q3,age55to69,13818884,3408753,2662112,746641,10410131,953279,389195,737874,493204,244669,199609,162367,37243,2704415,138340,313147,596520,2851950,1443344,82457,1024303,1020669,684223,226069,5945,104433,3633,12794581,19170692
1998:Q3,age40to54,14562351,4741000,3697289,1043710,9821351,779280,257346,462307,292060,170247,201251,187838,13413,2397492,290566,329405,1170021,2103394,1698687,131602,2539775,2532017,1862145,523568,15371,130934,7758,12022576,31783581
1998:Q3,ageunder40,5349848,2509024,1826609,682416,2840824,320210,69877,71045,51532,19514,47169,44708,2461,572039,196889,48195,451086,337589,643603,83121,1933844,1928539,1283510,616448,10653,17928,5305,3416004,35619614
1998:Q4,age70plus,7731432,2197788,1863496,334292,5533644,951203,173879,479919,353169,126750,187750,154347,33403,1871779,85616,18101,49615,1079068,589282,47430,230176,228547,127216,36823,2294,62214,1630,7501256,16012240
1998:Q4,age55to69,14540926,3473600,2727240,746360,11067326,976984,408481,701177,484743,216434,200845,163902,36944,3143151,145721,326742,722834,2887092,1471936,82362,1047272,1043931,700445,230108,7088,106291,3340,13493654,19213941
1998:Q4,age40to54,15251489,4798084,3743698,1054386,10453405,815913,278144,434517,295098,139419,201707,187399,14307,2704844,302974,356342,1315721,2195011,1714562,133672,2607609,2600183,1908002,543151,17981,131049,7426,12643881,32062213
1998:Q4,ageunder40,5543380,2557100,1858375,698725,2986279,337825,73090,81551,49931,31620,42412,40143,2269,693406,200416,49667,471932,340062,612689,83230,1978628,1973408,1312928,631190,11963,17326,5221,3564751,35555227
1999:Q1,age70plus,7784188,2221455,1885374,336081,5562733,952006,188156,484701,331539,153162,186590,151920,34670,1895648,86633,16636,58661,1068909,579038,45756,230920,228846,126850,35776,2406,63813,2074,7553268,16048864
1999:Q1,age55to69,14615476,3507556,2755035,752521,11107920,967100,427589,675072,438955,236116,202109,165354,36755,3136949,147524,324956,760006,2909579,1474873,82163,1060261,1056616,714549,225644,6969,109454,3646,13555215,19252910
1999:Q1,age40to54,15556572,4938679,3862207,1076472,10617893,813709,299007,430774,281496,149277,202261,187083,15178,2707790,310175,370614,1348705,2280248,1718909,135700,2653085,2645175,1948712,548284,16731,131448,7910,12903487,32351855
1999:Q1,ageunder40,5509340,2582917,1886721,696196,2926423,331052,76255,71327,52533,18794,38140,36048,2093,699240,202594,49119,466431,340625,568386,83253,2003138,1997874,1337525,632694,10765,16891,5263,3506202,35484460
1999:Q2,age70plus,8083503,2293931,1948357,345574,5789572,949570,183150,460273,314891,145382,187384,151663,35721,2119304,89887,15746,71414,1060337,608162,44345,239561,237472,126252,36907,2755,71558,2088,7843942,16085576
1999:Q2,age55to69,14983180,3582487,2825355,757132,11400693,953651,413892,631116,407021,224095,203453,167075,36378,3360752,151557,330207,815531,2935702,1522680,82151,1092953,1089299,732351,227139,7557,122252,3654,13890227,19290502
1999:Q2,age40to54,16031435,5068095,3973129,1094966,10963340,807373,299951,406237,271899,134338,203240,187129,16110,2872801,319716,391461,1408733,2369971,1745894,137964,2719343,2711351,1996138,564009,17570,133634,7992,13312093,32648434
1999:Q2,ageunder40,5592254,2623816,1916643,707172,2968439,321781,74433,74565,52862,21703,34489,32589,1900,763888,205233,49477,467838,341732,551597,83406,2046206,2040965,1368951,643526,10873,17615,5242,3546048,35409674
1999:Q3,age70plus,8048309,2332279,1980858,351421,5716031,960953,191087,448987,305468,143519,200728,163797,36931,1991243,88016,13182,68366,1046206,662628,44635,246649,244561,129925,39135,2594,72908,2088,7801660,16123148
1999:Q3,age55to69,14918627,3644655,2876332,768323,11273972,955269,422787,608640,390812,217827,208003,171828,36175,3184600,150463,314817,796280,2949455,1600223,83435,1117672,1114020,751468,230755,6780,125017,3652,13800954,19329617
1999:Q3,age40to54,16220135,5257787,4134349,1123438,10962348,818981,314468,393512,268574,124938,206720,189720,17000,2758900,324280,393772,1368926,2452072,1789079,141639,2796523,2788461,2055277,584409,14753,134023,8062,13423612,32947879
1999:Q3,ageunder40,5577146,2669152,1961632,707521,2907994,323368,75997,73202,51668,21535,33241,31513,1728,724481,206683,47178,445795,340910,552619,84519,2093370,2088152,1404590,657597,8835,17131,5218,3483776,35333226
1999:Q4,age70plus,8722379,2406748,2046876,359872,6315630,985521,214224,384250,316782,67468,228776,190764,38013,2511982,101504,14035,89076,1043565,679448,63249,274714,272359,140281,42252,2695,87131,2355,8447665,16162352
1999:Q4,age55to69,15757693,3697906,2925427,772479,12059787,971188,458235,543954,414828,129127,216392,180517,35875,3748422,164759,342152,891942,2990089,1634086,98567,1150600,1146766,758137,233878,6758,147992,3834,14607093,19373158
1999:Q4,age40to54,17081172,5368967,4227427,1141540,11712205,847843,345610,346276,285098,61178,213493,195573,17920,3166790,344177,435607,1487340,2554311,1810524,160233,2873859,2865476,2106858,606581,14079,137958,8383,14207313,33246116
1999:Q4,ageunder40,5820363,2713477,1996275,717202,3106887,335151,81542,86922,47729,39193,34652,33104,1549,875465,211514,50325,461887,344057,529468,95903,2122275,2117047,1418987,670911,8116,19033,5229,3698088,35257477
2000:Q1,age70plus,8960769,2479067,2108888,370179,6481703,1001665,229643,346270,293069,53200,232876,194605,38271,2685268,104219,13187,99317,1034293,671859,63107,299073,297003,152166,42149,3023,99666,2069,8661697,16203962
2000:Q1,age55to69,16088622,3805397,3021396,784001,12283224,978084,480698,476932,371821,105111,218346,183501,34845,3918597,168327,348619,938270,3016553,1639205,99594,1166421,1162781,759346,227779,7306,168351,3639,14922201,19424026
2000:Q1,age40to54,17616036,5577927,4409096,1168831,12038109,865445,368693,312232,266743,45489,216040,197012,19028,3298182,353422,458507,1539243,2646260,1816351,163734,2929161,2920980,2151616,613300,14786,141278,8181,14686876,33539074
2000:Q1,ageunder40,5901753,2776126,2051218,724908,3125626,340197,85073,84303,48488,35816,32134,30834,1300,923828,213953,50779,462478,344914,491228,96737,2127560,2122392,1423085,670537,8180,20590,5168,3774193,35184785
2000:Q2,age70plus,8915363,2569479,2188274,381205,6345885,1007303,222464,342063,277887,64175,222050,183558,38492,2533154,102482,11192,98571,1020645,722293,63668,302268,300146,158438,45380,2906,93422,2123,8613095,16248750
2000:Q2,age55to69,16059544,3925413,3130702,794711,12134130,973903,464655,462464,346829,115635,216237,182412,33825,3727185,167522,340843,931839,3034316,1713974,101193,1178359,1174681,775924,232630,6800,159327,3678,14881184,19485122
2000:Q2,age40to54,17826483,5795258,4601152,1194106,12031225,868607,366870,305945,256177,49768,215240,195125,20116,3173018,358185,467881,1517729,2730954,1859016,167780,3008992,3000695,2210660,637318,13063,139654,8297,14817492,33822680
2000:Q2,ageunder40,5904811,2854137,2119451,734686,3050674,336929,82757,80543,47592,32951,27315,26258,1057,877768,215464,49431,446360,344283,491866,97960,2170334,2165181,1453074,686443,6958,18706,5153,3734477,35117510
2000:Q3,age70plus,9003414,2612437,2227195,385242,6390977,1013492,233713,335799,266028,69771,230772,192098,38674,2509583,103369,9961,102628,1009184,778078,64397,316580,314528,165665,50268,2496,96099,2053,8686833,16297488
2000:Q3,age55to69,16244055,4023475,3215781,807694,12220580,970683,480744,447775,328656,119119,219545,186730,32815,3681627,169434,342981,949539,3058760,1796509,102981,1207202,1203567,792383,241141,5679,164364,3635,15036854,19559348
2000:Q3,age40to54,18241115,6042754,4819594,1223159,12198361,871812,385258,298486,248318,50168,218708,197529,21179,3146822,365473,486433,1528990,2818953,1905505,171920,3097082,3088790,2270120,668145,10242,140283,8292,15144032,34092862
2000:Q3,ageunder40,5946671,2910853,2178774,732079,3035818,334024,85231,76347,46243,30104,25888,25068,820,868816,217574,49309,438517,344424,496409,99279,2218633,2213509,1482278,707519,5255,18457,5124,3728039,35058012
2000:Q4,age70plus,8853219,2715588,2317810,397778,6137631,1041328,254262,369840,283971,85869,261825,222969,38856,2148084,101284,7347,95348,992792,802386,63134,310068,307740,167667,55711,3149,81212,2329,8543151,16350949
2000:Q4,age55to69,16052579,4145161,3329822,815339,11907419,991056,513295,497795,361881,135914,229497,197644,31853,3248829,168490,327202,911353,3073917,1842637,103347,1214521,1210691,809836,252036,6983,141836,3830,14838058,19649604
2000:Q4,age40to54,18224807,6199224,4957889,1241335,12025583,903229,414057,327973,270250,57724,227378,205172,22206,2833436,369608,486916,1460236,2897533,1930863,174353,3176685,3168070,2317846,701890,12433,135902,8615,15048122,34345547
2000:Q4,ageunder40,5875252,2975879,2228575,747305,2899373,347645,90105,70254,43477,26777,28092,27499,592,760758,219115,46958,412870,342919,481138,99518,2267809,2262670,1509879,731630,6100,15060,5139,3607443,35008648
2001:Q1,age70plus,8761118,2854137,2447811,406326,5906981,1091509,285590,359622,237808,121815,252029,212108,39921,1870955,103159,5011,80670,981001,814250,63184,301742,299727,170056,55432,2028,72212,2015,8459376,16409906
2001:Q1,age55to69,15961473,4362392,3538206,824185,11599081,1035870,564831,461846,287266,174580,228549,196830,31719,2904812,171652,314839,834727,3102090,1875074,104791,1211031,1207404,825620,248816,4405,128563,3626,14750442,19758793
2001:Q1,age40to54,18316425,6484649,5224283,1260366,11831776,964304,454865,304045,226341,77704,226141,203096,23045,2573095,377563,489815,1334965,2982561,1946659,177764,3218801,3210436,2360649,709822,7177,132787,8365,15097624,34576663
2001:Q1,ageunder40,5865625,3083306,2327434,755871,2782319,378504,97690,62526,43115,19411,23828,23386,442,676009,221578,45032,375032,343028,458594,100499,2290191,2285108,1533300,735654,3394,12760,5084,3575433,34971779
2001:Q2,age70plus,9098993,2917873,2508113,409760,6181120,1105117,284060,341210,213699,127512,255066,214169,40897,2070077,109798,3796,90389,1006488,848440,66679,301575,299674,167321,56406,1358,74588,1901,8797419,16475131
2001:Q2,age55to69,16424707,4473628,3640262,833366,11951079,1042083,560533,431286,252748,178538,231361,199821,31539,3129185,179772,318094,883514,3129721,1936569,108961,1255260,1251698,862845,252588,2896,133368,3562,15169447,19889817
2001:Q2,age40to54,18855093,6678013,5399052,1278961,12177080,974508,458272,282122,204409,77713,227717,203838,23879,2733448,390119,507929,1385485,3057225,1976336,183920,3298708,3290407,2426983,725970,4420,133034,8301,15556385,34782138
2001:Q2,ageunder40,5971135,3134645,2377937,756708,2836490,380680,96909,57598,40824,16774,21714,21428,287,733178,225126,45011,378492,343637,450759,103385,2361717,2356661,1592868,749285,2005,12503,5056,3609418,34949765
2001:Q3,age70plus,8880999,2959554,2547904,411650,5921445,1125039,299047,374846,250413,124433,309153,267262,41891,1663677,103388,1645,75100,1027316,870828,71407,340653,338483,182205,58703,2309,95266,2169,8540346,16547397
2001:Q3,age55to69,16116348,4579278,3733360,845918,11537070,1055788,585268,485547,312370,173177,249802,218392,31410,2625583,174969,308576,802208,3149398,1985723,114209,1314502,1310737,884749,253704,4837,167448,3765,14801846,20045575
2001:Q3,age40to54,18728861,6901519,5601442,1300077,11827342,991896,479867,316471,244022,72449,241461,216777,24684,2338942,389119,512087,1249815,3120557,1996177,190949,3397499,3388899,2500787,742240,7340,138532,8600,15331362,34957900
2001:Q3,ageunder40,5849553,3174307,2420592,753716,2675246,387582,100328,56173,40171,16001,27335,27199,136,608681,226091,43423,340017,342689,435973,106954,2413222,2408143,1629811,759704,3180,15448,5078,3436331,34944963
2001:Q4,age70plus,9275693,3040417,2606540,433877,6235276,1147799,324604,354530,230302,124228,280177,237515,42662,1921410,118549,3859,86539,1084557,839827,73424,309656,307433,161675,68209,573,76977,2223,8966036,16627072
2001:Q4,age55to69,16792051,4739139,3876383,862756,12052912,1082329,612695,439872,270804,169068,247457,214794,32663,2973796,190482,321360,863717,3249227,1954642,117336,1345062,1341191,924656,275925,1054,139556,3871,15446989,20228041
2001:Q4,age40to54,19176735,7002334,5696725,1305609,12174401,1014324,497562,288909,213100,75809,233796,209968,23828,2615284,394923,515553,1311753,3099789,2009524,192984,3448887,3440426,2544431,764457,1449,130089,8461,15727849,35101202
2001:Q4,ageunder40,5982718,3232861,2470803,762058,2749856,397827,103415,57680,40150,17530,23492,23238,254,674886,220363,43657,350093,334888,436273,107282,2481952,2477044,1681023,783236,611,12174,4908,3500766,34958935
2002:Q1,age70plus,9432412,3127973,2675906,452068,6304438,1174320,324516,343087,226951,116136,269782,226083,43699,1912088,132588,5206,96464,1135446,835510,75431,332117,329665,179019,73271,178,77196,2452,9100295,16712909
2002:Q1,age55to69,17137093,4899536,4024265,875271,12237557,1113961,597113,414555,257889,156665,251285,217092,34193,2998544,205143,322063,918384,3337292,1958611,120605,1362904,1358801,940972,276254,296,141278,4104,15774189,20435466
2002:Q1,age40to54,19339957,7104816,5801275,1303541,12235141,1040336,486009,274474,200658,73815,230216,207325,22891,2641094,398984,505621,1360452,3063220,2039915,194820,3517973,3509493,2625498,756711,389,126895,8480,15821984,35214608
2002:Q1,ageunder40,6047348,3293790,2526375,767415,2753558,410687,100206,60064,39962,20102,22457,22064,392,660238,214386,42420,357489,324819,453160,107634,2497660,2492900,1703321,777279,160,12140,4760,3549688,34990047
2002:Q2,age70plus,9358073,3218154,2745049,473105,6139919,1178813,319218,393511,236090,157421,246905,202444,44461,1666240,142317,6406,84656,1184614,837303,79935,345741,343226,192403,81492,-1988,71319,2514,9012332,16803256
2002:Q2,age55to69,17110899,5052710,4161639,891071,12058189,1122734,573624,460352,263443,196909,251815,216291,35525,2733654,215710,321012,857195,3424180,1971970,125941,1391695,1387469,970368,286890,-3076,133288,4226,15719204,20665174
2002:Q2,age40to54,19097897,7190549,5887591,1302957,11907348,1035217,468499,303969,200165,103803,223901,201929,21971,2446167,398249,493275,1246755,3019642,2073154,198521,3607029,3598697,2716458,764113,-3734,121860,8331,15490868,35302006
2002:Q2,ageunder40,5992160,3364206,2588351,775856,2627953,406606,95857,54661,40359,14302,19596,19087,510,576884,207588,40973,328501,314057,473903,109326,2545117,2540522,1745812,785148,-1491,11053,4595,3447043,35035866
2002:Q3,age70plus,9098504,3256541,2766956,489585,5841962,1209970,319145,414584,227215,187369,240422,194927,45495,1264343,148782,7705,71475,1234061,847868,83609,351296,348410,194904,88319,-2519,67705,2887,8747207,16896461
2002:Q3,age55to69,16881495,5203563,4288121,915442,11677932,1161452,560041,468673,245457,223216,258150,221002,37149,2255482,223195,321540,786145,3514437,1998022,130796,1442600,1438029,1013711,298981,-3666,129003,4571,15438895,20914487
2002:Q3,age40to54,18775709,7356723,6043731,1312992,11418986,1065057,456940,311493,184520,126973,221237,200264,20973,2082115,393918,482014,1120305,2973165,2111365,201375,3694987,3686521,2803838,769559,-4289,117413,8466,15080722,35367285
2002:Q3,ageunder40,5905574,3422966,2650201,772765,2482608,422627,92944,48803,39686,9117,19224,18576,648,448185,200212,39702,296849,303278,500198,110586,2614611,2610149,1806707,794748,-1672,10365,4462,3290963,35093959
2002:Q4,age70plus,9315005,3300037,2796373,503664,6014968,1224222,343333,457622,215087,242535,229056,182569,46487,1344669,156178,10736,80121,1289479,789120,90432,362653,359662,199471,96316,-4237,68113,2991,8952352,16990873
2002:Q4,age55to69,17409736,5362264,4425627,936636,12047472,1182753,588762,496449,225185,271264,263712,224927,38785,2404313,231857,345467,837369,3621413,1937134,138244,1501362,1496628,1057438,313715,-5878,131353,4734,15908374,21180729
2002:Q4,age40to54,19082080,7502789,6185393,1317396,11579291,1071406,472568,334986,167574,167412,217569,197611,19958,2200410,390193,492910,1159452,2933948,2099247,206601,3787451,3779109,2892416,779255,-6505,113943,8341,15294629,35414335
2002:Q4,ageunder40,5945920,3476893,2708406,768487,2469027,425892,96031,38485,38485,0,18167,17382,785,461733,193017,41009,303246,294322,483644,113481,2686908,2682606,1866988,807722,-2477,10374,4302,3259012,35161894
2003:Q1,age70plus,9393135,3391276,2871220,520056,6001859,1269632,337575,430282,208680,221602,232115,185034,47082,1234008,167322,13047,82539,1336121,805126,94091,374667,371063,202598,99486,-4284,73262,3604,9018468,17084840
2003:Q1,age55to69,17675156,5545376,4596698,948678,12129780,1239444,567140,462872,213484,249388,274017,233913,40104,2301640,244639,359396,854244,3710326,1972663,143400,1555536,1550272,1097669,316672,-5702,141633,5264,16119620,21461221
2003:Q1,age40to54,19056268,7568253,6260757,1307496,11488015,1118518,455001,312973,156345,156628,216987,197978,19009,2123711,389815,493129,1150835,2878041,2139842,209163,3850452,3841775,2968366,768153,-6158,111414,8677,15205816,35447045
2003:Q1,ageunder40,5998438,3535951,2762598,773353,2462487,452323,91984,41908,37585,4323,19400,18509,891,419482,186451,41134,298939,282495,513641,114731,2736507,2732320,1918608,804813,-2297,11197,4187,3261931,35237238
2003:Q2,age70plus,9919149,3466152,2929151,537001,6452997,1291382,335717,401409,191280,210129,288554,240584,47970,1522422,183409,16366,101626,1387161,827804,97148,420128,416286,211457,106013,-3822,102639,3842,9499021,17176710
2003:Q2,age55to69,18602822,5727077,4759315,967763,12875745,1271188,552966,426123,190146,235977,298827,257084,41743,2732581,262869,386042,966630,3812203,2018091,148225,1676812,1671277,1154874,329126,-4915,192192,5535,16926010,21753288
2003:Q2,age40to54,19605372,7679876,6374195,1305681,11925496,1133766,442113,289742,137955,151788,224424,206440,17984,2448701,393860,504098,1264936,2828100,2184592,211164,3971449,3962789,3082225,772370,-5217,113411,8661,15633923,35469303
2003:Q2,ageunder40,6204404,3608893,2833279,775614,2595511,461143,89015,45020,35370,9651,28982,27960,1022,489812,180639,42550,322630,272046,547999,115675,2832539,2828503,1999824,814422,-1911,16168,4036,3371866,35317558
2003:Q3,age70plus,10128318,3509662,2957491,552171,6618656,1295990,328763,388818,217835,170984,282544,234486,48058,1619445,197425,19128,107478,1435258,840949,102857,438825,434866,230941,114437,-5829,95318,3959,9689494,17264832
2003:Q3,age55to69,19161594,5906393,4912348,994044,13255201,1284744,530894,414205,217897,196309,307021,264351,42670,2911435,279279,405169,1005198,3909603,2052374,155278,1723223,1717498,1200461,341898,-7302,182441,5725,17438370,22054251
2003:Q3,age40to54,19871983,7849227,6536493,1312734,12022756,1126594,424097,278939,151843,127096,221342,204208,17134,2578180,395684,507242,1280478,2772726,2222299,215174,4084527,4075994,3196299,779361,-7366,107700,8533,15787457,35485000
2003:Q3,ageunder40,6307960,3677440,2905547,771893,2630520,457520,84983,57933,37887,20045,29082,27991,1091,504149,174390,43083,324041,260689,576683,117967,2903293,2899419,2063232,823979,-2643,14851,3874,3404667,35400422
2003:Q4,age70plus,10584296,3571307,3001832,569475,7012989,1312444,324646,436568,242051,194517,272634,224049,48585,1867852,210869,22797,125365,1485391,845439,108984,445033,441000,232097,121454,4667,82782,4033,10139263,17347554
2003:Q4,age55to69,20088900,6103409,5084587,1018822,13985491,1312482,514397,459832,243280,216552,315361,271308,44053,3286186,295420,435340,1112889,4014447,2076317,162819,1785891,1780003,1253150,357333,5644,163876,5889,18303008,22361434
2003:Q4,age40to54,20401305,7996796,6680281,1316516,12404508,1135335,409750,309498,163211,146288,217611,201429,16182,2841027,396824,519029,1381253,2720717,2254013,219452,4183718,4175352,3280745,787110,6350,101146,8366,16217586,35498024
2003:Q4,ageunder40,6464787,3748794,2976006,772788,2715993,462876,81769,57010,39833,17177,28631,27435,1196,557626,167968,44675,344700,250037,600246,120454,2985296,2981589,2129620,837035,2279,12654,3707,3479490,35483397
2004:Q1,age70plus,11231735,3696195,3104413,591782,7535540,1347624,319851,704579,496983,207596,279613,229923,49690,1974442,218337,26059,130201,1550077,873865,110894,460361,456247,240074,125040,4359,86774,4114,10771375,17423223
2004:Q1,age55to69,21258891,6399738,5355054,1044684,14859153,1362573,497484,817736,591057,226679,328611,282568,46044,3482063,305502,460145,1147981,4157433,2132493,167133,1838577,1832517,1293656,360636,5175,173050,6060,19420314,22672159
2004:Q1,age40to54,20971033,8210942,6890938,1320004,12760090,1168744,395290,484721,326527,158195,215606,200522,15084,2973222,392429,525300,1389098,2692534,2302655,220490,4246504,4238297,3358267,776873,5630,97527,8207,16724529,35512264
2004:Q1,ageunder40,6633052,3864883,3083587,781297,2768169,482044,78541,50897,34681,16217,30898,29549,1349,571399,160576,45628,344405,243994,638971,120817,3029430,3025890,2176692,833923,1990,13285,3540,3603622,35564050
2004:Q2,age70plus,11347183,3760928,3153635,607293,7586256,1367664,313950,645177,454489,190688,293443,242656,50787,1933397,228472,28772,133950,1577129,951565,112737,488284,483776,255912,130673,4336,92855,4508,10858899,17490190
2004:Q2,age55to69,21798593,6639139,5561698,1077440,15159454,1396613,479435,724372,515452,208920,343638,295552,48086,3494224,318695,478113,1177607,4320486,2254786,171485,1918796,1912328,1351547,369715,5068,185998,6468,19879797,22983750
2004:Q2,age40to54,21254142,8469782,7136185,1333597,12784360,1183415,380329,437023,288499,148524,213854,199876,13978,2980983,390577,525430,1390034,2676094,2385083,221537,4363596,4355272,3479806,776020,5361,94085,8324,16890546,35531609
2004:Q2,ageunder40,6787146,3970864,3194080,776784,2816283,490519,75204,62643,41338,21305,34382,32878,1504,545715,153541,45835,342488,236144,708663,121150,3111678,3108283,2254008,838131,1867,14276,3396,3675468,35639950
2004:Q3,age70plus,11599496,3892558,3268570,623988,7706938,1376288,307875,699182,491873,207310,280579,228797,51782,1888820,237477,31846,134948,1603794,1028360,117767,498108,493372,263056,138437,-1290,93169,4737,11101387,17546801
2004:Q3,age55to69,22542324,6950970,5856236,1094734,15591354,1418493,461818,786672,564015,222657,353984,303900,50085,3503787,330939,500454,1191873,4487342,2377460,178531,1990423,1983665,1409013,386834,-1497,189315,6759,20551900,23293529
2004:Q3,age40to54,21517341,8659625,7332167,1327458,12857716,1184716,365930,465956,302760,163196,209487,196596,12890,2989808,387858,528734,1372943,2660466,2466725,225093,4465455,4457157,3581872,787098,-1454,89642,8298,17051886,35559949
2004:Q3,ageunder40,6931546,4097784,3316104,781680,2833762,491182,71975,59350,39530,19820,33792,32139,1652,518864,146296,46418,336396,228297,778121,123071,3195091,3191854,2325551,852507,-494,14290,3237,3736455,35708662
2004:Q4,age70plus,12023023,3997194,3375947,621246,8025829,1393383,307426,723824,574601,149224,312602,260083,52520,2090842,241560,32016,143746,1600442,1055638,124348,522879,518074,272977,138264,-1688,108520,4805,11500144,17591949
2004:Q4,age55to69,23654418,7237410,6109573,1127837,16417008,1475036,467136,868607,698757,169850,368086,316933,51153,3832122,344738,521645,1314749,4577307,2460377,187204,2121067,2114071,1497394,407686,-2053,211045,6996,21533351,23599084
2004:Q4,age40to54,22265780,8899375,7550945,1348430,13366405,1229554,363088,489290,366970,122320,217393,204070,13323,3171576,394400,551369,1481429,2746322,2493418,228566,4561083,4552662,3660530,803950,-1993,90176,8420,17704698,35600204
2004:Q4,ageunder40,7165852,4231685,3430979,800705,2934167,502153,71687,57618,29003,28615,39967,37929,2038,565868,148472,48936,355474,238633,779054,126306,3298180,3294901,2409678,870219,-706,15710,3279,3867672,35768082
2005:Q1,age70plus,12077500,4104563,3486972,617591,7972937,1407987,295684,697237,543753,153484,294698,241361,53337,2075832,237254,30714,134499,1582600,1088335,128095,493203,488410,254416,128475,-4863,110382,4793,11584297,17626697
