date,FL622000623.Q,FL625035003.Q,FL624090005.Q,FL623091003.Q,FL623039003.Q,FL623039013.Q,FL623034003.Q,FL622051003.Q,LM624022005.Q,LM623061103.Q,LM623061703.Q,LM623062003.Q,LM623063003.Q,FL623069005.Q,FL623069503.Q,FL623069003.Q,LM623064103.Q,LM623064203.Q,FL623093005.Q,FL624190005.Q,FL622151005.Q,FL622151013.Q,FL622151063.Q,FL624123005.Q,FL624123035.Q,FL623167003.Q,FL623169533.Q,FL624123015.Q,FL623168013.Q,FL623169513.Q,FL623168023.Q,FL623193005.Q,FL622000003.Q,FL623098003.Q
1988:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q4,1177582,32783,1144799,11373,28729,73723,27886,34955,389090,119819,11144,2036,256091,50830,42300,8530,388550,1318,138345,339590,42948,30974,11974,199444,158967,144666,14301,39236,29712,9524,1241,97198,837992,993583
2013:Q1,1314120,32233,1281887,15823,26778,73256,26678,54039,449813,143146,10842,1936,293889,51072,42467,8605,443669,1043,139716,413685,56867,35635,21232,250571,200927,180774,20153,48370,27186,21184,1274,106247,900435,987779
2013:Q2,1352765,35290,1317475,16148,31194,74655,24142,59357,459365,153313,12649,3270,290133,51908,41265,10643,459889,1984,138833,433283,69276,41733,27543,245867,200345,180371,19974,43327,24307,19020,2195,118140,919482,1132898
2013:Q3,1393914,37921,1355993,14994,37836,75849,27414,55204,452864,145406,10914,3008,293536,51161,40371,10790,487112,2632,150927,435431,66231,40392,25839,257754,209531,189754,19777,45817,28509,17308,2406,111446,958483,1049174
2013:Q4,1633309,42172,1591137,17689,39878,95725,63921,57847,535920,157241,13627,7066,357986,55233,41230,14003,554277,6035,164612,478265,60391,38306,22085,284465,231232,210320,20912,50396,33319,17077,2837,133409,1155044,1232793
2014:Q1,1614662,41038,1573624,17141,40662,97091,61210,70059,528271,167182,13341,8247,339501,52827,38273,14554,544632,6359,155372,464762,62052,39468,22584,280500,233522,210007,23515,42679,22073,20606,4299,122210,1149900,1139464
2014:Q2,1738196,43854,1694342,17328,40740,108088,60240,70032,567294,169775,16711,7603,373205,53460,38188,15272,606515,5935,164710,510491,68037,44535,23502,296870,251402,227362,24040,41269,22530,18739,4199,145584,1227705,1140315
2014:Q3,1759567,45197,1714370,19283,38592,111148,60777,76645,601497,182907,18643,8095,391852,53704,38951,14753,586544,4678,161502,526290,68591,44341,24250,290575,242842,216768,26074,42996,25058,17938,4737,167124,1233277,1173529
2014:Q4,1786021,43628,1742393,16025,43298,112083,68978,69400,580931,173875,15428,10519,381109,56039,40875,15164,608679,5749,181211,515777,68250,44604,23646,290332,242563,217580,24983,43336,25764,17572,4433,157195,1270244,1008731
2015:Q1,1956309,42968,1913341,18193,38478,93265,69615,74495,698282,200407,18682,9730,469463,57655,42738,14917,638354,48192,176812,591763,75295,48161,27134,300707,251916,227563,24353,44641,25119,19522,4150,215761,1364546,1124335
2015:Q2,1933288,48901,1884387,15202,34734,87427,70823,71689,651646,188008,18946,8763,435929,57876,42962,14914,651984,48714,194292,555968,72605,45118,27487,312414,259782,232899,26883,47151,27258,19893,5481,170949,1377320,1026201
2015:Q3,1918346,51121,1867225,13346,43135,90253,65773,66048,675678,182911,16084,8208,468475,57197,42170,15027,598541,40343,216911,587513,73502,47854,25648,296187,243055,214410,28645,47372,27033,20339,5760,217824,1330833,961517
2015:Q4,1877949,54246,1823703,11785,45208,90071,69878,60250,631803,173468,16385,7627,434323,62223,44681,17542,610161,36937,205387,549269,67235,45462,21773,288953,231172,208700,22472,52971,33394,19577,4810,193081,1328680,947440
2016:Q1,1897286,63378,1833908,14103,46367,93967,70127,70636,635801,182233,15742,8392,429434,62568,42849,19719,610660,35351,194328,571613,76044,52179,23865,317331,253630,218731,34899,58875,36518,22357,4826,178238,1325673,1030888
2016:Q2,1961210,64534,1896676,16354,42225,91835,72105,69923,699626,205971,18532,9321,465802,64912,43971,20941,621687,32924,185085,604016,72833,49862,22971,310366,252649,216417,36232,53306,34722,18584,4411,220817,1357194,1076924
2016:Q3,1991702,60260,1931442,16996,48796,91260,74423,75837,662019,201808,15732,10030,434449,70475,48410,22065,653001,32979,205656,596125,91482,62745,28737,318860,263858,226305,37553,49957,29982,19975,5045,185783,1395577,1116560
2016:Q4,2024577,67890,1956687,17442,38595,95064,75485,81837,659960,204283,14528,8259,432890,73182,49895,23287,667077,31796,216249,598079,76950,52004,24946,332045,269857,227944,41913,55566,38786,16780,6622,189084,1426498,1017743
2017:Q1,2079176,72353,2006823,18784,37840,89694,68847,88658,668093,196807,15585,8155,447546,75152,51291,23861,714579,32266,212910,611795,72297,49850,22447,370873,303947,254790,49157,60555,40135,20420,6371,168625,1467381,1171285
2017:Q2,2101170,79008,2022162,20729,41090,95076,73618,85156,634142,174927,16058,8856,434301,84325,58653,25672,738934,34714,214378,599905,75821,51590,24231,377706,309515,263611,45904,62115,42963,19152,6076,146378,1501265,1193797
2017:Q3,2174087,79574,2094513,20942,47181,89133,79839,87121,644522,176311,19135,8309,440767,83164,59079,24085,780759,35393,226459,624124,77476,49123,28353,400830,326698,279969,46729,66946,43675,23271,7186,145818,1549963,1272345
2017:Q4,2312715,79285,2233430,20647,44449,95089,81811,93531,688837,197947,15153,9253,466484,89691,63294,26397,842231,36011,241133,678123,70631,48896,21735,424500,344679,293892,50787,72784,46056,26728,7037,182992,1634592,1580211
2018:Q1,2332055,76612,2255443,28264,38738,87230,78161,104383,718287,196028,17562,9795,494902,95508,66513,28995,837501,35125,232246,686861,80008,42680,37328,427372,344298,293665,50633,75285,43644,31641,7789,179481,1645194,3447799
2018:Q2,2359604,78630,2280974,30191,36594,88429,78628,93738,714871,210691,18785,13078,472317,106378,68988,37390,858113,31514,242518,705384,88065,49751,38314,448199,358334,309547,48787,82428,46659,35769,7437,169120,1654220,2463363
2018:Q3,2345327,79682,2265645,20882,39467,86988,80342,101265,686794,211380,16302,14358,444754,110856,71675,39181,881851,30346,226854,700623,54929,40955,13974,451816,367343,315861,51482,77573,48652,28921,6900,193878,1644704,1279765
2018:Q4,2256123,81473,2174650,20429,40182,87201,79989,91761,712840,212009,14058,14422,472351,116243,72269,43974,765780,27187,233038,710330,67628,50384,17244,387218,298300,258499,39801,82204,49911,32293,6714,255484,1545793,1223371
2019:Q1,2280729,77323,2203406,23601,45388,87383,71668,97309,678543,218631,16091,12720,431101,121932,76462,45470,848461,27912,201209,690649,61703,43993,17710,416749,325327,284979,40348,83434,50575,32859,7988,212197,1590080,1277678
2019:Q2,2344397,83512,2260885,23157,40754,95522,73934,99085,715900,241605,15970,12938,445387,124203,78922,45281,855703,25946,206681,727078,71967,53525,18442,438165,336378,295931,40447,92679,53819,38860,9108,216946,1617319,1299155
2019:Q3,2384634,91204,2293430,21108,37933,97985,80310,98018,742412,256538,16130,12198,457546,126218,81935,44283,845608,24744,219094,761063,96101,59463,36638,427433,326293,285366,40927,91945,56871,35074,9195,237529,1623571,1178058
2019:Q4,2415215,91961,2323254,20960,39043,103518,85777,86003,725643,232854,13386,13155,466248,125768,85018,40750,925339,11022,200181,758260,82443,53756,28687,443995,347069,302464,44605,86301,57631,28670,10625,231822,1656955,1230027
2020:Q1,2214228,87371,2126857,19813,44039,104178,95987,92119,712631,211290,16831,13981,470529,123550,84767,38783,702956,8047,223537,714888,96258,62204,34054,370351,262534,230842,31692,95191,64225,30966,12626,248279,1499340,1063264
2020:Q2,2365299,87160,2278139,22583,37975,93480,91304,92904,717801,189007,14461,14360,499973,138798,91300,47498,849244,17911,216139,728126,82239,46556,35683,434903,334093,294592,39501,92794,58940,33854,8016,210984,1637173,1002882
2020:Q3,2426499,87834,2338665,20589,36127,84783,83329,98891,736965,195972,14126,13321,513546,147809,100742,47067,910755,16303,203114,726776,93136,51083,42053,447001,346453,301871,44582,92394,59544,32850,8154,186639,1699723,1127049
2020:Q4,2405398,95259,2310139,21639,36278,91282,80307,71445,617237,149614,12005,13325,442293,143714,100564,43150,1016726,12972,218539,697964,69981,44830,25151,477841,386541,342213,44328,82851,63875,18976,8449,150142,1707434,951601
2021:Q1,2466106,106738,2359368,22584,37233,95867,81262,76382,593181,137202,11238,13562,431179,152605,107147,45458,1068167,13139,218948,704467,60923,37236,23687,508369,411104,349242,61862,88956,67328,21628,8309,135175,1761639,1029766
2021:Q2,2574151,113537,2460614,21347,40256,136593,81454,80544,599946,144076,8844,13905,433121,151227,107871,43356,1130893,12835,205519,747643,59791,38609,21182,624143,512296,446612,65684,101720,75329,26391,10127,63709,1826508,1069260
2021:Q3,2612869,127320,2485549,21293,42020,95134,88463,85512,628781,148461,9965,15164,455191,161331,112989,48342,1085263,12054,265698,755919,60518,38682,21836,595590,471054,406682,64372,110785,81506,29279,13751,99811,1856950,1029383
2021:Q4,2747264,142670,2604594,23464,43425,112948,94594,93996,658419,161200,8495,15437,473287,178519,119995,58524,1140264,11787,247178,827656,67633,40978,26655,642449,484574,423392,61182,136169,102337,33832,21706,117574,1919608,1078132
2022:Q1,2755014,154016,2600998,23682,41930,134478,85325,92255,676406,186675,8521,14019,467191,185918,125781,60137,1072133,12233,276638,821583,63415,42622,20793,631979,475218,419307,55911,138416,105714,32702,18345,126189,1933431,1087010
2022:Q2,2665735,164151,2501584,24311,41442,105949,98125,97483,673315,193242,10605,13313,456155,199304,131255,68049,955277,11805,294573,802118,69038,45677,23361,591001,422858,374526,48332,149427,117031,32396,18716,142079,1863617,1030363
2022:Q3,2585555,148383,2437172,21863,37692,111321,92489,99848,675496,192487,10828,12885,459296,204175,133526,70649,905120,10827,278341,754035,64163,42481,21682,567047,393969,348005,45964,152469,121267,31202,20609,122825,1831520,1023545
2022:Q4,2558790,149457,2409333,24197,39931,110281,89607,85347,641639,172626,5814,13324,449875,211343,139514,71829,937053,11269,258666,735423,60445,41350,19095,571812,397554,348079,49475,153660,123076,30584,20598,103166,1823367,912034
2023:Q1,2625464,161345,2464119,23741,42258,94920,80220,92085,654258,189445,11897,12959,439957,214367,142960,71407,952318,11434,298518,765414,75814,56598,19216,586666,410327,360326,50001,156463,124232,32231,19876,102934,1860050,966446
2023:Q2,2622082,173667,2448415,27053,49948,92526,69356,91885,658289,196853,14140,13410,433886,226132,147443,78689,977222,11127,244877,754207,70052,50312,19740,601130,426490,376345,50145,154924,119911,35013,19716,83025,1867875,958810
2023:Q3,2641074,170496,2470578,24781,34742,84281,70191,92142,694339,223746,17243,12199,441151,228595,148723,79872,949017,5976,286514,769292,68084,47571,20513,576110,398198,348784,49414,159760,125465,34295,18152,125098,1871782,959305
2023:Q4,2757660,147101,2610559,21622,39741,104613,81219,108541,721111,209446,15274,13015,483376,233870,154777,79093,1000223,6802,292817,830638,72027,47100,24927,622636,448056,389563,58493,157625,123863,33762,16955,135975,1927022,1039886
2024:Q1,2827937,139586,2688351,24663,41885,92047,57916,102617,729815,236671,9947,12490,470707,250446,165560,84886,1076391,6209,306362,843059,74879,50477,24402,670549,490161,423966,66195,160024,125371,34653,20364,97631,1984878,1076021
2024:Q2,2796372,133069,2663303,23849,39258,91072,65008,91763,721893,248292,6403,12792,454406,252481,166418,86063,1045946,6819,325214,827278,82768,62165,20603,637806,468068,403917,64151,151439,128607,22832,18299,106704,1969094,1090821
2024:Q3,2952928,133312,2819616,23331,37955,97723,68140,101336,787511,275632,12682,12813,486384,246764,158327,88437,1150174,7406,299276,899867,98020,74580,23440,679640,515150,447623,67527,146271,124850,21421,18219,122207,2053061,1210366
2024:Q4,3041242,140795,2900447,21812,42440,97647,88895,101600,783510,277740,9848,12053,483869,267571,178799,88772,1164051,7246,325675,956917,93410,68476,24934,703229,536466,465409,71057,153119,129133,23986,13644,160278,2084325,1215897
2025:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
