date,FU666000105.Q,FU665013005.Q,FU664090005.Q,FU663020003.Q,FU662051003.Q,FU664022005.Q,FU663069105.Q,FU663061105.Q,FU663061705.Q,FU663062005.Q,FU663063005.Q,FU663069005.Q,FU663092305.Q,FU663064105.Q,FU663092103.Q,FU663090005.Q,FU663070605.Q,FU663094705.Q,FU663093005.Q,FU664194005.Q,FU664190005.Q,FU662151003.Q,FU663163003.Q,FU664123005.Q,FU663168005.Q,FU663167005.Q,FU663192305.Q,FU663170003.Q,FU663178003.Q,FU663190005.Q,FU663170605.Q,FU663194705.Q,FU663193005.Q,FU663181105.Q,FU663164105.Q,FU663192103.Q,FU662090003.Q,FU663194605.Q,FU663194505.Q,FU667005005.Q,FU664160000.Q,FU664166903.Q,FU664161103.Q,FU664161703.Q,FU664166203.Q,FU664166303.Q,FU664164103.Q,FU664169305.Q
1972:Q3,32,158,370,-2,0,266,250,663,0,-123,-524,394,1,-538,10,239,250,0,-11,411,353,0,0,-109,1605,-1714,0,20,28,414,250,0,164,58,55,3,0,0,0,-85,0,0,0,0,0,0,0,0
1972:Q4,45,165,4378,-23,0,2389,250,242,0,268,1629,91,-7,1671,18,239,250,0,-11,4403,4346,0,0,3853,1843,2010,10,20,14,449,250,0,199,57,65,-8,0,0,0,-95,0,0,0,0,0,0,0,0
1973:Q1,106,180,-4068,-41,0,-2038,250,-647,0,-317,-1324,-1084,1,-1155,10,239,250,0,-11,-3831,-4318,0,0,-4683,-2283,-2400,-5,10,15,345,250,-185,280,487,65,-20,257,185,0,162,0,0,0,0,0,0,0,0
1973:Q2,121,190,-351,-65,0,667,250,65,0,92,260,-1556,0,353,11,239,250,0,-11,-220,-601,0,0,-843,-1950,1107,-4,10,-36,272,250,170,-148,381,65,-13,249,80,0,62,0,0,0,0,0,0,0,0
1973:Q3,151,197,-700,-68,0,310,250,459,0,31,-430,-664,1,-528,10,239,250,0,-11,66,-950,0,0,-1071,-303,-768,-1,10,12,100,250,2522,-2672,1016,65,-6,229,728,0,720,0,0,0,0,0,0,0,0
1973:Q4,175,203,3760,-53,0,2629,250,119,0,412,1848,-1032,-3,1966,14,239,250,0,-11,3850,3510,0,0,3170,245,2925,2,10,-3,331,250,190,-109,340,55,10,215,60,0,62,0,0,0,0,0,0,0,0
1974:Q1,119,194,-3608,-36,0,-2239,250,-1037,0,-540,-912,-647,0,-936,12,238,250,0,-12,-3350,-3858,0,0,-4058,-1565,-2493,-3,20,-13,196,250,990,-1044,508,65,-13,196,260,0,183,0,0,0,0,0,0,0,0
1974:Q2,128,199,1467,-27,0,805,250,-144,0,-2,701,-469,1,908,10,239,250,0,-11,1536,1217,0,0,833,-1222,2055,13,20,-58,409,250,244,-85,319,65,51,197,6,0,-3,0,0,0,0,0,0,0,0
1974:Q3,137,210,922,-20,0,730,250,896,0,17,-433,-301,0,263,12,238,250,0,-12,1214,672,0,0,-256,-165,-91,13,20,-14,909,250,1010,-351,542,65,50,187,240,0,219,0,0,0,0,0,0,0,0
1974:Q4,164,219,847,-19,0,928,250,533,0,100,45,-149,1,-163,11,238,250,0,-12,1019,597,0,0,556,167,389,33,20,-23,11,250,169,-408,422,55,110,176,81,0,116,0,0,0,0,0,0,0,0
1975:Q1,202,211,-472,-12,500,25,250,607,0,-173,-659,-2,0,-1083,12,88,250,0,-162,-172,-722,800,0,-864,-213,-651,3,20,16,-697,250,900,-1847,550,65,12,123,350,0,291,250,0,100,0,0,0,0,150
1975:Q2,227,211,1378,-10,500,192,250,-741,0,41,642,128,1,454,11,102,250,0,-148,1462,1128,800,0,830,26,804,3,20,-46,-479,250,335,-1064,334,65,12,92,165,0,100,250,0,101,0,0,0,0,149
1975:Q3,203,213,-49,-1,500,-578,250,-370,0,14,-472,321,0,-263,12,-40,250,0,-290,77,-299,700,0,-1182,885,-2067,3,20,37,123,250,-2437,2310,376,65,12,94,205,0,116,254,0,104,0,0,0,0,150
1975:Q4,165,216,4868,9,500,1925,250,-9,0,44,1640,575,1,1610,12,236,250,0,-14,5517,4618,700,0,4100,897,3203,4,20,28,-234,250,-391,-93,899,55,14,120,710,0,599,240,0,90,0,0,0,0,150
1976:Q1,45,218,2979,165,491,598,-1,1768,0,500,-1669,1354,0,-2578,12,2937,247,0,2690,3159,2999,923,0,-805,-880,75,0,20,217,2644,-63,256,2451,160,236,2,-298,220,0,8,347,0,139,0,0,0,0,208
1976:Q2,71,226,1725,108,715,98,-507,251,0,131,223,1264,1,10,12,-483,-227,0,-256,1960,1657,730,0,808,1724,-916,9,20,-98,188,-95,-31,314,303,3,34,24,242,0,80,630,0,255,0,0,0,0,375
1976:Q3,88,236,4325,-47,325,3577,795,2426,0,106,250,422,0,-45,13,80,15,0,65,4523,4351,4343,0,235,951,-716,9,20,-14,-242,-5,-174,-63,172,2,34,-62,198,0,50,-156,0,-70,0,0,0,0,-86
1976:Q4,113,245,7328,54,1813,3979,2930,702,0,304,43,865,-16,203,29,401,1235,0,-834,7665,7140,-277,0,7113,2854,4259,1,20,23,260,823,-78,-485,525,27,85,144,269,0,204,644,0,248,0,0,0,0,396
1977:Q1,86,255,-5322,64,1167,-7395,-3607,-3571,0,-82,-135,426,0,-31,13,434,180,0,254,-5321,-5247,1733,0,-7428,-1435,-5993,11,20,-55,472,-141,84,529,-74,49,44,-140,-27,0,-168,411,0,180,0,0,0,0,231
1977:Q2,103,262,4589,48,976,2007,200,940,0,539,328,1088,1,126,12,331,619,0,-288,4864,4471,1520,0,1320,480,840,13,20,-24,1622,1010,304,308,393,2,47,124,220,0,116,975,0,389,0,0,0,0,586
1977:Q3,117,268,-219,-53,2373,-1743,-474,-1264,0,84,-89,-43,0,57,13,-823,-138,0,-685,52,-235,955,0,-837,1716,-2553,12,20,-8,-377,-41,6,-342,287,69,48,-50,220,0,120,881,0,367,0,0,0,0,514
1977:Q4,146,279,2402,-41,206,3553,3334,276,0,-109,52,546,-1,259,15,-2135,59,0,-2194,2481,2562,-3003,0,7349,1723,5626,-7,10,-2,-1785,11,646,-2442,-81,14,73,-166,-2,0,-54,85,0,48,0,0,0,0,37
1978:Q1,155,270,2377,84,749,-2012,-589,-1095,0,-390,62,1874,-1,-85,-25,1793,-374,0,2167,2526,2189,6939,0,-6122,-2684,-3438,2,20,-23,1373,-444,604,1213,337,27,7,147,156,0,34,299,0,133,0,0,0,0,166
1978:Q2,203,294,3604,-18,1067,-56,-698,626,0,258,-242,2549,-1,213,-25,-125,603,0,-728,3409,3469,-511,0,2871,1179,1692,2,20,61,1026,804,-2742,2964,-60,25,10,79,-174,0,-286,918,0,388,0,0,0,0,530
1978:Q3,251,310,2864,197,1293,-1354,-1217,256,0,-387,-6,1781,-1,86,-24,886,547,0,339,2935,2637,128,0,1461,-7,1468,1,20,78,949,390,42,517,298,35,0,145,118,0,12,467,0,180,0,0,0,0,287
1978:Q4,246,327,-141,-74,2955,1423,1638,-183,0,292,-324,-3586,-5,-196,-20,-638,-31,0,-607,158,-90,-5046,0,4972,-1109,6081,-23,30,-48,25,-530,213,342,248,38,27,-109,292,0,218,808,0,365,0,0,0,0,443
1979:Q1,229,483,-1006,149,208,239,-844,1118,0,-122,87,-819,-1,18,-23,-777,-873,0,96,-804,-1124,8981,0,-8934,-2061,-6873,-16,50,-1,-1204,-412,1589,-2381,320,3,-64,92,289,0,-53,-54,0,-41,0,0,0,0,-13
1979:Q2,244,497,15282,152,4453,6453,3065,2724,0,205,459,2632,-1,81,-23,1535,1023,0,512,15702,15058,8755,0,4788,2411,2377,17,30,-1,1469,974,1186,-691,644,-20,67,250,347,0,167,542,0,185,0,0,0,0,357
1979:Q3,121,523,1551,410,2181,-1246,-164,-1065,0,46,-63,1291,-1,90,-22,-1152,1264,0,-2416,1714,1368,-986,0,688,-1137,1825,17,30,21,1598,1091,-1534,2041,346,22,67,180,77,0,-239,3955,0,1632,0,0,0,0,2323
1979:Q4,81,538,-3070,269,3668,-3726,-692,-3241,0,360,-153,-2791,-4,82,-18,-550,1144,0,-1694,-2925,-3141,-9883,0,5691,-232,5923,22,40,2,987,775,-1602,1814,216,-62,226,199,-147,0,-312,3638,0,1518,0,0,0,0,2120
1980:Q1,145,647,-4741,442,-7243,-590,-1025,2120,358,-999,-1044,1277,-1,-228,-21,1623,-1842,0,3465,-5312,-4842,4086,0,-7341,-1683,-5658,9,60,31,-1687,-1416,2172,-2443,-470,69,36,-992,417,0,-1073,-6987,0,-2536,0,0,763,-98,-5116
1980:Q2,246,639,13554,64,4815,4479,1769,457,489,525,1239,-115,-1,-389,-21,4722,3068,0,1654,22078,12728,5369,0,3372,48,3324,9,100,134,3744,3015,-304,1033,9350,56,33,442,144,8675,8131,1537,0,539,0,0,70,326,602
1980:Q3,348,662,867,194,-2189,-842,-1258,632,338,71,-625,1352,0,505,-21,1868,2143,0,-275,1480,673,-3213,0,2023,-2008,4031,66,100,124,1573,1123,366,84,807,77,255,-14,309,180,299,15,0,252,0,0,92,-309,-20
1980:Q4,431,691,13946,92,10888,1299,95,-508,1756,814,-858,4765,-4,-2144,-17,-933,1419,0,-2352,14333,13370,1316,0,8228,2103,6125,-240,100,-14,3980,2082,1741,157,963,162,22,150,853,-224,127,10577,0,4331,0,0,1077,2448,2721
1981:Q1,232,798,-632,-47,-7535,7736,49,6351,928,-755,1163,-2930,-1,2210,-19,-46,-1631,0,1585,-916,-882,11557,0,-9352,-1757,-7595,-14,100,-64,-3109,-1298,2066,-3877,-34,16,-51,179,-1069,891,-851,-9706,0,-3866,0,0,-910,-2449,-2481
1981:Q2,190,830,5013,-230,4289,-655,3931,-4242,-1159,449,366,372,-1,-326,-19,1583,2210,0,-627,7640,4623,102,0,1675,3238,-1563,12,100,-45,2779,1967,3911,-3099,3017,75,42,138,692,2070,1987,2837,0,1137,0,0,309,708,683
1981:Q3,220,866,-2910,419,4729,-2174,-2699,577,401,-94,-359,-1111,0,-520,-19,-4234,-2492,0,-1742,944,-2651,998,0,-1659,-885,-774,12,100,-40,-2062,-2028,6199,-6233,3595,112,47,-230,941,2725,3209,418,0,69,0,0,96,349,-96
1981:Q4,227,902,28659,-295,13333,9547,3541,2355,2012,1269,370,1955,-2,-947,-17,5085,3776,0,1309,18997,27896,15461,0,8229,2159,6070,11,100,-10,4105,2268,517,1320,-8899,594,196,-68,493,-10114,-10337,6132,0,2357,0,0,564,1476,1735
1982:Q1,106,1147,-18953,554,-12895,-3380,-2147,498,-1234,-1290,793,-3773,23,915,90,-487,-2179,0,1692,-17267,-18770,-5199,0,-9447,-5192,-4255,-40,100,-61,-4123,-2072,3952,-6003,1503,161,180,1,882,279,646,-6840,0,-2979,0,0,-734,-1282,-1845
1982:Q2,157,1136,6715,-123,6668,-795,3584,-4169,-1026,531,285,-151,-19,-391,135,1391,2307,0,-916,8769,6620,431,0,4046,977,3069,51,100,0,1992,1216,7299,-6523,2149,39,107,95,1375,533,1075,3756,0,1478,0,0,364,983,931
1982:Q3,248,1121,20684,1282,8653,1084,1390,-1143,417,409,11,1699,-24,-1731,-164,9885,8490,0,1395,20664,20069,8662,0,1851,1470,381,67,150,143,9196,7874,-8455,9777,595,139,154,245,-517,574,-893,6117,0,2331,0,0,498,1418,1870
1982:Q4,210,1105,21376,-53,-6415,20776,2048,11619,5954,1352,-197,4993,-4,544,-201,1736,695,0,1041,21636,20034,16376,0,7059,1300,5759,71,150,237,-3859,2099,-1032,-4926,1602,360,172,462,508,100,-636,4665,0,2131,0,0,419,521,1594
1983:Q1,726,1431,-7875,-552,5269,-18359,-8132,-4550,-2781,-1264,-1632,952,-14,1256,69,3504,1013,0,2491,-7248,-8620,-10578,46,-6181,-815,-5366,26,92,6,7969,-710,2784,5895,1372,145,111,177,1040,-101,-78,-4006,0,-1172,0,0,-411,-1581,-842
1983:Q2,636,1475,13741,61,4217,1406,639,-2159,-467,523,2870,6015,-9,1931,46,74,1860,0,-1786,13884,12937,2618,28,4689,3780,909,28,529,-129,5174,2532,240,2402,947,14,34,231,268,400,-696,1738,0,1124,0,0,242,-218,590
1983:Q3,514,1556,18537,-592,9469,7375,1254,4486,2406,-245,-526,1023,-5,-488,66,1689,2965,0,-1276,18822,18238,18066,48,-1168,-2085,917,33,-138,-26,1423,3880,517,-2974,584,103,42,6,366,67,-757,2549,0,1042,0,0,277,675,555
1983:Q4,549,1656,19121,220,15869,4688,1390,-1093,948,2904,539,396,3,669,64,-2788,-1421,0,-1367,20805,18482,10797,255,5805,3005,2800,8,2003,-8,-378,-4200,1006,2816,2323,692,3,234,757,637,577,7920,0,3188,0,0,806,2012,1914
1984:Q1,460,1844,-7655,85,2640,-3938,-957,-178,554,-2952,-405,-2454,1,-2671,-187,-1131,418,0,-1549,-5321,-7777,1184,-249,-4533,-772,-3761,47,-1059,-76,-3091,-139,3157,-6109,2456,404,183,44,1056,769,950,4264,0,1687,0,0,427,1313,837
1984:Q2,765,1939,7936,-201,12431,-5784,955,-4596,-2437,-102,396,934,-17,612,169,-208,250,0,-458,7901,8118,5597,209,-102,-47,-55,64,106,-144,2388,2677,3348,-3637,-217,222,80,-364,1414,-1569,-1209,-3388,0,-1213,0,0,-196,-774,-1205
1984:Q3,196,2018,15581,-37,-1599,13128,1496,6426,3137,1401,668,-2242,3,727,-106,5707,3389,0,2318,16741,14833,7694,178,2120,239,1881,12,594,165,4070,1482,-6662,9250,1908,118,31,499,-633,1893,-662,1703,0,650,0,0,57,114,882
1984:Q4,443,2090,46125,416,17665,28068,4209,9333,4378,5964,4184,1419,1,-1472,-8,36,-1325,0,1361,46403,45490,32025,556,11071,3812,7259,139,738,-3,964,-1474,764,1674,913,370,-11,145,674,-265,-1369,4282,0,1394,0,0,318,1254,1316
1985:Q1,829,2304,-25663,33,-2900,-24923,-6802,-7227,-2262,-6563,-2069,-1220,-1,1155,2,2191,3203,0,-1012,-23620,-26029,-24503,-689,-6492,-2125,-4367,-60,-1266,54,6927,4485,1834,608,2409,-61,-195,318,1063,1284,569,3640,0,1968,0,0,464,62,1146
1985:Q2,813,2347,25476,-186,2190,7282,2119,-304,427,882,4158,6264,-5,210,2,9719,6547,0,3172,27223,24719,6061,166,13366,4828,8538,4,1081,84,3957,4942,-2029,1044,2504,1009,-29,268,639,617,213,1704,0,529,0,0,1,176,998
1985:Q3,889,2328,12015,449,7441,7600,1310,1923,1850,747,1770,2090,4,-2389,34,-3214,-1825,0,-1389,16408,11036,9724,74,-1106,1440,-2546,4,419,58,1863,-617,-6423,8903,5372,-586,6,172,-88,5868,2955,4585,0,1672,0,0,386,1614,913
1985:Q4,946,2380,92971,2075,26750,25087,621,5085,4813,13503,1065,11731,-2,-402,112,27620,24268,0,3352,94578,90517,35250,720,23873,3627,20246,88,2299,149,28138,21895,4273,1970,4061,2091,-108,-6,1347,737,173,14394,0,6211,0,0,1421,2192,4570
1986:Q1,947,2822,18963,-744,-6404,4395,1576,8333,1680,-11989,4795,2149,12,6285,13,13257,-899,0,14156,18018,16713,14147,-352,2000,-624,2624,40,-1253,-119,2250,-1755,-8443,12448,1305,463,70,567,-1108,1313,-2821,-17582,0,-7022,0,0,-1702,-5645,-3213
1986:Q2,852,2783,17939,-306,18646,1379,2015,15,1634,-807,-1478,-6,6,-1297,-17,-466,2490,0,-2956,27259,16363,17265,706,-5889,197,-6086,20,549,-11,3723,-1685,531,4877,10896,571,34,872,-344,9763,7389,2496,0,1548,0,0,353,-103,698
1986:Q3,693,2770,13269,971,24899,1874,-3031,1210,2595,2436,-1336,2679,3,-707,41,-16491,-1331,0,-15160,8764,12507,18793,-374,-2251,-5455,3204,12,-217,-5,-3451,-733,-217,-2501,-3743,559,56,-21,507,-4844,-6582,7277,0,2526,0,0,575,2757,1419
1986:Q4,628,2816,20668,2254,8086,-2122,-2510,-3661,276,6303,-2530,1908,-5,-71,-57,10675,655,0,10020,18738,19887,5974,2075,10168,681,9487,-73,555,294,894,-54,2848,-1900,-1149,587,382,262,491,-2871,-4118,3721,0,1727,0,0,328,537,1129
1987:Q1,1362,3084,5672,-1675,8761,-10619,-2557,-4962,-40,-4357,1297,-3862,3,-513,27,13550,16593,0,-3043,7602,4056,-174,-445,-7190,-2377,-4813,315,1155,24,10371,12821,1365,-3815,3546,711,871,794,816,354,208,2341,0,2601,0,0,867,-2494,1367
1987:Q2,1507,3167,-3845,-463,13280,-15675,1312,-7653,-3871,-3657,-1806,3322,7,955,-12,-5259,-2128,0,-3131,-3193,-4009,3784,388,-820,876,-1696,145,-363,-298,-6845,-5720,-2588,1463,816,771,459,-136,-945,667,-1008,-5467,0,-1196,0,0,-491,-2125,-1655
1987:Q3,1546,3274,39103,-344,29921,-158,1492,-3403,884,-291,1160,2506,4,1245,-1,5930,10728,0,-4798,38545,38215,23827,682,3160,2493,667,201,468,-108,9985,9240,8752,-8007,330,1072,139,222,783,-1886,-2287,7554,0,4287,0,0,1014,591,1662
1987:Q4,1262,3322,-84837,1103,-26360,-5962,-1724,-5741,4657,297,-3451,-18306,1,-7067,1645,-29891,-26442,0,-3449,-76812,-83045,-38709,-774,-19126,-6137,-12989,-576,-2064,-194,-21602,-20716,3179,-4065,6233,3625,530,-1401,255,3224,5965,-7297,0,-5406,0,0,-1391,2184,-2684
1988:Q1,1100,3341,30410,2208,18080,7411,414,3783,4430,-2525,1309,-1172,19,-1193,-383,5440,4613,0,827,32959,28597,26290,250,3478,1628,1850,104,1472,65,-3062,2362,12376,-17800,4362,148,540,468,-406,3612,307,8983,0,4050,0,0,888,1266,2779
1988:Q2,1051,3442,16406,1295,6773,-3469,2817,-7253,-1454,1402,1019,606,6,-1718,-203,13116,17269,0,-4153,17491,15665,-1513,1829,642,-1789,2431,-380,1113,30,13944,11910,1794,240,1826,382,-1301,155,1025,1565,-1306,7365,0,3776,0,0,906,650,2033
1988:Q3,971,3501,19998,-779,34420,1147,-3223,1044,2231,-421,1516,900,0,-73,-88,-15529,-14151,0,-1378,23998,19518,30747,184,-1049,-762,-287,407,-401,18,-10388,-7711,904,-3581,4480,425,1350,164,229,2312,1470,3492,0,1479,0,0,263,972,778
1988:Q4,928,3593,-16405,-782,-11837,-8450,615,-9267,-3918,533,3587,1375,34,94,-56,3217,5691,0,-2474,-17219,-16068,-23810,2006,881,891,-10,189,-464,36,5094,-1175,4199,2070,-1151,-135,-88,-86,-109,-733,-3480,2136,0,1273,0,0,304,119,440
1989:Q1,775,3524,52076,-578,35842,20230,563,10082,10051,-2448,1982,-4168,21,-1473,27,2175,4747,0,-2572,54351,52001,45689,2132,1916,542,1374,9,-85,-131,2471,7558,-2165,-2922,2350,-65,-441,71,447,2338,-475,9989,0,4968,0,0,1187,1017,2817
1989:Q2,729,3626,91416,919,39724,22414,400,14135,6753,1930,-804,5303,3,3906,-252,19399,10321,0,9078,92386,91030,69532,1216,8343,2426,5917,118,69,131,11621,4387,3124,4110,1356,546,307,-461,91,873,-1927,-12967,0,-5759,0,0,-1382,-4006,-1820
1989:Q3,848,3770,-19731,-982,-37387,2323,-1534,2751,2207,-1103,2,-347,9,2344,-8,14317,15302,0,-985,-18966,-20645,-16456,-737,-7203,950,-8153,-54,-316,160,3961,17504,4452,-17995,1679,413,-15,287,589,405,-2158,-3330,0,21,0,0,-41,-2925,-385
1989:Q4,946,3789,-4402,1009,-32967,32829,3609,16049,10832,1242,1097,-1754,32,-90,181,-3642,-6819,0,3177,-7506,-3478,-2965,3655,9064,-1991,11055,385,-211,-97,-13309,-21986,2586,6091,-4028,194,1107,-687,-873,-3769,-5946,-548,0,-540,0,0,-185,115,62
1990:Q1,1525,3240,-21864,387,9952,-26233,-714,-13108,-6262,-912,-5237,-563,9,-4937,100,-579,8509,0,-9088,-19645,-21162,-18839,-1494,-5443,-898,-4545,1,-1910,39,6484,2490,-2500,6494,1517,281,37,-63,-250,1512,504,3855,0,1890,0,0,435,1346,184
1990:Q2,1529,3226,-9326,-1419,-9365,-1923,-2613,-3208,768,524,2606,-1955,-2,1705,23,3610,7171,0,-3561,-6784,-9615,-12557,-1464,735,-933,1668,32,-229,51,3817,-763,-2505,7085,2831,115,113,-228,-212,3043,845,6480,0,2873,0,0,645,818,2144
1990:Q3,1647,3240,-5004,2153,11708,-8430,-334,-7213,-708,846,-1021,-3300,23,-10271,82,3031,5746,930,-3645,-6124,-3653,6824,3487,2287,-685,2972,-7,-146,-8,-16090,-8125,-6748,-1217,-2471,-556,69,-272,401,-2113,-2713,20800,0,6785,0,0,1763,8426,3826
1990:Q4,1316,3253,31519,-631,-31756,45022,4243,27672,13366,329,-588,2087,-27,6400,111,10313,257,-1010,11066,32071,32736,24681,977,6881,-2610,9491,-646,383,-24,484,-4061,-1187,5732,-665,-242,394,-701,-3115,2999,-1385,-20593,0,-8194,0,0,-1837,-6508,-4054
1991:Q1,847,3064,28506,-80,29099,-7445,-1071,-4312,838,-1272,-1628,-1942,9,2488,51,6326,8546,632,-2852,29696,26696,13691,1132,-732,757,-1489,229,-329,-96,12801,7928,807,4066,3000,194,1088,480,-188,1426,-1027,10751,0,6358,0,0,1252,-766,3907
1991:Q2,634,3055,39385,426,17492,12941,-2702,4481,4661,2526,3975,695,-18,-1874,118,9605,10723,-72,-1046,41687,38966,32304,1733,155,2396,-2241,142,695,37,3900,3250,-3297,3947,2721,475,255,182,-80,1889,-119,6270,0,2682,0,0,560,1671,1357
1991:Q3,-16,3039,60961,-1523,15427,14279,175,9694,1352,-814,3872,7497,3,4526,177,20575,13858,-111,6828,64462,60634,42610,58,11429,-84,11513,9,-267,82,6713,3332,-2348,5729,3828,82,289,458,-529,3528,447,-12316,0,-5101,0,0,-1311,-3889,-2015
1991:Q4,890,3039,-5519,1120,-40819,-7746,-837,-5040,-5900,884,3147,10007,23,3339,98,28459,20746,39,7674,-1929,-5908,-43400,788,26009,3182,22827,-37,583,163,9986,7829,-1566,3723,3979,212,-4,36,-119,3854,1441,-10078,0,-3823,0,0,-953,-3921,-1381
1992:Q1,708,1489,8178,-215,17579,-1836,-385,-4174,932,-1457,3248,-3839,49,-6036,150,2326,18995,18,-16687,14260,8817,20475,686,-17786,-779,-17007,11,-783,27,6187,3940,-217,2464,5443,-656,185,5,704,5205,5302,18354,0,8165,0,0,1926,4384,3879
1992:Q2,582,1528,73618,337,41783,32689,3095,13633,13435,2116,410,5105,16,-4195,247,-2364,1115,-53,-3426,75286,71380,44736,3418,8734,288,8446,43,430,31,13988,9775,-2984,7197,3906,776,111,-164,86,3097,722,16737,0,6179,0,0,1421,4644,4493
1992:Q3,565,1554,93811,338,22965,16598,-473,3491,6991,-899,7488,-492,-2,-5828,56,60176,50751,62,9363,101058,93643,71975,-398,1029,1080,-51,-18,122,71,20862,15815,2527,2520,7415,146,46,527,414,6282,6259,20625,0,7726,0,0,1969,4910,6020
1992:Q4,779,1596,-34089,-284,6387,-26627,-995,-11249,-11440,1960,-4903,-2366,102,8946,539,-20786,-16709,162,-4239,-29205,-34990,-11664,-1012,1354,2655,-1301,-149,835,-91,-24263,-25975,-3820,5532,5785,674,-189,-159,867,4592,4067,-17478,0,-5014,0,0,-1264,-7031,-4169
1993:Q1,724,2747,99353,719,31932,28243,552,10512,13398,-1432,5213,6301,34,-5162,194,37092,36181,-598,1509,109667,97664,58867,-2371,13263,-2249,15512,729,712,203,26261,30031,-7606,3836,12003,263,3405,986,1142,6207,8292,25456,0,10042,0,0,2422,5653,7339
1993:Q2,800,2806,19610,-214,7617,8870,-485,3409,-1106,4628,2424,-727,96,5439,599,-2070,-7674,75,5529,28730,19211,-2801,3431,16281,4816,11465,818,1830,-24,-324,-11481,2101,9056,9519,-90,3325,-359,509,6134,7114,-8633,0,-3956,0,0,-573,-2052,-2052
1993:Q3,610,2836,96630,135,56725,11842,-625,-2251,9146,-373,5945,8328,-34,-4592,41,24185,27839,-870,-2784,102712,91854,67180,3665,-1577,1290,-2867,842,506,380,20858,13412,-977,8423,10858,2364,3302,739,1214,3239,3856,28386,0,11703,0,0,2405,6236,8042
1993:Q4,333,2947,1733,1274,-13139,-18665,226,-13538,-11769,3028,3388,8747,-41,6321,126,17110,18846,127,-1863,6097,1002,-15249,7315,5889,3236,2653,2231,-368,-46,1230,-341,8488,-6917,5095,251,1984,-289,1551,1598,1749,-11289,0,-3227,0,0,-928,-3850,-3284
1994:Q1,-771,2140,64479,2632,61444,6959,-3496,-2635,12477,-2784,3397,910,81,-11882,-27,4362,28923,828,-25389,75322,64022,42791,-2476,6090,1608,4482,-32,2187,27,15435,19171,-751,-2985,11300,519,258,16,521,9986,7933,42820,0,18245,0,0,4651,10929,8995
1994:Q2,-2291,2177,3387,-732,8326,-17037,7304,-10817,-7284,-509,-5731,-930,4,1682,105,11969,18443,-275,-6199,5526,4584,16456,66,-6752,-4991,-1761,32,-2267,-75,-2876,3055,-3737,-2194,942,615,193,-630,673,91,-2329,-14562,0,-4800,0,0,-1026,-3883,-4853
1994:Q3,-1099,2217,34446,-722,28777,3885,-6512,3620,8538,11,-1772,-3535,10,-1269,49,7251,12881,45,-5675,40656,34492,34340,-1905,-3385,-3773,388,40,268,56,5078,1384,84,3610,6164,175,178,98,765,4948,2895,12865,0,6986,0,0,1627,762,3490
1994:Q4,-1430,2302,-116061,-1437,-101668,-17929,-957,-8153,-13747,2790,2138,2483,-168,8588,-3959,-1971,-8268,164,6133,-110098,-114644,-117031,4836,2309,1984,325,-2194,-1108,-214,-1242,3806,3474,-8522,4546,1129,2321,-582,641,1037,2232,-34750,0,-13591,0,0,-3361,-8354,-9444
1995:Q1,-2159,2095,100982,1968,50464,6240,5615,8924,5437,-4626,-9110,-5201,-8,2289,-150,45380,38833,10,6537,112220,99166,74541,-7385,2324,-2889,5213,-26,-128,-148,29988,26991,1829,1168,13054,1118,503,306,2731,8396,6984,1008,0,918,0,0,94,-2085,2081
1995:Q2,-1243,2120,32690,-720,30306,20581,658,9337,1558,792,8236,-1108,3,8342,59,-24773,-43318,271,18274,36686,32606,39660,-26,6925,4656,2269,88,309,25,-14375,-24495,1969,8151,4080,143,387,-178,941,2787,633,-25408,0,-10222,0,0,-2706,-8408,-4072
1995:Q3,-626,2139,48455,1518,16320,7165,4650,-233,6637,-2538,-1351,8610,7,898,134,13803,15652,760,-2609,56827,47378,18981,524,3209,923,2286,60,667,276,23661,18414,837,4410,9449,-296,418,904,1101,7322,5608,12121,0,6541,0,0,1528,-51,4103
1995:Q4,-522,2179,76082,-1039,6357,34515,-65,14489,7333,3246,9512,1583,8,11951,36,22671,5730,-244,17185,73983,75006,42284,1932,17669,-2208,19877,303,264,-231,12785,1481,-1473,12777,-1023,-30,207,105,-649,-656,-4800,-19439,0,-8138,0,0,-2042,-5683,-3576
1996:Q1,-1402,2101,96991,-825,52524,-818,-5299,-427,9855,-3509,-1438,10859,-51,-13344,-977,49623,73391,720,-24488,110789,94905,50433,-7940,11939,1331,10608,248,1352,-54,38927,46993,1388,-9454,15884,432,643,694,2258,11857,10295,34332,0,16317,0,0,4160,5597,8258
1996:Q2,-1131,2150,13898,2403,28594,-16886,3155,-13983,-7049,-5,996,1083,7,5363,199,-6865,-3535,-533,-2797,23614,13626,23301,3289,-4842,-2063,-2779,145,1413,133,-9813,-10423,-1968,2578,9988,-589,692,-190,-1075,11150,6435,-2831,0,328,0,0,105,-2704,-560
1996:Q3,-526,2221,46855,-27,6541,13684,-1849,5794,8442,-1007,2304,-2573,36,-4574,623,33145,37775,471,-5101,55207,45692,8040,1419,-2193,-1386,-807,70,1435,-117,37038,21987,-1246,16297,9515,224,739,463,1041,7048,5606,8287,0,3911,0,0,924,1055,2397
