date,FC102090005.Q,FU102090005.Q,FU102010005.Q,FU105035005.Q,FU105015205.Q,FU105013765.Q,FU105020015.Q,FU105420005.Q,FU104090005.Q,FU104190005.Q,FR102090005.Q,FR102010005.Q,FR105035005.Q,FR105015205.Q,FR105013765.Q,FR105020015.Q,FR104090005.Q,FR104022005.Q,FR103092305.Q,FR103064103.Q,FR103092105.Q,FR103064203.Q,FR103090005.Q,FR104190005.Q,FR103192305.Q,FR573073005.Q,FR103193005.Q,FV102090005.Q,LM102090005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,199112
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,13485,3154,17064,2580,2922,478,11154,-70,-1605,12305,10262,10493,14016,3892,338,-7753,-230,0,-17,0,-213,0,0,1,1,0,-0,69,212596
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,35827,8366,14720,2390,4919,461,7040,-90,8725,15079,27371,27023,25940,3068,650,-2634,390,0,27,0,363,0,0,42,49,-6,-0,90,248424
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,22786,7516,12993,2947,4740,371,5051,-116,5477,10954,15155,14684,8767,5157,212,548,539,0,38,0,500,0,1,68,75,-7,1,115,271210
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,8315,3563,1177,2362,2632,234,-3852,-199,3902,1516,4552,4183,2124,-510,-35,2604,415,0,28,0,387,0,-0,46,49,-3,-0,200,279525
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,22709,8743,16617,2987,3011,363,10525,-269,16784,24658,13402,13093,13791,6192,537,-7427,467,0,33,0,434,0,0,158,168,-10,0,563,302233
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,13756,-9435,17870,4179,3931,347,9685,-272,8027,35332,22919,22306,15752,2973,326,3255,683,0,48,0,635,0,-0,70,78,-8,-0,272,315989
1952:Q1,8811,-162,2739,962,1116,142,580,-61,-1836,1065,7830,7830,6166,241,-19,1442,-0,0,-1,0,1,0,0,-1,0,-1,0,1143,324800
1952:Q2,-1145,-2157,1139,902,1210,176,-1087,-61,-38,3258,946,941,489,464,26,-37,-0,0,1,0,-1,0,-0,-5,0,-4,-0,66,323655
1952:Q3,919,2862,2363,915,667,209,635,-63,5288,4789,-2000,-1929,-1846,-262,79,100,-1,0,0,0,0,0,-1,70,0,70,-0,58,324574
1952:Q4,13134,10421,3165,1068,970,246,948,-67,2004,-5252,2662,1702,2081,-43,40,-376,884,0,35,0,849,0,0,-76,23,-99,0,52,337709
1953:Q1,7868,7204,3379,1210,1125,268,853,-77,-1630,-5456,653,695,258,507,121,-191,-0,0,0,0,0,0,-0,42,0,42,-0,11,345577
1953:Q2,15235,12979,4032,1351,1066,290,1407,-82,623,-8324,2197,2194,1379,962,51,-198,0,0,0,0,0,0,-0,-4,0,-3,-0,59,360811
1953:Q3,10313,7409,3626,1373,1148,293,896,-84,3996,213,2797,2799,1678,951,46,124,0,0,-1,0,1,0,-0,2,0,2,-0,107,371124
1953:Q4,-15258,-15842,1537,1309,1005,289,-980,-86,48,17427,432,-400,-836,397,9,31,796,0,31,0,765,0,0,-36,21,-57,-0,152,355866
1954:Q1,-7761,-9277,1577,1197,833,287,-660,-79,-4276,6578,1342,1300,27,921,133,219,0,0,0,0,0,0,-0,-42,0,-42,0,174,348105
1954:Q2,-11753,-13052,1321,1092,781,276,-744,-84,-532,13841,1183,1260,259,924,-4,81,0,0,0,0,0,0,-0,76,1,76,-0,116,336352
1954:Q3,-17892,-17141,1594,1065,845,267,-488,-94,5544,24279,-814,-781,545,-1561,20,214,0,0,0,0,0,0,-0,33,-1,34,0,63,318460
1954:Q4,-1883,-2862,2216,1112,766,263,184,-109,4762,9840,964,170,604,-257,15,-191,701,0,28,0,674,0,-1,-93,40,-132,-1,15,316577
1955:Q1,-1396,-1474,3259,1234,689,262,1209,-135,717,5450,-71,-244,-300,-170,259,-33,0,0,0,0,0,0,-0,-174,0,-173,0,148,315181
1955:Q2,-15207,-19709,3936,1335,904,271,1577,-150,3038,26683,4347,3708,2805,949,24,-71,0,0,0,0,0,0,-0,-640,0,-640,0,154,299974
1955:Q3,-4400,-12643,4624,1462,1160,291,1874,-162,7345,24612,8085,7474,5205,2190,78,1,1,0,0,0,0,0,1,-610,0,-610,-0,158,295574
1955:Q4,7632,-2994,5488,1593,1397,330,2336,-169,6282,14764,10470,9201,6842,2500,79,-220,941,0,36,0,905,0,0,-328,37,-363,-1,156,303206
1956:Q1,-1038,-13429,5564,1825,1278,377,2252,-168,-4047,14945,12279,11863,9666,2020,194,-17,-0,0,0,0,0,0,-0,-416,1,-417,0,111,302167
1956:Q2,15687,13425,5688,1969,1377,413,2099,-170,-79,-7816,2112,2354,489,1873,144,-151,0,0,0,0,0,0,-0,243,0,243,0,151,317855
1956:Q3,19514,9919,5142,2056,1513,426,1319,-172,4600,-177,9404,9614,6790,2778,154,-108,0,0,1,0,-1,0,-0,210,0,210,-0,191,337368
1956:Q4,-12272,-19319,5430,1995,1514,429,1665,-173,4557,29306,6815,5594,3597,1966,95,-63,1160,0,45,0,1115,0,-0,-61,22,-84,0,232,325096
1957:Q1,24516,19242,4827,1908,1634,397,1060,-172,-1859,-16275,5312,5561,3217,2246,213,-115,-0,0,0,0,0,0,-0,250,1,249,-1,-38,349612
1957:Q2,-11065,-14704,4474,1851,1566,375,856,-174,704,19882,3536,3005,3042,131,121,-289,1,0,0,0,0,0,1,-530,0,-530,-0,103,338547
1957:Q3,34044,30953,4588,1834,1693,367,872,-177,3857,-22508,2843,3319,2083,1017,116,102,-0,0,1,0,-1,0,-0,476,0,476,0,248,372591
