date,FA174090005.Q,FA173020005.Q,FA173030005.Q,FA153030505.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA173169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
1982:Q3,609512,58304,107021,0,108156,96928,52088,-9204,35648,18396,-4188,-11861,3500,0,6580,234940,10132,436674,107385,91127,231820,-1864,8206,363703,78944,68385,215944,72971,28441,22742,15876,-1864,8206,170063,39885,65919,9769,18074,36416,10004,522425,15876,-152,1189,507890,301016,206874,2460346,21.233787761207562,20.643017194791295,12.23470194842514,8.408315246366154
1982:Q4,404926,17480,227318,0,-53608,-68256,-55020,-28696,2084,13376,64512,-53224,5668,0,8852,234524,21660,448830,116471,88898,243084,-1852,2229,366462,79829,68712,217476,82368,36642,20186,25608,-1852,2229,218648,71093,53551,22261,21919,49824,8596,277242,25608,-376,1189,253199,274809,-21610,2496537,11.105060643435767,10.142006621003894,11.007607738239008,-0.8656011172351142
1983:Q1,575991,91848,240573,436,-125576,146992,74548,8364,79036,-14956,-16340,-56790,21800,0,7652,242568,22828,459800,137237,85541,247051,-1938,-8091,364357,79871,69316,214738,95443,57366,16225,32313,-1938,-8091,207851,94761,70963,23876,10051,8200,8284,471867,32313,-2760,1258,443572,279101,164471,2542271,18.560855065961796,17.4478737984258,10.978412608254589,6.469461190171212
1983:Q2,618830,19488,201804,-184,-45684,127730,78804,2440,62052,-15566,3248,-27728,30052,0,9472,278548,22084,490983,153601,85027,266047,-1947,-11745,368331,80559,69619,217707,122652,73042,15408,48340,-1947,-11745,259192,101541,55799,37940,29128,34784,8432,490722,48340,2680,1260,440962,253221,187741,2583834,18.99200783671005,17.066187524724064,9.800203883066791,7.265983641657274
1983:Q3,677430,8812,235043,444,16116,134925,61732,-1880,41648,33425,-9764,-25522,20256,0,8172,261732,27216,504805,169523,88130,277786,-1980,-28654,372700,81414,70098,220728,132105,88109,18032,57058,-1980,-28654,281696,126639,60181,52892,10192,31792,8884,536722,57058,-1676,1256,482596,252838,229758,2656772,20.202049344694288,18.16476500113752,9.516736852089679,8.648028149047843
1983:Q4,454006,-45268,150202,568,8072,-55371,-54924,-3956,-1392,4901,33784,6248,18828,0,9776,292980,34188,555437,178206,92522,293320,-2039,-6572,378209,82436,70748,224550,177228,95770,21774,68770,-2039,-6572,338114,135895,67529,77932,6306,50452,7560,300680,68770,3540,1246,229616,273544,-43928,2732466,11.00397770411744,8.403250009792973,10.010883941465329,-1.6076339316723551
1984:Q1,618214,22708,276124,1012,9512,127380,106092,3404,64736,-46852,24516,-87341,13722,0,5032,210952,14596,594412,184763,96626,306893,-2034,8164,385462,83940,71256,229791,208950,100823,25370,77102,-2034,8164,352232,153201,87563,79420,-1212,33260,8708,483639,77102,692,1321,407166,309103,98063,2815063,17.180404114165807,14.463839689142283,10.980322642868028,3.4835170462742546
1984:Q2,689687,24984,285929,360,32124,223976,130920,16504,57840,18712,-1992,-102264,12605,0,6080,196616,11268,612882,189607,101345,315995,-2126,8061,391569,85226,72024,233828,221313,104381,29321,82167,-2126,8061,363505,135528,93488,99272,6085,29132,8212,555707,82167,7720,1319,467139,321698,145441,2888212,19.240515590295715,16.17398169319952,11.138309791663493,5.035671901536025
1984:Q3,547267,-15084,214148,-1016,16260,121957,67212,-164,60668,-5759,3136,-80425,32123,0,5424,239856,10888,617498,189185,104543,316741,-2223,9252,399308,86606,72736,239458,218190,102579,31807,77283,-2223,9252,320081,114921,92627,71504,-775,41804,8192,453568,77283,452,1337,377170,341337,35833,2948522,15.382908879073842,12.791848001793632,11.576545808374501,1.215302193419132
1984:Q4,577739,35504,223488,-364,119600,-81081,-81332,10472,-5548,-4673,47032,-48490,19209,0,7612,245588,9640,630085,191155,107020,327635,-2324,6599,405910,88079,73402,243903,224175,103076,33618,83732,-2324,6599,381732,134970,94658,76628,5248,70228,8328,428509,83732,2584,1367,343560,333107,10453,2991250,14.325424298925101,11.485507876024975,11.13604680317593,0.34946107284904593
1985:Q1,806398,66428,193652,460,-17912,340493,117900,-9753,147144,85202,57600,-125863,30515,0,8440,232148,20436,651216,192471,110265,343131,-2370,7719,417085,89166,74501,252921,234131,103305,35764,90210,-2370,7719,438524,201770,94550,99470,1414,41320,8906,610910,90210,2188,1400,519912,278753,241159,3019219,20.23403927827977,17.22008103278648,9.232619429064272,7.987461603722211
1985:Q2,581520,35660,129391,-820,47584,76656,-70412,57923,47576,41568,52960,-135759,64012,0,11372,262400,38064,655888,194473,111123,348021,-2482,4753,425496,90751,75275,258956,230392,103722,35848,89065,-2482,4753,405831,140376,88968,79354,30117,67016,8593,414673,89065,1944,1421,325085,314783,10302,3104431,13.357466132985335,10.471655496511211,10.139796954739854,0.3318585417713568
1985:Q3,494593,57692,113263,1580,-6168,112214,67544,-20250,46600,18321,-47212,-95812,79200,0,11252,214244,54340,683839,199526,110711,369652,-2602,6552,433355,92362,76194,264267,250484,107164,34517,105385,-2602,6552,446740,184858,83158,85326,31258,62140,9362,307699,105385,152,1424,203586,254998,-51412,3120151,9.86167663799452,6.524883002045493,8.172617286791569,-1.6477342847460767
1985:Q4,557875,-56928,90914,2044,23480,41594,-144696,-58272,179208,65354,74592,-103422,123966,0,15068,295320,51248,682940,206279,116151,357812,-2729,5427,441148,94001,77247,269348,241792,112278,38904,88464,-2729,5427,456601,197880,29332,71810,32479,125100,8875,351941,88464,1840,1455,263092,283223,-20131,3176512,11.079471496778554,8.28240981402716,8.916163389277296,-0.6337535752501352
1986:Q1,648916,139476,112693,644,31921,57611,-39984,-14724,46296,66022,53788,-149131,117766,0,15704,231040,37404,697581,217312,110673,368575,-2714,3735,452963,97229,76871,278340,244618,120083,33802,90235,-2714,3735,317238,175890,62130,55403,15719,8096,9506,585803,90235,3168,1455,493855,302260,191595,3242404,18.066921836301592,15.231124693194193,9.32209558093316,5.9090291122610346
1986:Q2,641150,135796,82740,696,85265,88486,-35416,12670,50808,60424,-38316,-131448,123532,0,18364,232764,43272,720632,232333,110103,383318,-2835,-2287,461370,98878,78468,283483,259262,133455,31635,99835,-2835,-2287,282360,199441,53647,67459,5893,-44080,9958,628011,99835,2592,1445,527029,310378,216651,3279727,19.14825731995361,16.06928153934748,9.463531568328705,6.605749971018775
1986:Q3,605498,90160,136546,1284,69143,-36202,65792,-699,-70488,-30807,1724,-132002,132973,0,18272,278848,44752,762579,238625,110515,419472,-2953,-3080,471894,100480,80540,290315,290685,138145,29975,129157,-2953,-3080,380570,256428,57812,64611,11135,-9416,10482,526095,129157,1100,1450,397288,279490,117798,3315453,15.867969151401025,11.9829193557924,8.429918928122342,3.55300042767006
1986:Q4,743413,113576,178483,480,-11065,66025,-20676,5924,47780,32997,50892,-191063,146105,0,20636,330460,38884,764743,242075,112750,415168,-3062,-2188,485411,102038,83104,299690,279332,140037,29646,115478,-3062,-2188,387177,183620,96684,35651,7926,63296,10130,645697,115478,2324,1458,529353,262722,266631,3335966,19.35562096716195,15.86805544641024,7.875439977505766,7.992615468904475
1987:Q1,431533,-56576,67040,-264,-2842,72562,-123516,-9462,133940,71600,52568,-191778,182335,0,28260,240824,39404,744624,244649,115161,393257,-3149,-5294,494716,105980,83752,304397,249908,138669,31409,88860,-3149,-5294,273848,255574,50710,-13496,-19452,512,10714,418307,88860,724,1467,330190,290040,40150,3392286,12.331129906264026,9.733560007971253,8.549986646173112,1.183573361798142
1987:Q2,643258,47544,139343,-648,37044,298009,126216,18080,102548,51165,-18512,-179517,40327,0,25528,228676,25464,766745,247731,118157,412618,-3226,-8535,504096,107671,85037,310782,262649,140060,33120,101836,-3226,-8535,374138,262890,30206,47516,26826,6700,10571,542339,101836,1552,1497,440448,216931,223517,3389595,16.000124321270203,12.994130979882812,6.399909133687062,6.59422184619575
1987:Q3,660276,23748,166820,-500,24113,174352,12592,8635,94588,58536,-5892,-100205,19964,0,29224,301136,27516,796261,247803,122395,432765,-3282,-3420,512237,109506,84444,317659,284024,138297,37951,115106,-3282,-3420,335294,216342,23578,53972,10734,30668,10918,619924,115106,3748,1545,502615,244481,258134,3483129,17.797900613029025,14.429980561833675,7.019005038285978,7.410975523547697
1987:Q4,477795,-29368,215915,888,43205,60321,51040,8603,94908,-94230,-41832,-93044,-52178,0,41912,294988,36988,793621,250474,123423,422812,-3319,231,518998,111483,81859,325009,274623,138991,41564,97803,-3319,231,281416,223725,40343,41148,-59180,35380,10101,481103,97803,-1556,1591,386447,290913,95534,3563869,13.499464986103355,10.843475105442757,8.162842124668442,2.680632980774314
1988:Q1,718179,56404,176425,-140,42374,48426,-3652,-21902,61868,12113,73960,-94156,42,2776,23844,343756,44468,810471,250107,129112,437634,-3335,-3047,535085,113538,92969,327936,275386,136569,36143,109698,-3335,-3047,385465,191979,78833,58496,-3587,59744,10584,618683,109698,724,1631,509892,295581,214311,3651096,16.945142912948715,13.965462291020392,8.095678667446707,5.869783623573687
1988:Q2,737861,33096,178594,1624,-15464,158364,139068,-9997,49036,-19743,22704,-19219,-3613,2872,28856,302416,47632,813248,253716,132384,440223,-3374,-9701,537640,115601,87943,333433,275608,138115,44441,106790,-3374,-9701,396030,244642,72238,50920,11826,16404,10384,627824,106790,2520,1671,520185,316198,203987,3733634,16.815349637285927,13.932394318151806,8.468907236220797,5.463487081931008
1988:Q3,728288,7988,175828,752,-6246,125701,72224,12750,55792,-15064,7660,25175,-2794,2920,24600,315364,51340,812420,254635,132549,437587,-3433,-8918,545525,117648,86031,341161,266895,136987,46518,96426,-3433,-8918,412205,225332,71212,40000,31425,44236,11702,594681,96426,44,1697,499908,328472,171436,3818096,15.5753167628435,13.093110972313351,8.60303145861183,4.490079513701519
1988:Q4,638470,-40008,167937,1412,39797,100819,-21416,102142,68368,-48276,13832,-69831,-2912,2920,34016,340588,49900,825620,258478,134586,452260,-3515,-16189,556794,119681,87440,348966,268826,138797,47146,103294,-3515,-16189,370766,228437,69759,36848,-12746,48468,11786,548316,103294,2108,1697,444611,328186,116425,3893495,14.082867432149012,11.419322211209984,8.429084922415466,2.9902372887945194
1989:Q1,354141,22042,64796,1780,40048,34455,94302,-48235,13054,-24666,13566,-139741,-14745,5968,15312,277552,33108,853368,258264,137252,452618,-3585,8819,567362,121407,91385,353884,286006,136857,45867,98734,-3585,8819,324239,156494,37290,45388,1489,83577,11549,327457,98734,-140,1663,230526,354567,-124041,3980878,8.225746971268464,5.790824431182282,8.906753736236077,-3.1159293050537946
1989:Q2,645555,2612,24998,-484,151578,158266,177841,-47627,7441,20611,33165,-134483,21639,6064,34224,315150,32828,850481,253709,136836,459032,-3717,4621,579581,123377,94517,360981,270900,130332,42319,98051,-3717,4621,390241,208235,36794,54220,32519,58473,12587,538801,98051,2978,1680,439453,327405,112048,4021334,13.398571680956293,10.928031085103182,8.141701236455365,2.7863298486478163
1989:Q3,521214,-10679,106183,944,126278,86288,6527,38250,21035,20476,-35312,-152379,48091,6016,22692,287463,35628,855891,253746,139937,470471,-3873,-4390,589258,125307,96645,366578,266633,128439,43292,103893,-3873,-4390,381504,254042,36206,35764,351,55141,6100,412443,103893,-561,1679,310790,320011,-9221,4071738,10.129415338028823,7.632856429933659,7.859321989774391,-0.22646555984073274
1989:Q4,731226,-45071,129119,820,58097,110902,-37214,55047,78434,14635,73683,-65669,59138,5856,45668,333083,25600,835896,250258,135194,457675,-4047,-3184,598956,127197,98027,372985,236940,123061,37167,84690,-4047,-3184,450687,287406,37685,52544,4463,68590,11463,528942,84690,2719,1803,443336,339676,103660,4139149,12.778992184948306,10.710797065316116,8.206421174980655,2.504375890335462
1990:Q1,587912,41836,6734,-476,42139,-40581,-156721,46673,81385,-11917,139227,-29359,21705,5964,26724,338676,35324,867293,254189,132728,482141,-4126,2361,605446,127321,100104,377289,261847,126868,32624,104852,-4126,2361,299146,227513,-4393,18032,26808,31186,13599,564211,104852,-284,1874,461518,348433,113085,4232899,13.329197409749138,10.903108438266749,8.231545330989471,2.671563107277279
1990:Q2,730837,62884,18029,2228,14951,216250,87479,66281,30017,32474,42088,-47624,38488,5772,30944,345198,1628,832756,244964,125282,466250,-4266,526,615611,129115,100349,385397,217145,115849,24933,80853,-4266,526,243969,239787,-19647,18068,315,5447,18730,722743,80853,1486,1957,642360,372279,270081,4302906,16.796615130869398,14.928525491935671,8.651804152821372,6.2767213391142995
1990:Q3,667473,4518,30980,2548,92924,144253,107855,58409,-21247,-763,41151,-29727,7804,5764,29164,322202,15892,817977,232558,123379,461725,-4365,4680,622853,130879,100785,390421,195124,101679,22594,71304,-4365,4680,205791,188229,5999,31660,-17052,-3045,15566,672372,71304,-290,2009,603367,361095,242272,4358183,15.427801115278095,13.844468519022795,8.28544831641994,5.559020202602857
1990:Q4,704769,-57082,119629,1340,22322,233922,19602,21887,53026,139407,103861,-142922,51006,5940,25784,322928,18040,792536,219371,123768,449916,-4422,3903,629884,132613,101358,395129,162652,86758,22410,54787,-4422,3903,213119,172598,498,-7336,14538,32820,15125,669427,54787,2468,2027,614199,360718,253481,4380538,15.281854913716714,14.021086692318487,8.234559316686672,5.786527375631816
1991:Q1,541637,101422,-52156,2128,125925,-94124,-118368,-40986,-2715,67945,26462,43110,51291,4032,24832,291926,16788,766554,208352,122040,441262,-4259,-841,637360,132098,104262,400225,129194,76254,17778,41037,-4259,-841,230712,181653,7470,1875,12782,26931,15527,455647,41037,-74,2023,416706,388742,27964,4416999,10.3157510259798,9.434147121539185,8.8010434233741055,0.6331036981650794
1991:Q2,598341,39910,-158398,-8,-14689,185511,79735,8657,49200,47919,17141,16621,83488,4176,35132,367486,21972,776269,215691,121880,444589,-4263,-1628,644733,133517,104546,405882,131536,82174,17334,38707,-4263,-1628,219022,215926,15674,-8037,7624,-12166,14965,525821,38707,2614,2041,486541,391179,95362,4474407,11.75174515036895,10.873855085880297,8.742588682701417,2.131266403178881
1991:Q3,498051,20564,-63257,1808,-15405,44876,25184,33735,46143,-60187,41955,-28179,111878,4208,18484,348546,12572,782208,224304,118389,453091,-4261,-9315,649608,134683,105070,409057,132600,89621,13319,44034,-4261,-9315,68526,76319,-51062,-19029,41610,20688,16481,578605,44034,618,2064,536017,391587,144430,4522073,12.79513465379862,11.853344309530115,8.659457731000805,3.19388657852931
1991:Q4,726462,36028,-37107,184,5921,41647,-38220,11660,48604,19603,96737,28393,136183,4144,26004,361897,26432,796663,227948,119017,446655,-4255,7298,654513,135593,105137,412980,142150,92355,13880,33675,-4255,7298,245577,193252,-15431,-10049,41762,36043,10279,633314,33675,2897,2072,598814,432346,166468,4590565,13.795989397313521,13.04445351915034,9.418143518281518,3.6263100008688216
1992:Q1,702842,139876,-204763,4,29889,115175,60942,53508,8588,-7863,-61580,172755,116357,2468,30112,337120,25428,822775,240130,114755,465279,-4277,6888,657384,136428,105657,414514,165391,103702,9098,50765,-4277,6888,222589,195018,-16888,6750,-8072,45781,15741,661384,50765,-1320,2117,614056,453285,160771,4708396,14.046913648115506,13.041732206880827,9.6271639004026,3.414568306478226
1992:Q2,494009,43849,-116754,1548,-9061,-40637,84536,-65969,-69720,10515,38791,12437,128552,2468,18636,385835,28344,842824,251108,116704,469788,-4268,9492,662469,137373,106631,417674,180355,113735,10073,52114,-4268,9492,130170,110143,-18102,-7566,25381,20314,14961,559154,52114,2759,2135,506415,472912,33503,4784123,11.68769723921786,10.585334621300516,9.885030129869152,0.7003044914313634
1992:Q3,865873,92666,-70764,2204,-27974,103090,129662,24508,1984,-53064,1178,126073,166968,2476,38100,393117,38740,854127,253177,119359,480200,-4259,5650,669334,138606,107894,422035,184793,114571,11465,58165,-4259,5650,191477,180985,-25262,12790,6918,16046,-31727,827462,58165,553,2128,770871,447506,323365,4835461,17.112366165828103,15.94204634978526,9.254670857649353,6.687375492135908
1992:Q4,507288,177084,-112139,936,-65723,-61500,-4916,12797,-105995,36614,17750,-31289,150419,2476,32320,370347,26604,875498,266268,119569,490489,-4251,3423,676250,140129,109399,425913,199248,126139,10170,64576,-4251,3423,256342,189835,-17027,24778,5026,53731,16445,466638,64576,2575,2168,401655,428287,-26632,4890790,9.541166154611206,8.212478245503094,8.757010626095171,-0.5445323805920764
1993:Q1,303204,-34143,-240994,-620,-32124,49275,-16168,-78366,8109,135700,67651,-227529,179711,4268,31116,466351,40240,883501,269359,127004,494138,-4254,-2746,689474,144119,108751,435799,194027,125240,18253,58339,-4254,-2746,157624,86600,-4073,32019,27872,15206,11479,351087,58339,195,2140,294692,430372,-135680,4938702,7.108882985808338,5.966995085139206,8.714273507492456,-2.7472784223532494
1993:Q2,582867,42362,-70841,-372,31983,-80836,21944,-111260,-76061,84542,85255,-89495,182388,4276,36376,414491,27280,905203,275875,123534,512852,-4270,-2788,695923,145977,110448,438680,209280,129898,13086,74172,-4270,-2788,227065,200773,-14974,42491,-61,-1164,17309,582391,74172,1251,2188,509156,409397,99759,4987377,11.677302357509829,10.208885855191372,8.208663592104628,2.000222263086746
1993:Q3,782530,139846,-10147,-2620,123,29727,-19134,-20803,-38913,108578,-17094,-32737,208838,4268,37144,386599,38584,923124,288742,127949,521086,-4300,-10353,705366,147854,111881,444801,217758,140888,16068,76285,-4300,-10353,269556,177862,-18968,69031,44762,-3131,16834,747567,76285,-825,2247,674354,367082,307272,5013209,14.911937213322316,13.451542880517495,7.322295958536737,6.129246921980757
1993:Q4,453799,80023,-158722,-708,25906,98647,116179,-80346,-77753,140566,19555,-209719,189563,4276,38404,336726,29848,970431,304748,133399,537148,-4344,-520,714626,149750,113152,450881,255805,154998,20247,86267,-4344,-520,306599,163046,-9920,102059,23628,27786,19143,422148,86267,2146,2307,336042,363500,-27458,5077153,8.314667422384511,6.618707651606395,7.15952424518229,-0.5408165935758952
1994:Q1,704988,-33075,-78041,-164,-10371,229000,-27257,184054,-18489,90692,14005,1268,66360,4588,27860,432082,51476,1000351,313105,131418,543530,-4419,16717,724949,152571,113793,457737,275402,160534,17625,85793,-4419,16717,322982,174419,-20985,106079,10453,53015,-15259,642149,85793,-766,2359,559481,344590,214891,5128478,12.52123778881834,10.909292617926528,6.7191474741629,4.190145143763629
1994:Q2,724173,-68093,-97038,4524,55415,424352,283351,98655,-13245,55592,11326,-121628,35962,4580,28948,405742,40084,1029922,325507,136994,552666,-4492,19247,733353,154800,114950,462742,296569,170707,22044,89924,-4492,19247,344644,169745,-9390,134879,8042,41368,21305,697403,89924,214,2447,609712,358400,251312,5208541,13.389613226869173,11.706009621509924,6.8810056405431,4.825003980966825
1994:Q3,675077,27703,129147,2040,51078,101916,126508,-2366,-53366,31140,-3671,-177639,61460,4588,69884,351923,56648,1032335,323850,138422,562440,-4580,12203,743930,157332,116119,469604,288405,166518,22303,92836,-4580,12203,339650,160884,-11736,135987,3791,50724,19635,643467,92836,-157,2549,553338,351080,202258,5276837,12.194185484305383,10.486158879029523,6.6532280606734675,3.832930818356054
1994:Q4,582637,9906,-53443,5976,71910,513180,242731,153223,-35688,152914,13702,-109581,-175465,4588,25168,233737,42960,1047178,322482,138761,583228,-4684,7391,755317,160165,117125,477136,291861,162317,21636,106092,-4684,7391,473366,199779,-17166,163051,52685,75017,19591,420723,106092,2749,2594,314476,374720,-60244,5377530,7.823712798691256,5.847958454249838,6.968254942324823,-1.120296488074984
1995:Q1,450862,30221,115241,5908,11689,-199584,-91639,-119990,-70882,82926,14556,16344,-33323,3908,46092,352020,87792,1033091,318526,147602,572772,-4792,-1017,764719,161497,120016,482282,268372,157029,27586,90490,-4792,-1017,392294,160766,9177,148865,-3369,76855,19321,346262,90490,704,2666,257734,406928,-149194,5449491,6.35401892145413,4.7295019251266694,7.467266208899143,-2.7377642837724734
1995:Q2,880430,-15038,194085,8548,206315,20174,273871,-13893,-175374,-64429,18562,-83434,15938,3908,55472,382367,73532,1019943,310301,145825,577992,-4843,-9332,776130,164309,121040,489842,243813,145992,24785,88150,-4843,-9332,384113,178072,13617,146533,7436,38455,19055,759185,88150,3675,2699,670059,372331,297728,5496388,13.812431462393429,12.190888468030364,6.774103283829308,5.416785184201056
1995:Q3,827825,-43517,195991,-1432,58327,131605,-68961,56234,28647,115686,-7111,-100876,100840,3916,31104,405978,53000,1037865,323211,143480,592401,-4829,-16398,784644,166832,121977,494886,253221,156379,21503,97515,-4829,-16398,461434,184342,15715,152485,55362,53531,20604,640216,97515,2574,2711,542838,373392,169446,5568821,11.496432836540048,9.747800266301866,6.705045825678361,3.042754440623505
1995:Q4,731449,-103017,35710,5236,87101,40529,-34787,138461,-110295,47150,83717,-23893,130325,3908,37628,369499,64708,1070840,331488,145304,601343,-4747,-2548,792181,169064,122799,499358,278659,162424,22505,101985,-4747,-2548,394238,148835,21124,140077,-1285,85487,15232,631102,101985,3975,2734,527876,363505,164371,5625106,11.219380269079068,9.384293425647519,6.4621893347432025,2.9221040909043152
1996:Q1,910208,51429,235419,10660,133522,-147949,-109347,-69949,-14717,46065,42007,-80279,213270,6936,14728,365978,64488,1094407,341643,149148,607095,-4856,1377,798823,170084,124386,503337,295584,171559,24762,103758,-4856,1377,585769,270262,18175,116789,95162,85381,21555,641578,103758,1866,2748,538702,371233,167469,5708977,11.238055259520173,9.43605671354266,6.502618595240444,2.9334381183022176
1996:Q2,751468,-60680,120414,6688,73358,183562,15570,190380,-70389,48000,-15152,-177626,166084,6936,30848,340380,76656,1137817,358284,150001,622283,-4709,11958,808799,172251,125093,510431,329018,186033,24908,111852,-4709,11958,499176,233431,30623,110089,9059,115974,22968,604277,111852,4280,2757,490903,366586,124317,5799069,10.420247505688875,8.465195507491103,6.321462979661045,2.1437325278300574
1996:Q3,704435,6091,177688,16000,89276,106097,134236,102078,-41501,-88716,-21865,-281576,132569,6936,56892,336735,79592,1153938,361137,154639,625089,-4570,17643,816224,174655,126262,514274,337714,186482,28377,110815,-4570,17643,427524,191335,15302,90309,-1074,131650,24135,638760,110815,1263,2768,529450,377335,152115,5869286,10.883103952424873,9.020691778166347,6.428976199149266,2.5917155790170803
1996:Q4,660589,-158512,29484,16112,99011,-18366,-161471,183799,-49347,8653,157771,-199011,159145,6936,57776,432731,77512,1158023,358403,163397,634528,-4442,6137,825250,177294,126859,520054,332773,181109,36538,114474,-4442,6137,472104,193519,41829,105685,40513,90559,23782,545039,114474,4083,2879,429361,364602,64759,5939133,9.177087155664738,7.229358319478198,6.138976850661535,1.0903814688166622
1997:Q1,300688,-10280,112640,11244,83238,-331894,-102512,-63893,-8457,-157031,-42593,-158150,102154,7504,46200,383600,97024,1173540,361575,163477,649297,-4632,3823,832005,178322,129366,523177,341535,183253,34111,126120,-4632,3823,557768,254785,14468,41808,36468,210239,25679,110134,126120,2172,2938,-15221,361953,-377174,6020067,1.8294441905242744,-0.25283062467789397,6.012441389771908,-6.265272014449802
1997:Q2,860565,30008,172069,1384,111297,-67590,-36746,18341,-30265,-18920,69660,-275146,184906,7504,50928,458832,116712,1182868,368219,170045,641012,-4660,8252,842496,181184,130427,529731,340372,187035,39618,111281,-4660,8252,535887,192331,49001,73812,42319,178423,26324,691375,111281,2056,2986,581023,384606,196417,6087066,11.358094032468534,9.545209498709966,6.3184135016771625,3.2267959970328017
1997:Q3,924613,-68896,277064,6220,106221,119550,-81765,44407,35243,121665,-4987,-419847,312047,7504,54740,427174,107824,1228465,374745,180878,665114,-4845,12573,849774,184065,131959,532580,378691,190680,48919,132534,-4845,12573,596887,316090,24083,74072,98544,84097,27515,733933,132534,378,3050,604071,359471,244600,6175301,11.884971007491886,9.78204353221314,5.821108962947717,3.9609345692654214
1997:Q4,610612,-5111,85862,7284,83028,-9868,-251409,202950,65143,-26552,73208,-386821,225561,7504,32616,390821,106528,1249971,381552,184822,678349,-5188,10436,859527,186965,133416,537959,390444,194587,51406,140390,-5188,10436,527336,171189,56752,91456,10473,197465,28378,502098,140390,2065,3082,362725,381028,-18303,6286188,7.987324623100848,5.77019268999964,6.061352285359585,-0.29115959535994496
1998:Q1,786115,-80486,71440,-1448,156997,-17220,62617,-243457,1846,161774,105015,-428737,253829,9860,27832,531405,157628,1271234,390825,188970,683119,-5344,13664,871486,189475,135684,545001,399748,201350,53286,138118,-5344,13664,750465,372568,105106,33452,51195,188144,30580,465979,138118,1445,3061,329476,451659,-122183,6420339,7.257849568824029,5.131757955099297,7.034815451333644,-1.9030574962343474
1998:Q2,1350285,60992,53242,3872,246354,377290,10478,197288,6345,163180,69065,-380315,172962,9860,42144,543991,150828,1308909,407346,195659,712322,-5751,-667,881974,192500,137686,550436,426935,214846,57973,161886,-5751,-667,802083,314655,110418,165024,54824,157161,32127,1007264,161886,5847,3084,842615,435520,407095,6522052,15.443972195659045,12.919475116245014,6.6776529840608445,6.241822132184168
1998:Q3,1228274,2175,67944,6860,280964,252673,252930,113417,-12858,-100817,143130,-284434,13476,9860,35176,508381,192068,1353734,423465,204412,726958,-6097,4996,893850,195639,139884,556944,459884,227826,64528,170014,-6097,4996,684665,297946,100547,94256,-3335,195251,32819,1036311,170014,1009,3107,868395,423316,445079,6607201,15.684565854879814,13.143154446506088,6.4068884842462035,6.7362659622598855
1998:Q4,582389,114463,294221,-7100,192353,-325736,-421341,242832,-5920,-141307,-10850,-538565,190101,9860,83360,441507,138776,1405490,437051,202397,764133,-6381,8290,906404,198894,142370,563719,499086,238157,60027,200414,-6381,8290,842670,438594,100585,95696,21508,186288,34046,272852,200414,3987,3156,71607,387858,-316251,6674156,4.0881824153358775,1.0729017010485211,5.811341538915182,-4.738439837866661
1999:Q1,249544,-3570,-82945,6572,150707,51411,-30904,-186440,33121,235635,-6289,-391831,24807,2884,41572,322365,133860,1415431,442840,206526,761416,-6487,11136,917653,202297,145043,568763,497778,240543,61483,192653,-6487,11136,860647,460268,91278,121773,29208,158120,35298,-78027,192653,2677,3183,-270174,400567,-670741,6758699,-1.1544658932395313,-3.997423544072002,5.926687961692036,-9.924111505764039
1999:Q2,222948,-71040,117211,4472,103699,-109222,-55604,69144,-21821,-100940,15371,-558078,158645,2884,60000,383121,115884,1458264,454427,213491,793785,-6614,3175,930927,206298,147677,575354,527337,248129,65814,218431,-6614,3175,865845,384271,79128,115985,100614,185847,36622,-78939,218431,1685,3248,-295806,304703,-600509,6801647,-1.1605823931053494,-4.3490392745316875,4.479841426642694,-8.82888070117438
1999:Q3,536613,-22258,219726,2736,123332,99568,-87238,188254,5388,-6836,74171,-541260,14139,2884,28180,377056,158340,1479759,461608,219103,809002,-6646,-3308,947781,210932,150147,585052,531978,250676,68956,223950,-6646,-3308,883896,461508,96322,129217,25881,170969,32950,217645,223950,1360,3367,-4298,282766,-287064,6887387,3.1600473268438005,-0.06240844857169754,4.105562820849184,-4.167971269420882
1999:Q4,550557,33979,283687,-2044,319342,-413666,3567,121250,41112,-579595,186775,-781391,241545,2884,72244,489526,117676,1503394,468926,223798,813773,-6586,3483,966021,216197,152928,595191,537373,252729,70870,218582,-6586,3483,962255,381421,114404,82429,183905,200096,38550,164225,218582,3818,3374,-54801,275235,-330036,7019003,2.3397224615575154,-0.7807558699693121,3.921283407344319,-4.702039277313632
