date,FU506006405.Q,FU504090005.Q,FU503020005.Q,FU503034005.Q,FU502051005.Q,FU504022005.Q,FU503069105.Q,FU503061123.Q,FU503063005.Q,FU503062003.Q,FU503069005.Q,FU503064105.Q,FU503094505.Q,FU503093023.Q,FU504194005.Q,FU504190005.Q,FU504122005.Q,FU503169105.Q,FU503163003.Q,FU504123005.Q,FU713068505.Q,FU503169005.Q,FU503192305.Q,FU503190005.Q,FU663070675.Q,FU503193005.Q,FU503181105.Q,FU503164105.Q,FU503192103.Q,FU503194305.Q,FU503194205.Q
1988:Q2,-176,28813,0,-13,0,23036,23036,0,0,0,0,0,5790,0,28989,34262,13791,14600,-809,0,0,0,0,20471,5359,15112,-5273,0,-5273,0,0
1988:Q3,-232,14302,0,-20,0,9353,9353,0,0,0,0,0,4969,0,14534,18840,5963,5392,571,0,0,0,0,12877,-6440,19317,-4306,0,-4306,0,0
1988:Q4,-174,17115,0,-28,0,16608,16608,0,0,0,0,0,535,0,17289,18436,2686,4022,-1336,0,0,0,0,15750,6866,8884,-1147,0,-1147,0,0
1989:Q1,-278,10626,0,20,0,4381,4381,0,0,0,0,0,6225,0,10904,14600,3557,3364,193,0,0,0,0,11043,-2811,13854,-3696,0,-3696,0,0
1989:Q2,-262,4280,0,27,0,4780,4780,0,0,0,0,0,-527,0,4542,6550,981,762,219,0,0,0,0,5569,5934,-366,-2008,0,-2008,0,0
1989:Q3,-250,-2790,0,20,0,-1009,-1009,0,0,0,0,0,-1801,0,-2541,-2126,-9217,-10579,1362,0,0,0,0,7092,-2202,9294,-415,0,-415,0,0
1989:Q4,-190,-10630,0,53,0,-9244,-9244,0,0,0,0,0,-1439,0,-10440,-6524,995,4095,-3100,0,0,0,0,-7519,15167,-22686,-3916,0,-3916,0,0
1990:Q1,-262,1766,0,-37,0,3123,3123,0,0,0,0,0,-1320,0,2028,2087,-7819,-9838,2019,0,0,0,0,9906,6019,3887,-59,0,-59,0,0
1990:Q2,-240,8240,0,-28,0,7625,7625,0,0,0,0,0,643,0,8480,9058,3654,550,3104,0,0,0,0,5404,7934,-2531,-578,0,-578,0,0
1990:Q3,-227,-335,0,-43,0,-4012,-4012,0,0,0,0,0,3720,0,-108,7979,16930,18858,-1928,0,0,0,0,-8951,13871,-22822,-8087,0,-8087,0,0
1990:Q4,-231,-8307,0,-53,0,-8810,-8810,0,0,0,0,0,556,0,-8076,-3567,8220,8551,-331,0,0,0,0,-11787,4318,-16105,-4509,0,-4509,0,0
1991:Q1,-222,-14146,0,1725,0,-16311,-16311,0,0,0,0,0,440,0,-13924,-10756,-5300,-6568,1268,0,0,0,0,-5456,618,-6074,-3168,0,-3168,0,0
1991:Q2,-256,-23861,0,780,0,-22432,-22432,0,0,0,0,0,-2209,0,-23606,-26720,-1083,-4050,2967,0,0,0,0,-25637,7473,-33110,3114,0,3114,0,0
1991:Q3,-273,-2930,0,2296,0,-10590,-10590,0,0,0,0,0,5364,0,-2657,-9111,6976,5774,1202,0,0,0,0,-16087,10526,-26613,6454,0,6454,0,0
1991:Q4,-305,16988,0,2587,0,7784,7784,0,0,0,0,0,6617,0,17293,9495,-8025,-9537,1512,0,0,0,0,17520,12917,4603,7798,0,7798,0,0
1992:Q1,-341,7356,0,3028,0,-1332,-1332,0,0,0,0,0,5660,0,7697,9839,916,-2793,3709,0,0,0,0,8923,15055,-6132,-2142,0,-2142,0,0
1992:Q2,-367,10549,0,-164,0,3756,3756,0,0,0,0,0,6957,0,10916,13179,11794,10607,1187,0,0,0,0,1385,-8660,10045,-2263,0,-2263,0,0
1992:Q3,-362,8164,0,228,0,1496,1496,0,0,0,0,0,6440,0,8526,5071,571,-3062,3633,0,0,0,0,4500,34936,-30436,3455,0,3455,0,0
1992:Q4,-325,12483,0,99,0,8394,8394,0,0,0,0,0,3990,0,12808,4989,4318,1156,3162,0,0,0,0,671,9266,-8596,7819,0,7819,0,0
1993:Q1,-390,-21361,0,2513,0,-20976,-21976,0,1000,0,0,0,-2898,0,-20971,-21683,4936,-3245,8181,0,0,0,0,-26619,6150,-32769,712,0,712,0,0
1993:Q2,-355,487,0,780,0,-2487,-3487,0,1000,0,0,0,2194,0,842,3588,7555,5326,2229,0,0,0,0,-3967,3807,-7774,-2746,0,-2746,0,0
1993:Q3,-304,27405,0,1243,0,16912,15912,0,1000,0,0,0,9250,0,27709,19084,8610,5470,3140,0,0,0,0,10474,14427,-3953,8625,0,8625,0,0
1993:Q4,-247,12836,0,2401,0,8366,7366,0,1000,0,0,0,2069,0,13083,15375,9660,9610,50,0,0,0,0,5715,19187,-13472,-2292,0,-2292,0,0
1994:Q1,-416,-2366,0,-3562,0,-7879,-8879,0,1000,0,0,0,9075,0,-1950,1698,12603,-88,12691,0,0,0,0,-10905,9752,-20657,-3648,0,-3648,0,0
1994:Q2,-359,-14118,0,-4751,0,-12388,-19388,0,7000,0,0,0,3021,0,-13759,-15557,2341,-1961,4302,0,0,0,0,-17898,15388,-33286,1798,0,1798,0,0
1994:Q3,-296,2689,0,-2835,0,5740,5240,0,500,0,0,0,-216,0,2985,10947,8386,1902,6484,0,0,0,0,2561,11497,-8936,-7962,0,-7962,0,0
1994:Q4,-232,5501,0,-2128,0,3916,2416,0,1500,0,0,0,3713,0,5733,3386,56,3512,-3456,0,0,0,0,3330,-12074,15404,2347,0,2347,0,0
1995:Q1,-510,14996,0,3463,0,-3017,-3017,0,0,0,0,0,14550,0,15506,21079,19050,5877,13173,0,0,0,0,2029,11842,-9813,-5573,0,-5573,0,0
1995:Q2,-541,225,0,3124,0,-7711,-9711,0,2000,0,0,0,4812,0,766,5586,9507,3979,5528,0,0,0,0,-3921,-18823,14902,-4820,0,-4820,0,0
1995:Q3,-429,15063,0,2827,0,5836,1836,0,4000,0,0,0,6400,0,15492,19759,11489,7381,4108,0,0,0,0,8270,-2762,11032,-4267,0,-4267,0,0
1995:Q4,-178,-5378,0,4177,0,-8522,-12272,0,3750,0,218,0,-1251,0,-5200,-9650,-5704,-7292,1588,0,0,0,0,-3946,4249,-8195,4450,0,4450,0,0
1996:Q1,-675,41306,0,5588,0,21536,18005,0,3531,0,366,0,13816,0,41981,40448,11178,-6608,17786,0,0,0,0,29270,26398,2872,1533,0,1533,0,0
1996:Q2,-765,10294,0,2320,0,-3700,-7419,0,3719,0,366,0,11308,0,11059,20113,22083,18684,3399,0,0,0,0,-1970,6888,-8858,-9054,0,-9054,0,0
1996:Q3,-291,28759,0,2670,0,12093,7780,0,4313,0,368,0,13628,0,29050,23850,10373,7137,3236,0,0,0,0,13477,15788,-2311,5200,0,5200,0,0
1996:Q4,194,13616,0,5456,0,-17516,-18751,0,1235,0,-812,0,26488,0,13422,8159,24395,19595,4800,0,0,0,0,-16236,10814,-27050,5263,0,5263,0,0
1997:Q1,-810,48120,0,4436,0,14359,16348,0,-1989,0,266,0,29059,0,48930,55283,34023,22601,11422,0,0,0,0,21260,15292,5968,-6353,0,-6353,0,0
1997:Q2,-7,-624,0,1813,0,648,-368,0,1016,0,266,0,-3351,0,-617,3675,1967,2695,-728,0,0,0,0,1708,45897,-44189,-4292,0,-4292,0,0
1997:Q3,392,43262,0,5613,0,17431,17862,0,-431,0,265,0,19953,0,42870,50017,32916,20044,12872,0,0,0,0,17101,-2997,20098,-7147,0,-7147,0,0
1997:Q4,157,34031,0,6667,0,23405,25422,0,-2017,0,265,0,3694,0,33874,37685,10146,3148,6998,0,0,0,0,27539,-982,28521,-3811,0,-3811,0,0
1998:Q1,657,47285,0,6495,0,9013,12540,0,-3527,0,179,0,31598,0,46628,51064,37695,19768,17927,0,0,0,0,13369,20829,-7460,-4436,0,-4436,0,0
1998:Q2,-1069,14870,0,-760,0,19260,12330,0,6930,0,293,0,-3923,0,15939,12387,-1249,-7419,6170,0,0,0,0,13636,28448,-14812,3552,0,3552,0,0
1998:Q3,-570,16635,0,2718,0,-3688,-6146,0,2458,0,184,0,17421,0,17205,4383,7210,-50,7260,0,0,0,0,-2827,35070,-37897,12822,0,12822,0,0
1998:Q4,-1260,-9413,0,4890,0,-16639,-15245,0,-1394,0,191,0,2145,0,-8153,-17850,-3685,-6318,2633,0,0,0,0,-14165,-14366,201,9697,0,9697,0,0
1999:Q1,-4734,57682,0,7602,0,12393,20237,0,-7844,0,296,0,37391,0,62415,45117,44520,8480,36040,0,0,0,0,597,-43306,43903,17298,0,17298,0,0
1999:Q2,-4145,42131,0,3111,0,33480,26021,0,7459,0,948,0,4592,0,46275,21743,-9592,-20670,11078,0,0,0,0,31335,15396,15939,24532,0,24532,0,0
1999:Q3,-2906,9390,0,2100,0,-9438,-2076,0,-7362,0,736,0,15992,0,12297,-3424,12080,13459,-1379,0,0,0,0,-15504,21890,-37394,15721,0,15721,0,0
1999:Q4,-2740,112153,0,17909,0,83288,79364,0,3924,0,525,0,10431,0,114893,121409,44586,32944,11642,0,0,0,0,76823,22300,54523,-6516,0,-6516,0,0
2000:Q1,-2553,31778,94,8672,63,2512,12474,26,-9988,0,1331,0,19071,35,34330,20354,3314,7706,-4392,51,0,51,0,16989,24511,-7522,13976,0,13976,0,0
2000:Q2,-4268,69200,0,-3942,0,64072,56726,0,7346,0,2506,0,6564,0,73468,73243,8515,2568,5947,0,0,0,0,64728,24972,39756,225,0,225,0,0
2000:Q3,-6116,-27088,0,5821,0,-33211,-26001,0,-7210,0,-1334,0,1636,0,-20972,-21201,-7746,-5338,-2408,0,0,0,0,-13455,909,-14364,229,0,229,0,0
2000:Q4,-5459,25014,331,8496,96,-6321,-9386,2065,1000,0,2881,0,19426,105,30473,29853,-5671,-8466,2795,2216,0,2216,0,33308,37520,-4212,620,0,620,0,0
2001:Q1,-507,76393,0,19668,0,38765,18331,753,19681,0,777,0,17183,0,76900,75976,19921,8513,11408,753,0,753,0,55302,-20299,75601,924,0,924,0,0
2001:Q2,-294,-74839,0,6639,0,-67144,-72313,497,4672,0,-1098,0,-13236,0,-74545,-74685,-40640,-47210,6570,497,0,497,0,-34542,53064,-87606,140,0,140,0,0
2001:Q3,125,-85656,0,4720,0,-57993,-68085,-796,10888,0,-5392,0,-26991,0,-85781,-85881,-36303,-35056,-1247,-796,0,-796,0,-48782,12799,-61581,100,0,100,0,0
2001:Q4,-539,102284,-1013,19009,36,69351,56023,2720,10608,0,5470,0,9491,-60,102823,102867,23727,18258,5469,2657,0,2657,0,76483,21303,55180,-44,0,-44,0,0
2002:Q1,416,-11194,0,-6095,0,-25653,-37355,150,11552,0,9263,0,11291,0,-11610,-11722,3959,-18456,22415,150,0,150,0,-15831,15007,-30838,112,0,112,0,0
2002:Q2,63,-62188,0,-8769,0,-66084,-54656,891,-12319,0,-2846,0,15511,0,-62251,-62166,-18527,-17123,-1404,891,0,891,0,-44530,9687,-54217,-85,0,-85,0,0
2002:Q3,-917,21754,0,-8176,0,44335,47101,-34,-2732,0,-3774,0,-10631,0,22671,22627,-15581,-15600,19,-34,0,-34,0,38242,-419,38661,44,0,44,0,0
2002:Q4,-1874,-13799,148,6624,832,-47307,-37762,1309,-10854,0,3289,0,22577,38,-11926,-11505,19446,10008,9438,2776,0,2776,0,-33727,-23850,-9877,-421,0,-421,0,0
2003:Q1,-1577,64156,0,-14350,0,70700,54440,-14,16274,0,-458,0,8264,0,65733,65589,25105,22698,2407,-13,0,-13,0,40497,-7966,48463,144,0,144,0,0
2003:Q2,-144,33422,0,15415,0,15653,4113,154,11386,0,7634,0,-5280,0,33566,33591,-37675,-45010,7335,154,0,154,0,71112,68945,2167,-25,0,-25,0,0
2003:Q3,-235,6244,0,-1275,0,23893,9785,59,14049,0,-10063,0,-6311,0,6479,6475,-14801,-15564,763,59,0,59,0,21217,33849,-12632,4,0,4,0,0
2003:Q4,-1229,27937,-32,-6369,-185,13762,1263,-724,13223,0,-764,0,21480,45,29166,29064,24220,19346,4874,-1141,0,-1141,0,5985,5943,42,102,0,102,0,0
2004:Q1,-1815,26927,0,-23345,0,20583,27989,-22,-7384,0,-2445,0,32134,0,28742,28584,15580,10265,5315,-23,0,-23,0,13027,59812,-46785,158,0,158,0,0
2004:Q2,-2204,9056,0,10484,0,26974,38435,-782,-10679,0,1679,0,-30081,0,11260,11270,-23188,-20772,-2416,-781,0,-781,0,35239,-1607,36846,-10,0,-10,0,0
2004:Q3,-1742,10639,0,-18905,0,23288,18503,-433,5218,0,-2662,0,8918,0,12381,12382,-11970,-8408,-3562,-433,0,-433,0,24785,3224,21561,-1,0,-1,0,0
2004:Q4,2469,87809,53,6911,31,48410,50437,-372,-1655,0,1852,0,30511,41,85340,85211,16633,3746,12887,-316,0,-316,0,68894,25739,43155,129,0,129,0,0
2005:Q1,2083,47307,-202,-1477,0,40316,27952,285,12079,0,-673,0,9299,44,45224,45050,31648,27920,3728,301,0,301,0,13101,52924,-39823,174,0,174,0,0
2005:Q2,-3172,47386,-9,6832,0,-609,12081,-109,-12581,0,10843,0,30365,-36,50557,50510,52962,44968,7994,-118,0,-118,0,-2334,81565,-83899,47,0,47,0,0
2005:Q3,1990,23589,258,15555,0,8473,21658,91,-13276,0,-4713,0,3989,27,21599,21595,-4209,-3734,-475,97,0,97,0,25707,86848,-61141,4,0,4,0,0
2005:Q4,-2532,23034,107,21354,117,-13764,-111,1943,-15596,0,-1290,0,16547,-37,25566,25206,24344,7998,16346,2167,0,2167,0,-1305,-48375,47070,360,0,360,0,0
2006:Q1,-414,77883,1258,-1460,0,46881,39360,-7,7528,0,1734,0,29417,53,78297,78021,23484,21400,2084,-13,0,-13,0,54550,76824,-22274,276,0,276,0,0
2006:Q2,1114,-26223,-96,-94,0,-28222,-18311,-48,-9863,0,-6953,0,9218,-76,-27338,-27487,8493,1589,6904,-47,0,-47,0,-35933,107033,-142966,149,0,149,0,0
2006:Q3,195,2043,-367,-1532,0,5751,-585,53,6283,0,1835,0,-3685,41,1849,1843,-15629,-17788,2159,49,0,49,0,17423,91394,-73971,6,0,6,0,0
2006:Q4,4638,29079,-642,4326,110,21460,29953,2551,-11044,0,8063,0,-4210,-28,24441,24263,9073,-1393,10466,2827,0,2827,0,12363,26455,-14092,178,0,178,0,0
2007:Q1,-569,54756,518,3540,0,10536,921,405,9210,0,2577,0,37568,17,55325,55325,43206,46336,-3130,388,0,388,0,11731,134295,-122564,0,0,0,0,0
2007:Q2,-1929,41534,-137,1373,0,34038,44252,48,-10262,0,-4522,0,10793,-11,43463,43463,7332,7283,49,16,0,16,0,36115,52724,-16609,0,0,0,0,0
2007:Q3,-6410,-26940,-535,38016,0,-73027,-154933,-281,82187,0,1607,0,7033,-34,-20530,-20530,13130,-11005,24135,-312,0,-312,0,-33348,-20694,-12654,0,0,0,0,0
2007:Q4,-8208,-38260,1498,18385,2295,-123342,-110825,4970,-17487,0,13606,0,49240,58,-30053,-30053,50801,20326,30475,9857,0,9857,0,-90711,-172236,81526,0,0,0,0,0
2008:Q1,-7633,-11435,266,14580,0,-18430,-32091,777,12884,0,7,0,-7971,113,-3802,-3802,-8831,-1684,-7147,773,0,773,0,4256,124737,-120481,0,0,0,0,0
2008:Q2,-5272,3818,-297,-11929,0,19709,-7537,-639,27885,0,739,0,-4333,-71,9090,9090,-26846,-30193,3347,28189,28828,-639,0,7747,-10699,18446,0,0,0,0,0
2008:Q3,-4672,-66806,-47,10493,0,-67491,-112990,6535,38964,0,28590,0,-38426,75,-62134,-62134,-43446,-58460,15014,67757,61243,6514,0,-86445,-207975,121530,0,0,0,0,0
2008:Q4,-11395,241595,2911,15746,3945,135274,115610,22813,-3149,0,-4066,0,87906,-121,252990,212990,97742,110424,-12682,387002,354856,32146,0,-271754,-287028,15274,40000,40000,0,0,0
2009:Q1,-1676,-82056,910,-3112,100,-77405,-67022,-7888,-2495,0,4718,0,-7299,32,-80380,-80380,-28217,-28217,0,-88514,-81265,-7249,0,36351,-69094,105445,0,0,0,0,0
2009:Q2,-3685,-110740,740,2457,5300,-80947,-78916,-1227,-804,0,6601,0,-44877,-14,-107055,-108205,-54556,-54556,0,-134941,-139910,4969,0,81292,46667,34625,1150,1150,0,0,0
2009:Q3,-656,-97928,429,-10249,-1939,-52973,-47467,-1714,-3792,0,-8675,0,-24538,17,-97273,-99329,-48418,-48418,0,-86193,-82568,-3625,0,35283,43027,-7744,2056,2056,0,0,0
2009:Q4,362,-37923,1215,7484,-5439,-51516,-22638,-11241,-17637,0,-17972,25106,3167,32,-38285,-67922,6129,6129,0,-59774,-45884,-13890,0,-14277,-35227,20951,29637,27245,0,2392,0
2010:Q1,-622,17236,691,-18537,1,44501,39383,-1472,6590,0,4146,310,-13903,27,17858,12007,-38813,-38813,0,-3599,-5095,1496,0,54419,-426,54845,5851,2509,0,3342,0
2010:Q2,-1738,-18885,2778,-7602,1,24866,30535,-752,-4917,0,-454,317,-38781,-10,-17147,-20010,-29948,-29948,0,261,-5231,5492,0,9677,-86161,95838,2863,317,0,2546,0
2010:Q3,-1195,31869,-322,11436,1,-9647,-2725,-762,-6160,0,3417,324,26664,-4,33064,31492,11836,11836,0,-9166,-8675,-491,0,28822,12239,16583,1572,324,0,1248,0
2010:Q4,-2180,18018,-916,11269,-282,17679,25142,-2133,-5330,0,-4613,328,-5488,41,20198,19096,9503,9503,0,-6012,-2945,-3067,0,15605,-41610,57215,1102,328,0,774,0
2011:Q1,-2753,-47546,-123,-17538,1,-18560,7927,-715,-25772,0,-2323,-26385,17368,14,-44793,-29619,-34,-34,0,-24444,-23442,-1002,0,-5141,-21960,16819,-15174,-15088,0,-86,0
2011:Q2,-3413,-6543,1332,-5789,1,11406,15194,918,-4706,0,2040,0,-15525,-8,-3130,-3658,-20371,-20371,0,-4460,-7403,2943,0,21173,16945,4228,528,0,0,528,0
2011:Q3,-4470,-35750,-9389,-7981,13096,870,8348,3436,-10914,0,934,0,-33286,6,-31280,-29478,-21313,-21313,0,-4314,-11477,7163,0,-3851,-4493,642,-1802,-2306,0,504,0
2011:Q4,-3465,-57138,522,-170,1468,-49578,-25689,-7606,-16283,0,-7127,0,-2291,38,-53673,-52757,-30997,-30997,0,-14646,-9555,-5091,0,-7114,-73189,66075,-916,-972,0,56,0
2012:Q1,-3654,13326,180,-8768,-2457,17809,30769,-1596,-11364,0,-9852,0,16425,-11,16980,26332,13253,13253,0,-13992,-9571,-4421,0,27071,-6724,33795,-9352,-8636,0,-716,0
2012:Q2,-4807,-27726,32,-13327,2814,18392,26782,-1330,-7060,0,-9897,0,-25752,12,-22920,-22820,-16455,-16455,0,-10983,-11906,923,0,4618,44375,-39757,-100,0,0,-100,0
2012:Q3,-2714,-29166,-679,-341,-1146,-19636,-9440,988,-11184,0,3211,0,-10576,1,-26452,-23044,-38587,-38587,0,-2991,0,-2991,0,18534,-45715,64249,-3408,0,0,-3408,0
2012:Q4,-6150,-16218,322,17260,1136,-46015,-31062,-1508,-13445,0,2875,0,8080,124,-10068,-7474,-10852,-10852,0,-4185,0,-4185,0,7563,-74399,81962,-2594,0,0,-2594,0
2013:Q1,1629,-849,0,-13303,296,5103,-658,3327,2434,0,-9859,0,16914,0,-2478,560,22768,22768,0,3190,0,3190,0,-25398,45762,-71160,-3038,0,0,-3038,0
2013:Q2,-2850,-8608,493,-4782,0,3558,-7673,4364,6867,0,-6967,0,-843,-67,-5758,-5278,473,473,0,4253,0,4253,0,-10004,62595,-72599,-480,0,0,-480,0
2013:Q3,-699,-19941,-567,6745,0,-4250,-5076,1917,-1091,0,1524,0,-23403,10,-19242,-19242,-23399,-23399,0,1883,0,1883,0,2274,-9925,12199,0,0,0,0,0
2013:Q4,-4218,25808,798,-1871,718,11423,8057,6237,-2871,0,10038,0,4812,-110,30026,30026,16159,16159,0,8215,0,8215,-0,5652,-27100,32752,0,0,0,0,0
2014:Q1,-11302,8530,0,-3653,1514,20368,7964,304,12100,0,-10070,0,371,0,19832,19832,17183,17183,0,1818,0,1818,0,831,109740,-108909,0,0,0,0,0
2014:Q2,-9420,-724,4058,-3541,-4622,8666,15034,-1569,-4799,0,-2234,0,-3051,0,8696,8696,-5952,-5952,0,-2133,0,-2133,0,16781,-47993,64774,0,0,0,0,0
2014:Q3,-9473,33600,75,6144,300,16337,5162,12295,-1120,0,3716,0,7028,0,43073,43073,15179,15179,0,12671,0,12671,0,15223,-21514,36737,0,0,0,0,0
2014:Q4,-10896,-56129,1589,15446,-2910,-46963,-56040,10550,-1473,0,1333,0,-24633,9,-45233,-45233,-22818,-22818,0,11458,0,11458,0,-33873,-25270,-8603,0,0,0,0,0
2015:Q1,-13320,-12229,-1,-13515,-1888,12958,4256,5225,3477,0,-2807,0,-6976,0,1091,1091,1532,1532,0,3830,0,3830,0,-4271,26673,-30944,0,0,0,0,0
2015:Q2,-10635,1713,9614,-12960,-9387,10541,18029,-2257,-5231,0,-8984,0,12889,0,12348,12348,22945,22945,0,-1430,0,-1430,0,-9167,-59023,49856,0,0,0,0,0
2015:Q3,-14517,24417,-1374,-7559,3645,15919,5457,6020,4442,0,14555,0,-768,-1,38934,38934,21739,21739,0,10068,0,10068,0,7127,45287,-38160,0,0,0,0,0
2015:Q4,-12787,1761,4046,17186,-680,-22718,-4695,-13957,-4066,0,6565,0,-2976,338,14548,14548,-18557,-18557,0,-15067,0,-15067,0,48172,-22754,70926,0,0,0,0,0
2016:Q1,-16513,104173,12609,31905,-6030,41879,30628,3368,7883,0,2086,0,21723,1,120686,120686,36880,36880,0,5261,0,5261,0,78545,73592,4953,0,0,0,0,0
2016:Q2,-13396,37769,2953,16545,-150,21993,27414,1241,-6662,0,8551,0,-12208,85,51165,51165,-8726,-8726,0,3780,0,3780,0,56111,-60876,116987,0,0,0,0,0
2016:Q3,-13107,52074,-807,27169,-415,37822,46109,-5621,-2666,0,-2660,0,-8999,-36,65181,65181,-19553,-19553,0,-6700,0,-6700,0,91434,-19023,110457,0,0,0,0,0
2016:Q4,-10541,31044,5270,33849,-360,-8223,-6209,595,-2609,0,6764,0,-6126,-130,41585,41585,-6549,-6549,0,5748,0,5748,0,42386,-24792,67178,0,0,0,0,0
2017:Q1,-8842,34901,31189,-13764,150,2628,21482,-23709,4855,0,4287,0,10357,54,43743,43743,18224,18224,0,7083,0,7083,0,18436,44099,-25663,0,0,0,0,0
2017:Q2,-8503,-32281,7536,-8008,-25,-24288,-25616,577,751,0,13498,0,-21000,6,-23778,-23778,-18668,-18668,0,7385,0,7385,0,-12495,14736,-27231,0,0,0,0,0
2017:Q3,-8756,-13220,-620,-2524,125,2912,4338,-184,-1242,0,-5462,0,-7639,-12,-4464,-4464,-11187,-11187,0,-1627,0,-1627,0,8350,-13092,21442,0,0,0,0,0
2017:Q4,-10055,-7895,-6978,-1526,1500,-6291,-14455,8892,-728,0,7072,0,-1787,115,2160,2160,17612,17612,0,3976,0,3976,0,-19428,-4519,-14909,0,0,0,0,0
2018:Q1,-5088,68198,4581,-9629,-1630,32842,34808,-1899,-67,0,-2722,0,44605,151,73286,73286,14733,14733,0,661,0,661,0,57892,-568,58460,0,0,0,0,0
2018:Q2,-3007,-4782,-6994,-3403,-125,-10909,-15093,4823,-639,0,4745,0,12030,-126,-1775,-1775,1947,1947,0,-3795,0,-3795,0,73,2644,-2571,0,0,0,0,0
2018:Q3,-551,5772,-546,21446,25,-1099,-5653,3746,808,0,-2780,0,-11249,-25,6323,6323,-9372,-9372,0,1826,0,1826,0,13869,6887,6982,0,0,0,0,0
2018:Q4,256,4067,4767,27118,1915,-9560,3394,-2818,-10136,0,-18153,0,-2014,-6,3811,3811,2037,2037,0,2359,0,2359,0,-585,-40924,40339,0,0,0,0,0
2019:Q1,-16830,-8872,-10482,-6876,254,-18635,-19585,-2610,3560,0,11418,0,15423,26,7958,7958,17863,17863,0,-10871,0,-10871,0,966,36335,-35370,0,0,0,0,0
2019:Q2,-14047,-44235,-76,2915,597,-37479,-40800,1722,1599,0,5951,0,-16139,-4,-30188,-30188,-3286,-3286,0,692,0,692,0,-27594,15725,-43319,0,0,0,0,0
2019:Q3,-5992,-58111,11508,16111,411,-82233,-81771,-52,-410,0,-267,0,-3618,-23,-52119,-52119,-15433,-15433,0,11773,0,11773,0,-48459,-4388,-44071,0,0,0,0,0
2019:Q4,-13007,20696,-4282,13810,-786,2442,-847,5196,-1907,0,8604,0,791,117,33703,33703,-4886,-4886,0,814,0,814,0,37775,-22304,60079,0,0,0,0,0
2020:Q1,-17172,202737,100455,82303,324,26073,25326,6654,-5907,0,-9315,0,2840,57,219909,219909,-2607,-2607,0,106260,0,106260,0,116256,-57060,173316,0,0,0,0,0
2020:Q2,-20731,155750,-23864,57208,1690,2772,-18155,12157,7570,1200,120923,7974,-10921,-32,176481,63981,-10219,-10219,0,-14113,15140,-29253,0,88313,57566,30747,112500,0,0,0,112500
2020:Q3,-18385,11465,5981,-15645,405,22149,29232,-7001,-533,451,8376,644,-10434,-11,29850,29850,-13632,-13632,0,10155,4818,5337,0,33327,-31238,64565,0,0,0,0,0
2020:Q4,-16338,47334,11539,3370,-210,30377,29406,-7936,4275,4632,11150,158,-9066,16,63672,63672,-1090,-1090,0,21947,20699,1248,0,42815,31394,11421,0,0,0,0,0
2021:Q1,-14238,122974,34679,49136,-2234,32017,26194,7887,-1839,-225,-32679,-269,42293,31,137212,199434,56765,56765,0,44776,-1754,46530,0,97893,-15805,113698,-62222,0,0,0,-62222
2021:Q2,-14738,-1058,12502,31877,853,-907,-931,-9747,11058,-1287,-20469,-7445,-17451,-18,13680,23680,-25617,-25617,0,4442,-2048,6490,0,44855,72272,-27418,-10000,0,0,0,-10000
2021:Q3,-17967,-10771,11092,17283,-127,-22730,-17047,-477,-4808,-398,-24173,-1062,8991,-45,7196,20615,8832,8832,0,-4347,-15100,10753,0,16130,43042,-26912,-13419,0,0,0,-13419
2021:Q4,-21375,47252,13649,78057,-298,-22551,-18497,502,-4314,-242,-4457,0,-17256,108,68627,74228,-21602,-21602,0,12533,-741,13274,0,83297,-43147,126444,-5601,0,0,0,-5601
2022:Q1,-7808,40610,19662,-72002,234,54972,50527,-2583,8252,-1224,14052,0,23665,27,48418,48419,37750,37750,0,11539,-2233,13772,0,-870,82519,-83389,-1,0,0,0,-1
2022:Q2,-19322,-70971,-19204,-55694,733,62064,67444,-4838,-542,0,-32193,0,-26643,-34,-51649,-48332,-22442,-22442,0,-24211,-1131,-23080,0,-1679,-5416,3737,-3317,0,0,0,-3317
2022:Q3,-18333,-74654,-16449,-37363,-219,-31039,-27521,3433,-6951,0,-622,0,11035,3,-56321,-56321,-10368,-10368,0,-13728,-1005,-12723,0,-32225,-69509,37284,0,0,0,0,0
2022:Q4,-23762,-12587,-6040,-11183,-471,9775,10544,1329,-2098,0,2438,0,-7179,73,11175,13715,-8128,-8128,0,-8952,-1374,-7578,0,30795,-20984,51779,-2540,0,0,0,-2540
2023:Q1,-26335,35927,-3833,49248,1071,-24068,-32175,5398,2709,0,5823,0,7714,-28,62262,62262,20858,20858,0,1585,-892,2477,0,39819,27093,12726,0,0,0,0,0
2023:Q2,-28485,-54108,-25034,-235,-677,-33406,-43943,10896,-359,0,8214,0,-2949,-21,-25624,-23624,-15036,-15036,0,-14459,-1063,-13396,0,5871,-3589,9460,-2000,0,0,0,-2000
2023:Q3,-29275,-33806,-23898,8437,765,-45769,-41341,-3385,-1043,0,3257,0,23304,98,-4531,-5267,26562,26562,0,-27652,-1277,-26375,0,-4177,-10433,6256,736,0,0,0,736
2023:Q4,-31520,6946,7389,-31488,306,61194,58449,6571,-919,-2907,-8502,0,-21860,-93,38466,45202,-21608,-21608,0,9936,-4605,14541,0,56874,-9186,66060,-6736,0,0,0,-6736
2024:Q1,-8092,-17516,-2765,-5809,-280,-13749,-15981,-4255,6487,0,-5783,0,10855,15,-9424,-9424,21959,21959,0,-7018,-1364,-5654,0,-24365,64863,-89228,0,0,0,0,0
