date,FA894100005.Q,FA314100005.Q,FA714100005.Q,FA704100005.Q,FA764100005.Q,FA754100005.Q,FA744100005.Q,FA474100005.Q,FA403197033.Q,FA264100005.Q,FA894000005.Q,FA154000005.Q,FA144000005.Q,FA104000005.Q,FA114000005.Q,FA314000005.Q,FA214000005.Q,FA794000005.Q,FA714000005.Q,FA704000005.Q,FA764000005.Q,FA754000005.Q,FA743020003.Q,FA474010005.Q,FA513020005.Q,FA543020005.Q,FA574000005.Q,FA343020033.Q,FA224000045.Q,FA633030205.Q,FA404000005.Q,FA614000005.Q,FA643020073.Q,FA663020003.Q,FA733030003.Q,FA503020005.Q,FA264000005.Q,FA904000005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,-8210,588,-559,-8140,-8198,11,-16,63,24,-123,-8595,11905,1182,578,604,-23145,1054,947,-184,697,678,21,-21,19,189,-6,20,0,8,0,2,-8,0,229,0,0,-538,385
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,8458,144,843,6077,5927,106,-37,81,28,1366,9147,3518,2065,1915,150,1015,900,2041,-306,2048,2037,22,-2,-9,182,246,30,0,8,0,-3,-63,0,-101,0,0,-392,-689
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,4601,-54,2378,1944,1779,141,-69,93,35,298,5075,-278,-84,386,-470,1461,770,2517,3,2450,2427,34,-9,-2,42,-105,30,0,6,0,-13,175,0,-71,0,0,689,-474
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,-247,-131,-4716,4225,3817,327,-17,98,134,241,-681,675,914,1042,-128,745,398,-3718,-31,-3834,-3888,69,-8,-7,63,-7,43,0,10,0,-6,112,0,-68,0,0,305,434
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,10613,-229,889,9766,9289,281,47,149,-43,230,10140,4659,1595,1366,229,-457,570,3153,1139,1441,1363,58,-5,25,65,97,60,0,18,0,20,168,0,145,0,0,620,473
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,14541,-149,3210,11504,10850,405,24,225,37,-61,15133,9177,2177,1671,506,184,566,3178,-226,3119,2798,85,37,199,36,80,65,0,19,0,-2,117,0,-30,0,0,-149,-592
1952:Q1,24268,-56,1968,21996,20892,888,32,184,336,24,23332,11384,3288,3236,52,5668,1052,1256,-1356,1392,1208,204,8,-28,52,-280,1472,0,20,0,-40,28,0,-32,0,0,684,936
1952:Q2,6504,-104,-880,7352,6260,748,36,308,248,-112,4836,8248,1428,2064,-636,-2180,-904,-2924,-964,-2352,-2644,160,-4,136,76,248,20,0,20,0,40,32,0,-44,0,0,1168,1668
1952:Q3,31672,-84,8240,23816,24316,-836,36,300,-108,-192,28372,10856,-476,332,-808,6584,1860,8768,1868,6872,6956,-204,-8,128,92,-48,24,0,20,0,-32,32,0,-60,0,0,780,3300
1952:Q4,-3780,28,-4584,484,-264,416,20,312,160,132,-1492,7344,-3052,-2568,-484,-200,-376,-4716,8,-5232,-5436,124,-12,92,108,324,52,0,20,0,60,32,0,-88,0,0,-492,-2288
1953:Q1,17200,-96,1372,15508,14276,988,8,236,196,220,14648,20624,-3876,-3540,-336,-3900,-232,2580,1616,1412,1448,92,0,-128,92,-624,100,0,24,0,16,20,0,-76,0,0,-548,2552
1953:Q2,-6776,-92,-1284,-4916,-4456,-924,-4,468,144,-628,-6504,3436,4788,5080,-292,-11320,540,-4328,-3372,-976,-1120,-104,4,244,72,-168,140,0,36,0,-8,28,0,-80,0,0,380,-272
1953:Q3,31160,-160,3520,27900,27680,-116,0,336,-96,-4,29188,9944,-1188,-1024,-164,16452,1384,2436,1436,444,372,-48,4,116,44,328,144,0,36,0,52,24,0,-72,0,0,160,1972
1953:Q4,-6088,-88,-4432,-2060,-2800,428,4,308,308,184,-2920,3308,-716,-724,8,-7776,1284,648,-316,4,-280,152,4,128,12,740,108,0,28,0,112,28,0,-68,0,0,332,-3168
1954:Q1,9052,-36,-768,9472,9164,52,28,228,724,-340,9980,11804,-2344,-2580,236,468,2320,-3052,-1096,-1260,-1292,-16,0,48,-16,-620,84,0,16,0,-212,48,0,4,0,0,784,-928
1954:Q2,18736,-144,-500,18696,18008,280,40,368,320,364,18864,13436,4140,3644,496,-52,-1508,1144,-312,1140,864,52,-4,228,-44,164,56,0,8,0,20,48,0,64,0,0,1704,-128
1954:Q3,18872,-156,-2172,21384,20692,200,48,444,-184,0,17128,16012,4976,4420,556,-4404,1036,-704,384,-1272,-1580,8,-4,304,-64,40,60,0,0,0,96,-64,0,116,0,0,212,1744
