date,FA216010105.Q,FA216210001.Q,FA216240001.Q,FA216231001.Q,FA216601001.Q,FA216150105.Q,FA216403105.Q,FA216402101.Q,FA216900005.Q,FA216901001.Q,FA216404001.Q,FA216403001.Q,FA216130001.Q,FA216402001.Q,FA216006005.Q,FA216300001.Q,FA215440005.Q,FA216000105.Q,FA215090005.Q,FA215019001.Q,FA215420003.Q,FA215000005.Q,FA214090005.Q,FA213020005.Q,FA213030000.Q,FA213034003.Q,FA212051003.Q,FA214022005.Q,FA213069103.Q,FA213061103.Q,FA213061703.Q,FA213062003.Q,FA213063003.Q,FA214023005.Q,FA213065005.Q,FA213069200.Q,FA213064103.Q,FA213064203.Q,FA213070003.Q,FA213078005.Q,FA213093003.Q,FA214190005.Q,FA213162005.Q,FA213162400.Q,FA213162200.Q,FA213169203.Q,FA213170003.Q,FA223073045.Q,FA217005005.Q
1969:Q1,99162,11858,63309,3808,980,3986,13795,1426,96355,75059,12616,0,8656,24,2807,9203,-6918,18928,13271,29037,1091,-16857,7724,-476,-3288,0,4452,6316,0,2024,4196,96,0,192,192,0,0,0,292,408,-172,24581,15492,4260,11232,548,1984,6557,5657
1969:Q2,102409,12324,65073,3668,1016,4227,14677,1424,99432,77614,12832,0,8962,24,2977,9532,-6872,19381,14720,29462,991,-15733,5092,-536,-5484,0,5840,3932,0,2096,1608,228,0,236,236,0,0,0,1324,-132,-88,20825,12880,3024,9856,300,2032,5613,4661
1969:Q3,106574,13363,66989,3516,1040,4463,15781,1422,103021,80270,13404,0,9323,24,3553,9750,-6605,19908,21088,28874,929,-8715,9092,828,-10920,0,14232,3188,0,3180,-4,12,0,520,520,0,0,0,1480,-184,-52,17807,10496,2208,8288,264,2044,5003,-1180
1969:Q4,109894,13679,68805,3448,1068,4688,16775,1431,106734,82950,14016,0,9740,28,3160,10094,-6977,20231,13044,27898,913,-15767,1908,7700,-3868,0,-9036,4552,0,5024,-396,-76,0,880,880,0,0,0,1860,-52,-128,17675,6676,1572,5104,1872,2036,7091,7187
1970:Q1,114150,14017,70610,3756,1072,4951,18283,1461,111144,86160,14704,0,10256,24,3006,10401,-6592,19999,18259,28169,956,-10866,6676,-160,5304,0,-2356,1900,0,3824,-1812,-112,0,1704,1704,0,0,0,-68,356,-4,17542,8576,1252,7324,-164,2088,7042,1740
1970:Q2,117569,14148,72431,3736,1080,5119,19594,1461,115305,88878,15636,0,10767,24,2264,10761,-6312,19337,14058,28506,1029,-15477,5844,-84,12548,0,-8040,268,0,1612,-1688,344,0,436,436,0,0,0,772,-64,8,21321,13360,3748,9612,-504,2124,6341,5279
1970:Q3,121182,14317,74324,3832,1092,5240,20944,1433,119816,91929,16552,0,11311,24,1366,11103,-5940,18409,23773,30295,1136,-7658,11276,-4072,13592,0,4292,-3884,0,-1992,-1900,8,0,664,664,0,0,0,668,132,-116,18934,8852,-1060,9912,776,2244,7062,-5364
1970:Q4,123346,14386,75963,3636,1112,5318,21559,1372,124211,94796,17512,0,11879,24,-865,11517,-6004,16656,-1716,30372,1271,-33359,-6452,448,8576,0,-9956,-7288,0,-3712,-3928,352,0,864,864,0,0,0,1116,-164,-48,26907,17144,5432,11712,200,2292,7271,18372
1971:Q1,127343,14711,78252,4088,1132,5440,22422,1298,129120,98208,18324,0,12560,28,-1777,11814,-6634,16671,11402,30350,1490,-20438,7508,5288,10256,0,-1612,-8376,0,-3720,-4572,-84,0,1224,1224,0,0,0,284,488,-44,27946,17120,4676,12444,372,2328,8126,5269
1971:Q2,131944,15606,80227,4216,1164,5472,24006,1253,133227,101044,19060,0,13091,32,-1283,12105,-7507,18329,13706,30823,1609,-18726,9204,-960,3692,0,7276,-3536,0,-480,-2928,-128,0,624,624,0,0,0,552,1360,196,27930,16992,3408,13584,-272,2384,8826,4623
1971:Q3,135495,16015,82806,4372,1184,5503,24364,1251,137180,103850,19644,0,13650,36,-1685,12339,-7070,17724,23092,30329,1688,-8925,18184,1952,5480,0,7604,-956,0,-168,-604,-184,0,1308,1308,0,0,0,892,1624,280,27109,14028,832,13196,996,2396,9689,-5368
1971:Q4,140202,17276,84719,4460,1216,5533,25728,1270,140596,106014,20300,0,14242,40,-394,12651,-6801,19058,5549,31341,1725,-27517,2160,-2344,9208,0,-11056,1760,0,2956,-584,-612,0,1160,1160,0,0,0,1988,1512,-68,29677,16120,1016,15104,364,2468,10725,13509
1972:Q1,145812,19501,86368,4992,1256,5644,26705,1346,145443,109343,21208,0,14845,47,369,12919,-7005,20293,19688,31468,1660,-13440,17928,4084,3988,0,3200,3180,0,2768,924,-512,0,1340,1340,0,0,0,92,1944,100,31368,16620,2044,14576,1068,2504,11176,605
1972:Q2,158062,20966,88526,5044,1308,5764,35028,1426,149010,111858,21620,0,15481,51,9052,13130,-6628,28810,17798,30371,1655,-14228,11684,-3372,6928,0,252,3948,0,1220,3848,-1120,0,1612,1612,0,0,0,812,1496,8,25912,13972,-1500,15472,-1212,2484,10668,11012
1972:Q3,153572,21217,90350,5224,1336,5983,27977,1485,153400,114678,22516,0,16151,55,172,13424,-8167,21763,35302,30874,1652,2776,27728,3196,4740,0,9256,5868,0,2264,2752,852,0,1148,1148,0,0,0,2024,1676,-180,24952,11828,-1000,12828,504,2528,10092,-13539
1972:Q4,171007,21848,92544,5748,1380,6305,41674,1508,156311,116926,22468,0,16858,59,14696,13782,-7280,35758,21048,32655,1657,-13264,11880,-836,11452,0,-13064,8328,0,2984,5760,-416,0,1448,1448,0,0,0,2888,2000,-336,25144,12052,664,11388,1020,2624,9448,14710
1973:Q1,169727,21899,95060,6036,1424,6928,36879,1501,160742,119793,23248,0,17633,68,8985,14168,-7332,30485,33701,33424,1681,-1404,24960,256,9756,0,2424,8476,0,2112,5464,900,0,1112,1112,0,0,0,1136,1792,8,26364,13424,2268,11156,668,2680,9592,-3216
1973:Q2,171071,22317,96333,6072,1468,7446,35965,1470,165251,122865,23960,0,18350,76,5820,14589,-7644,28053,29747,33327,1704,-5284,19456,-1012,4780,0,1384,8712,0,1860,6872,-20,0,972,972,0,0,0,3044,1548,28,24740,11984,-1352,13336,-968,2712,11012,-1694
1973:Q3,173790,23113,98669,5856,1520,8018,35203,1411,169381,126077,24172,0,19047,85,4409,15018,-6844,26271,37679,33871,1735,2073,31076,-748,11368,0,6824,7832,0,1052,7144,-364,0,1784,1784,0,0,0,2672,1264,80,29003,12036,-596,12632,1664,2784,12519,-11408
1973:Q4,177539,23975,99622,6148,1556,8656,36257,1325,174408,129631,24956,0,19726,95,3131,15585,-7428,26144,17585,35332,1772,-19519,14964,652,2992,0,-4836,7104,0,-348,7052,400,0,2932,2932,0,0,0,4456,1892,-228,34483,17688,940,16748,-220,2908,14107,8559
1974:Q1,179020,23264,101022,6328,1596,9432,36214,1164,178140,134223,23428,0,20385,104,880,16514,-9240,26634,27792,37676,1820,-11704,23660,-32,3432,0,9004,6616,0,148,6540,-72,0,1812,1812,0,0,0,1104,1964,-240,35364,17380,1512,15868,232,3084,14668,-1158
1974:Q2,184408,24082,103992,6632,1644,10023,37097,938,185146,139202,24720,0,21112,112,-738,17765,-10092,27119,28190,40878,1860,-14548,15956,3872,10788,0,-10992,5408,0,-1172,4964,1616,0,1856,1856,0,0,0,2920,2000,104,30504,14572,1004,13568,-772,3296,13408,-1071
1974:Q3,190577,25163,106834,7280,1684,10489,38484,643,192465,144587,25852,0,21906,120,-1888,19084,-8024,25220,32869,41719,1897,-10747,21540,-4348,1596,0,13324,4456,0,1796,2312,348,0,1772,1772,0,0,0,2444,2168,128,32287,12708,4852,7856,1568,3412,14599,-7649
1974:Q4,192576,25583,107504,6476,1736,10827,39985,465,200127,150130,27104,0,22765,128,-7551,20047,-9324,21820,-4184,41728,1927,-47839,-21200,240,6992,0,-18360,-208,0,1060,-1472,204,0,4440,4440,0,0,0,-14620,524,-208,26639,6372,3468,2904,1676,3496,15095,26004
1975:Q1,196858,25724,109021,6112,1752,11232,42672,345,209197,156150,29216,0,23691,140,-12339,20608,-10124,18393,26464,45354,1961,-20851,7224,2756,-9460,0,8848,2908,0,1872,1132,-96,0,2196,2196,0,0,0,-884,920,-60,28075,8656,3840,4816,384,3740,15295,-8071
1975:Q2,206053,26456,111683,6636,1800,11288,47865,325,216868,161680,30476,0,24560,152,-10815,20855,-9337,19377,23488,42336,1963,-20811,6268,-1600,3672,0,-3812,3728,0,-1028,5132,-376,0,1792,1792,0,0,0,764,1784,-60,27079,8744,-24,8768,-40,3688,14687,-4111
1975:Q3,212287,27167,114899,8196,1868,11215,48604,338,222032,165546,30952,0,25370,164,-9745,21076,-12345,23676,38027,43730,1945,-7648,19632,-512,-2420,0,7784,8304,0,1796,3584,2924,0,1192,1192,0,0,0,2700,2592,-8,27280,5264,-8404,13668,460,3808,17748,-14351
1975:Q4,216882,28161,117257,8444,1952,11005,49679,384,226882,168018,32564,0,26124,176,-10000,21366,-12090,23456,7620,46781,1907,-41068,-1168,1260,312,0,-16104,8280,0,2400,-1200,7080,0,1248,1248,0,0,0,2976,1020,-160,39900,21164,3552,17612,-48,3976,14808,15836
1976:Q1,224158,29468,120870,9676,2036,10509,51117,482,230796,170413,33384,0,26819,180,-6638,21659,-11598,26619,29934,49278,1842,-21186,22116,-2620,392,0,2260,16688,0,11308,732,4648,0,3760,-240,4000,0,0,-544,2344,-164,43302,17564,-2156,19720,5036,4096,16606,-3315
1976:Q2,228731,30598,123516,9628,2132,10342,52001,514,233999,172899,33416,0,27500,184,-5268,21968,-11329,28029,26345,45584,1779,-21018,18168,-168,-4188,0,6060,6704,0,1868,1360,3476,0,5876,1876,4000,0,0,2372,1100,412,39186,30848,2836,28012,-5228,3992,9574,1684
1976:Q3,233429,31601,126025,9660,2236,10339,53016,552,238642,175552,34724,0,28170,196,-5213,22140,-12273,29200,37952,43091,1713,-6852,28700,1916,4168,0,2288,11292,0,5836,4064,1392,0,5544,1544,4000,0,0,2040,1248,204,35552,10120,-5408,15528,4948,3948,16536,-8752
1976:Q4,242378,32629,129645,9580,2344,10526,57122,532,243031,178983,35028,0,28824,196,-653,22408,-12884,34639,30654,41612,1650,-12608,22360,-2968,8024,0,-9788,15408,0,12980,2456,-28,0,7660,1820,5840,0,0,3036,1084,-96,34968,7208,-11540,18748,3388,3940,20432,3985
1977:Q1,246287,33530,132880,10516,2512,10910,55459,480,248828,183468,35692,0,29460,208,-2541,22845,-12850,33154,43514,43505,1566,-1557,40220,2752,4496,0,2084,17420,0,4084,14364,-1028,0,10076,620,9456,0,0,1340,2036,16,41777,14812,-8468,23280,1368,4084,21513,-10360
1977:Q2,254692,34719,135500,11388,2704,11359,58560,462,255384,187558,37492,0,30130,204,-692,23211,-13038,35557,45597,44874,1540,-817,41504,152,5172,0,5416,18116,0,15168,3520,-572,0,8560,-884,9444,0,0,2372,1992,-276,42321,33020,3888,29132,-8164,4204,13261,-10040
1977:Q3,263515,35927,138332,11848,2856,11895,62221,436,260610,192314,37264,0,30824,208,2905,23641,-13769,40315,53980,43801,1545,8634,48508,424,8748,0,2860,22916,0,14964,6288,1664,0,10588,1148,9440,0,0,1732,1520,-280,39874,15568,-3148,18716,4864,4216,15226,-13665
1977:Q4,268654,37288,141052,11964,3028,12496,62320,506,266271,196791,37708,0,31552,220,2383,24047,-12691,39121,40702,43659,1581,-4538,31392,968,9464,0,-10740,15936,0,12472,1212,2252,0,10796,1336,9460,0,0,3932,1112,-76,35930,15296,-3932,19228,2752,4264,13618,-1581
1978:Q1,276019,38636,142960,10516,3184,13225,66893,605,272314,200744,39168,0,32182,220,3705,24488,-12840,41033,41065,43050,1671,-3656,53200,-292,9268,0,2352,28644,0,19248,6840,2556,0,12624,2228,10396,0,0,1624,-1008,-12,56856,35796,-1692,37488,1140,4284,15636,-32
1978:Q2,287776,40140,147695,12372,3348,14074,69572,575,278186,204092,40972,0,32894,228,9590,25097,-13480,48167,58792,51192,1752,5848,59748,240,8472,0,5528,26544,0,8896,18500,-852,0,12748,2336,10412,0,0,3488,2532,196,53900,45304,1324,43980,-7372,4680,11288,-10625
1978:Q3,285698,40922,144235,12480,3484,15077,69003,497,283728,208528,41268,0,33692,240,1970,25724,-13964,41658,49419,53628,1823,-6032,51904,112,9812,0,1916,23300,0,17848,6164,-712,0,12528,2120,10408,0,0,2496,1440,300,57936,37676,-516,38192,-12,4840,15432,-7761
1978:Q4,293634,42102,147590,13056,3624,16252,70616,394,289491,212994,41660,0,34569,268,4143,26344,-14556,45043,46046,55428,1882,-11264,51244,228,4784,0,6716,17572,0,1636,19656,-3720,0,13736,3312,10424,0,0,5636,2480,92,62508,45192,3220,41972,20,4984,12312,-1003
1979:Q1,296765,42034,150585,13692,3768,18222,68229,235,296867,218650,42384,0,35533,300,-102,27095,-15632,42625,46828,51487,1923,-6582,53000,-628,3640,0,6500,33916,0,23040,14000,-3124,0,4680,4400,280,0,0,1796,2856,240,59582,30048,400,29648,60,4888,24586,-4203
1979:Q2,300756,42063,152557,13792,3856,19546,68886,56,302318,221983,43504,0,36507,324,-1562,28027,-15016,41481,51126,56946,1970,-7790,38940,-1444,-1600,0,16868,12724,0,-1008,14036,-304,0,5728,5436,292,0,0,4024,2488,152,46730,25676,-1096,26772,668,5188,15198,-9645
1979:Q3,310772,45392,155558,13608,3932,20800,71612,-130,311052,228702,44520,0,37490,340,-280,29032,-16356,45108,49123,60710,2020,-13607,43056,760,-244,0,10112,17784,0,2732,14828,224,0,7064,6776,288,0,0,4524,2884,172,56663,27748,3476,24272,-388,5432,23871,-4015
1979:Q4,316904,46639,158968,13180,3964,21995,72441,-283,319837,234153,46856,0,38484,344,-2933,30081,-17868,45016,52148,64280,2075,-14207,36376,508,-5856,0,5012,19184,0,-18804,36584,1404,0,9524,9224,300,0,0,5220,3120,-336,50583,22204,1128,21076,444,5648,22287,-7132
1980:Q1,325664,46552,161901,16068,3608,24347,73581,-393,329195,240262,49092,0,39493,348,-3531,31199,-18396,46064,50876,67456,2120,-18700,21292,-1072,-544,0,8928,-436,0,-10924,9496,992,0,5304,8104,-2800,0,0,1660,7368,84,39992,22144,1708,20436,208,5868,11772,-4812
1980:Q2,327218,48001,163344,12756,2916,25559,75246,-604,336201,246302,48960,0,40591,348,-8983,32384,-18768,42169,53048,65731,2166,-14849,17708,-912,-2776,0,13948,-1396,0,2912,-5580,1272,0,8928,10048,-1120,0,0,88,48,-220,32557,20524,324,20200,260,5856,5917,-10879
1980:Q3,339228,49406,168150,13952,3812,26872,78008,-972,346551,251995,52424,0,41776,356,-7323,33701,-18248,44626,58942,64088,2203,-7349,41644,44,-5064,0,11012,18784,0,22040,-3476,220,0,11040,11040,0,0,0,2852,3080,-104,48993,21612,1236,20376,1436,5856,20089,-14316
1980:Q4,351448,51605,173273,15088,3952,28290,80633,-1393,355298,257559,54328,0,43047,364,-3850,34958,-18984,50092,45059,65520,2223,-22684,26836,-340,1420,0,-13024,19872,0,20460,1016,-1604,0,10816,9936,880,0,0,6416,1700,-24,49520,20896,3680,17216,1792,5984,20848,5033
1981:Q1,361027,52535,180182,16816,3744,29946,79690,-1886,365502,265109,55600,0,44413,380,-4475,36198,-18396,50119,48338,71023,2248,-24933,32368,-2860,-368,0,552,21592,0,18756,3372,-536,0,7348,8788,-1440,0,0,5060,648,396,57301,26520,8260,18260,908,6340,23533,1781
1981:Q2,365367,53673,183668,15164,3828,31371,79833,-2170,374599,270974,57372,0,45857,396,-9232,37320,-18116,46204,67810,65789,2246,-225,34240,-1848,416,0,-3336,32304,0,24696,8256,-648,0,7836,8956,-1120,0,0,2140,-3468,196,34465,15328,-3292,18620,3028,6232,9877,-21606
1981:Q3,371289,55488,188322,15656,3908,32688,77498,-2271,381771,276271,57704,0,47388,408,-10482,38308,-17212,45038,51703,64055,2244,-14596,41280,-712,2868,0,4056,28888,0,13536,14500,852,0,7016,7016,0,0,0,208,-1292,248,55876,33132,1528,31604,-404,6264,16884,-6665
1981:Q4,372216,56764,190688,14132,3960,33897,74861,-2086,388691,281585,57684,0,48998,424,-16475,39279,-17408,40212,24801,66799,2242,-44240,13008,-392,6556,0,-14616,18648,0,6464,11328,856,0,5048,5968,-920,0,0,1928,-3656,-508,57248,30548,-1944,32492,1420,6452,18828,15411
1982:Q1,378124,57302,193929,14140,4012,35224,75184,-1667,398092,287922,59036,0,50690,444,-19968,40099,-16300,36431,28840,65326,2228,-38714,28436,-2044,10592,0,-7060,21308,0,32760,-13288,1836,0,7460,4536,2924,0,0,-1444,-308,-68,67150,42248,7896,34352,976,6476,17450,7591
1982:Q2,386377,58066,198298,14268,4036,36269,76854,-1414,407852,293896,61016,0,52488,452,-21475,40976,-17132,36633,40151,66276,2221,-28346,42660,-2640,5360,0,6216,28340,0,34380,-6052,12,0,2732,4084,-1352,0,0,1988,728,-64,71006,41476,8760,32716,2152,6608,20770,-3518
1982:Q3,391914,60412,201721,14380,4056,37249,75279,-1183,415644,298658,62144,0,54382,460,-23730,41665,-17220,35155,35713,67177,2211,-33675,41028,2208,8288,0,5004,11068,0,-11636,22688,16,0,9488,5632,3856,0,0,1616,3064,292,74703,38572,8672,29900,188,6736,29207,-558
1982:Q4,397658,60808,205960,13348,4068,38137,76186,-849,423527,304099,62592,0,56376,460,-25869,42029,-17132,33292,29339,69193,2197,-42051,26408,-2316,-212,0,5540,5668,0,5524,1032,-888,0,12076,6704,5372,0,0,3232,2616,-196,68459,40716,1596,39120,552,6904,20287,3953
1983:Q1,404503,61335,209600,12784,4036,39530,77675,-457,434273,309570,65772,0,58475,456,-29770,42327,-18628,31185,44564,67781,2180,-25397,40868,2264,-3956,0,9724,20572,0,17792,1608,672,500,15068,6428,8640,0,0,-2672,72,-204,66265,42184,-740,42924,968,6960,16153,-13379
1983:Q2,420390,64271,215983,15664,4056,40693,79773,-50,440592,313490,66332,0,60322,448,-20202,42529,-16828,39155,37519,67249,2191,-31921,61428,-1536,-4564,0,19620,9624,0,8412,1900,-1188,500,30620,7480,23140,0,0,1828,4700,1136,93349,61624,3572,58052,1268,7000,23457,1636
1983:Q3,433270,68090,222042,17392,4148,42022,79280,296,446987,317435,67196,0,61916,440,-13717,42847,-18320,47450,38452,70334,2227,-34109,52788,440,-4052,0,29492,1572,0,2404,-2840,1008,1000,20160,7568,12592,0,0,712,4060,404,86897,37132,-7888,45020,1412,7220,41133,8998
1983:Q4,442946,70724,227967,17744,4320,43527,78211,453,453007,320997,68324,0,63262,424,-10061,43147,-18064,51150,39108,69943,2294,-33129,42808,-2212,-1296,0,7480,21620,0,18996,-1172,1796,2000,9896,10068,-172,0,0,6128,2136,-944,75937,43964,-868,44832,788,7276,23909,12042
1984:Q1,461498,73286,234672,20068,4520,44919,83067,966,462972,328297,69912,0,64351,412,-1474,43538,-18936,61000,69038,73320,2393,-6675,66964,21120,-14440,0,15664,23328,0,11868,6340,1996,3124,16064,9664,6400,0,0,2768,1864,596,73639,47200,-6288,53488,-748,7520,19667,-8038
1984:Q2,474064,75848,240280,19860,4672,46687,85263,1454,471326,334754,70636,0,65544,392,2738,44035,-19552,66325,77119,76079,2502,-1462,72372,-3984,8844,0,13676,22528,0,16724,272,1156,4376,21464,11132,10332,0,0,5300,1036,3508,73834,54552,-8340,62892,1148,7728,10406,-10794
1984:Q3,477547,76770,244724,17544,4752,48556,83204,1997,480528,342021,71300,0,66831,376,-2981,44561,-20376,61956,90241,79713,2615,7913,99484,1948,16068,0,33068,22832,0,3616,14836,-244,4624,22036,9636,12400,0,0,1400,-1252,3384,91571,68984,2704,66280,3764,7972,10851,-28285
1984:Q4,491404,78188,250216,17724,4764,50534,87122,2856,490407,348997,72828,0,68222,360,997,45049,-21404,67450,68902,81242,2734,-15074,47412,3436,3144,0,19420,6068,0,4232,-3376,1336,3876,12016,10508,1508,0,0,2972,2228,-1872,62486,8400,-2700,11100,26800,8132,19154,-1452
1985:Q1,503119,79267,254683,19964,4724,53368,87874,3239,502521,357684,74888,0,69606,343,598,45759,-19430,65787,77744,83130,2852,-8238,137524,4664,13780,0,21704,70872,0,27700,41260,-1464,3376,23512,8224,15288,0,0,700,3976,-1684,145762,93364,-2620,95984,9860,8360,34178,-11957
1985:Q2,512676,80942,260049,19628,4760,55006,88751,3540,513422,365580,76320,0,71192,330,-746,46378,-21921,67553,101806,87641,2987,11178,130764,436,3196,0,34672,49996,0,32544,16324,-1996,3124,35032,8544,26488,0,0,2964,2808,1660,119586,100396,8888,91508,13044,8692,-2546,-34253
1985:Q3,522792,81497,265063,20920,4896,56479,90241,3696,526099,374875,78068,0,72835,321,-3307,47052,-22670,66415,84528,89376,3130,-7978,107976,2036,9948,0,25592,4484,0,-9980,7612,3976,2876,55000,10400,44600,0,0,1204,5092,4620,115954,84780,6712,78068,4672,8884,17618,-18113
1985:Q4,531326,83734,268529,20476,5164,57594,92325,3504,537497,382903,79764,0,74516,314,-6171,47837,-23895,65561,80125,89240,3283,-12398,348396,-1444,6648,0,2056,209276,0,147964,56848,1840,2624,98168,12064,86104,0,0,10232,4092,19368,360794,343032,-4168,347200,5140,9060,3562,-14564
1986:Q1,548903,84479,273003,21384,5488,58683,102486,3380,547122,388848,81568,0,76389,317,1781,48625,-22598,73004,93953,93989,3449,-3485,34228,7132,-2244,0,1004,9088,0,14380,-8472,868,2312,24668,18448,6220,0,0,-8124,1676,1028,37713,12104,428,11676,2488,9352,13769,-20949
1986:Q2,550669,85012,276559,22048,5792,59032,99034,3192,555476,393626,83624,0,77915,311,-4807,49628,-23558,68379,52906,96092,3603,-46789,121600,7832,648,0,5032,52688,0,78880,-29184,1056,1936,47456,11508,35948,0,0,1104,1920,4920,168389,134784,29952,104832,2432,9452,21721,15473
1986:Q3,562713,87494,282339,22376,6116,59058,102258,3072,565137,400313,85272,0,79249,303,-2424,50588,-24394,72558,112508,98227,3753,10528,73716,-5248,12,0,23344,12068,0,-17064,26416,904,1812,34556,8184,26372,344,0,3432,1952,3256,63188,50428,-25584,76012,-204,9616,3348,-39950
1986:Q4,567209,91835,286799,24836,6432,59068,95367,2872,577654,410086,86912,0,80363,293,-10445,51700,-21522,62777,121207,96492,3891,20824,101524,3012,-2756,0,-9984,67984,0,60072,5560,412,1940,32472,9052,23420,520,0,7320,5388,-2432,80700,93732,-5300,99032,1032,9636,-23700,-58430
1987:Q1,567819,92391,291907,22679,6732,58557,92676,2877,586223,416418,88308,0,81228,269,-18404,52559,-22006,56161,74502,100126,4044,-29668,102996,368,756,0,10784,43044,0,84260,-43396,116,2064,47464,13724,33740,416,0,2364,-1653,-547,132664,131268,668,130600,-764,9856,-7696,-18341
1987:Q2,589153,101458,298533,24519,7036,58506,96111,2990,595708,423467,89948,0,82026,267,-6555,53522,-22883,69850,82417,100557,4143,-22283,55908,1772,1848,0,14072,-4440,0,-12348,5712,8,2188,36656,11452,25204,492,0,920,2947,1641,78191,74732,-13724,88456,-7564,9972,1051,-12567
1987:Q3,588319,94123,305966,24825,7344,58495,94352,3214,603683,429115,91556,0,82738,274,-15364,54492,-22234,61362,76906,102967,4214,-30275,80416,-2424,-484,0,21860,27588,344,2336,23104,-260,2064,25440,3896,21544,328,0,3708,869,3531,110691,79788,-2128,81916,692,10184,20027,-15544
1987:Q4,596840,98428,310014,23582,7716,58585,94606,3909,613972,437205,93092,0,83385,290,-17132,55304,-22193,60365,79906,105124,4262,-29480,88194,4396,7580,0,1008,15012,532,-22012,35512,-704,1684,40568,5696,34872,892,0,8076,-230,10892,117674,85432,11872,73560,-1800,10344,23698,-19541
1988:Q1,611101,99425,315656,23424,8016,59526,100790,4264,624524,445012,95288,0,83904,320,-13423,56293,-22400,65270,47772,106101,4240,-62569,26768,3744,3148,0,-11068,11180,592,23452,-13452,-664,1252,21800,5356,16444,248,0,2640,636,-5560,89337,42700,2544,40156,-2832,10456,39013,17498
1988:Q2,620260,97220,323184,25223,8292,60434,101209,4698,635386,452849,97324,0,84867,346,-15126,57164,-23304,65342,54386,110633,4290,-60537,32880,6632,-7232,0,16240,-8052,532,-30600,21420,-156,752,14564,2712,11852,636,0,3484,3771,2837,93417,51852,1600,50252,-3560,10768,34357,10956
1988:Q3,638802,104139,327286,27305,8508,61811,104647,5106,646311,460151,99508,0,86287,365,-7509,58137,-23878,74506,73294,110641,4365,-41712,46944,-248,4896,0,2300,23440,436,-32976,54884,344,752,10780,1016,9764,1220,220,1160,4769,-1593,88656,49624,-3276,52900,-2800,10884,30948,1212
1988:Q4,651321,107592,332424,28176,8692,63013,105892,5532,660456,470004,101884,0,88191,377,-9135,59080,-22782,72727,66950,114273,4469,-51792,74740,60,-1108,0,-11528,48744,312,17964,28416,808,1244,17336,6716,10620,1500,152,11812,5392,2380,126532,70668,6980,63688,-4000,11120,48744,5777
1989:Q1,668893,113372,340192,27812,8760,65026,107758,5973,677638,482287,104248,0,90725,378,-8745,60055,-23621,74931,97644,114415,4601,-21372,58677,-6683,163,0,31912,5340,436,-45008,47256,904,1752,21342,6308,15034,1256,444,2924,3375,-1396,80048,30018,4280,25739,1504,11388,37138,-22713
1989:Q2,680787,118267,348249,24247,8860,66276,108702,6186,693695,493632,107328,0,92358,377,-12908,61196,-23407,71695,123978,117849,4771,1358,75514,1524,197,0,9460,45724,816,4400,37620,636,2252,6619,7488,-869,912,1092,3844,3837,2305,74156,34371,2934,31437,108,11716,27961,-52283
1989:Q3,688658,114514,353899,22801,9020,67133,115031,6260,707792,503163,110996,0,93258,375,-19134,62341,-22389,65596,88603,120009,4971,-36377,73976,-749,-6512,0,13532,32892,1064,-5468,34652,392,2252,23211,5148,18063,612,1604,1668,4007,3711,110353,50293,560,49733,-2408,11868,50600,-23007
1989:Q4,687120,112406,354161,22096,9256,67779,115075,6347,723697,515095,114820,0,93408,374,-36577,63480,-24179,51082,61176,124582,5193,-68599,74533,2372,2808,0,9680,25608,1188,18360,4136,180,1744,21124,6312,14812,1488,2340,5504,2761,848,143132,75733,5454,70279,-124,12220,55303,-10094
1990:Q1,714916,119351,369272,21420,9532,67953,121164,6224,739837,528056,118760,0,92653,368,-24921,64696,-25363,65138,106152,130713,5505,-30066,90407,1106,-11955,0,1444,87624,1564,127140,-42552,220,1252,8506,4912,3594,2060,3044,-1788,-1075,1440,120472,72603,3035,69568,1000,12636,34233,-41014
1990:Q2,722064,122583,368686,22111,9856,68167,124594,6067,754448,536848,124164,0,93067,369,-32384,66006,-24270,57892,81907,129938,5692,-53723,38764,1922,-206,0,12644,15796,2184,12468,-124,516,752,-1494,4936,-6430,864,2704,2952,-1019,4601,92488,40791,1557,39234,600,12652,38445,-24015
1990:Q3,735601,123722,375619,22978,10216,69417,127711,5938,774064,548943,130260,0,94486,375,-38463,67424,-24754,53715,64144,131407,5823,-73086,27651,257,-9105,0,1580,24896,2720,21168,-660,916,752,980,4704,-3724,4012,5352,5768,-358,-5732,100736,22050,3654,18396,1600,12900,64186,-10429
1990:Q4,747617,124582,382734,23436,10536,68242,132076,6011,796939,562218,137436,0,96901,384,-49322,68436,-25573,44687,48568,136594,5899,-93925,42416,-1182,3669,0,7256,17664,3156,14896,-3048,1416,1244,3224,6464,-3240,152,2716,2864,329,5724,136341,49271,3533,45738,312,13444,73314,-3881
1991:Q1,755044,121204,384304,23784,10988,68021,140603,6140,810120,567775,141472,0,100468,405,-55076,69414,-26079,40417,78123,135041,5847,-62765,30311,1332,-6629,0,-8396,40164,3720,26016,7488,1252,1688,4796,5440,-644,-1464,1196,-6120,2211,3220,93076,49388,4580,44808,-272,13436,30524,-37706
1991:Q2,769588,124477,390228,23420,11420,67546,146392,6105,830078,574103,152180,0,103382,413,-60490,70488,-26213,36211,43897,135829,5853,-97785,42425,9161,-5247,0,19876,8820,4404,-1696,3632,416,2064,-3789,2152,-5941,1724,4664,4160,1980,1076,140211,62651,8401,54250,-708,13520,64748,-7686
